N	3gram	Medvedev_F_1	KulturaY
1	и т п	4	18
2	в том что	1	15
3	и т д	8	14
4	с точки зрения	13	9
5	в том чтобы	2	8
6	по отношению к	4	8
7	с другой стороны	1	6
8	в зависимости от	2	5
9	в этом отношении	1	5
10	во всяком случае	4	5
11	до сих пор	6	4
12	т е как	2	4
13	хотя бы в	1	4
14	тем не менее	1	4
15	состоит в том	1	3
16	более или менее	6	3
17	в этом смысле	1	3
18	того или иного	2	3
19	вместе с тем	1	3
20	в связи с	2	3
21	в свою очередь	6	3
22	не может быть	5	3
23	все это не	1	3
24	сводится к тому	2	2
25	на самом деле	6	2
26	так или иначе	1	2
27	в том и	1	2
28	в целом и	1	2
29	т е в	1	2
30	так и в	4	2
31	именно в том	1	2
32	то же время	8	2
33	заключается в том	1	2
34	хотя бы и	1	2
35	этой точки зрения	1	2
36	но все же	1	2
37	в то же	8	2
38	к тому что	1	2
39	мы увидим что	1	2
40	что было в	1	1
41	и может быть	1	1
42	а сам этот	1	1
43	это делается в	1	1
44	в истории научного	1	1
45	он должен быть	1	1
46	не могло не	2	1
47	как это делается	1	1
48	т е она	1	1
49	даже и тогда	1	1
50	т е самой	1	1
51	не говоря уже	1	1
52	что в данном	1	1
53	в настоящее время	10	1
54	и история литературы	1	1
55	так и не	1	1
56	с одной стороны	4	1
57	как раз и	1	1
58	в языке в	1	1
59	социальной жизни в	1	1
60	и в то	1	1
61	сами по себе	2	1
62	привести в систему	1	1
63	можно говорить о	1	1
64	в отличие от	1	1
65	в каждую данную	1	1
66	в строгом смысле	2	1
67	таким образом не	1	1
68	в его действительном	1	1
69	но для этого	1	1
70	к тому чтобы	1	1
71	в противном случае	1	1
72	хотя и здесь	1	1
73	с этой точки	1	1
74	и не в	2	1
75	была бы уже	1	1
76	отнюдь не является	1	1
77	и со всем	1	1
78	в это время	1	1
79	даже и на	1	1
80	в применении к	2	1
81	роль в истории	1	1
82	ничего общего с	1	1
83	но уже совсем	1	1
84	по существу это	1	1
85	до конца и	1	1
86	не прав когда	2	1
87	и с точки	1	1
88	целом и в	1	1
89	тех или иных	1	1
90	значения и смысла	1	1
91	главным образом на	2	1
92	это не могло	1	1
93	а вовсе не	2	1
94	та или иная	1	1
95	но и с	1	1
96	бы уже не	1	1
97	так же как	1	1
98	вместо того чтобы	1	1
99	роковую роль в	1	1
100	и пр и	2	1
101	самом деле в	1	1
102	живет и развивается	1	1
103	как и всякая	2	1
104	между тем как	1	1
105	вовсе не есть	1	1
106	от того что	1	1
107	по аналогии с	3	1
108	мы наблюдаем в	1	1
109	было ясно что	1	1
110	в ее целом	3	1
111	и тем самым	1	1
112	однако не менее	1	1
113	не значит еще	1	1
114	смысле этого слова	3	1
115	друг от друга	2	1
116	в литературе и	1	1
117	и не из	1	1
118	в большинстве случаев	2	1
119	что оно не	1	1
120	пр и пр	2	1
121	у нас только	1	1
122	т е после	1	1
123	все то что	1	1
124	этого слова но	1	1
125	что и в	1	1
126	не в этом	1	1
127	тот или иной	1	1
