N	2gram	Propp_Isto_1	Psycholo
1	и в	28	38
2	то что	9	35
3	в том	9	25
4	что в	12	20
5	может быть	25	19
6	и что	10	18
7	на то	4	16
8	что она	5	16
9	в ней	7	15
10	и т	25	14
11	том что	7	14
12	если бы	8	14
13	как бы	2	14
14	потому что	4	14
15	в этом	8	13
16	в этой	6	13
17	и мы	2	13
18	совершенно ясно	1	13
19	не только	12	12
20	таким образом	8	12
21	было бы	7	12
22	не в	9	12
23	мы видим	11	12
24	мы увидим	10	12
25	что он	10	11
26	то же	12	10
27	что это	8	10
28	и не	9	10
29	же самое	3	10
30	и все	1	10
31	увидим что	5	9
32	того чтобы	1	9
33	и то	1	8
34	с этим	4	8
35	все же	10	8
36	и как	2	8
37	с тем	4	8
38	как и	4	8
39	в одном	5	8
40	видим что	9	8
41	и это	1	8
42	так что	4	8
43	вовсе не	2	8
44	как раз	2	8
45	для того	1	8
46	перед нами	3	8
47	для нас	13	8
48	из этого	2	8
49	мы уже	1	7
50	с другой	6	7
51	мы можем	1	7
52	не может	15	7
53	как мы	3	7
54	в ее	2	7
55	что у	1	7
56	никак не	1	7
57	между тем	2	7
58	а не	15	7
59	а в	7	7
60	и на	4	6
61	в которых	1	6
62	к чему	3	6
63	как это	3	6
64	и если	2	6
65	он не	2	6
66	мы видели	2	6
67	в котором	3	6
68	тому что	1	6
69	она не	1	6
70	самого начала	2	6
71	и его	3	6
72	к тому	6	6
73	указывает на	2	6
74	с самого	2	6
75	ясно что	2	6
76	и здесь	7	6
77	о том	9	6
78	один из	4	6
79	с одной	4	6
80	если мы	3	6
81	из них	3	6
82	так как	6	6
83	до сих	5	6
84	которых мы	1	6
85	там где	4	6
86	должна быть	5	5
87	мы не	10	5
88	я не	3	5
89	время в	1	5
90	в своем	5	5
91	могли бы	3	5
92	в которой	1	5
93	так сказать	1	5
94	на этом	3	5
95	в другом	3	5
96	несмотря на	1	5
97	в своей	1	5
98	т п	1	5
99	и когда	2	5
100	в его	5	5
101	в какой	3	5
102	но и	10	5
103	одной стороны	4	5
104	вместе с	6	5
105	сих пор	5	5
106	или в	5	5
107	другой стороны	5	5
108	совершенно не	1	5
109	что эти	1	4
110	что если	2	4
111	которую мы	1	4
112	время как	3	4
113	во всех	2	4
114	не то	4	4
115	что они	5	4
116	как в	2	4
117	когда он	6	4
118	в целом	2	4
119	все эти	4	4
120	в тех	2	4
121	в себе	2	4
122	в нем	2	4
123	при этом	3	4
124	т д	22	4
125	здесь мы	7	4
126	не мог	1	4
127	но если	2	4
128	не могли	1	4
129	что этот	2	4
130	что эта	1	4
131	и другое	2	4
132	одна из	2	4
133	никогда не	14	4
134	в самой	1	4
135	как будто	4	4
136	здесь совершенно	1	4
137	в виду	1	4
138	образом мы	2	4
139	что и	6	4
140	у всех	1	4
141	с той	2	4
142	только в	11	4
143	конечно не	2	4
144	не можем	3	4
145	при помощи	2	4
146	у него	1	4
147	и даже	4	4
148	и между	2	4
149	обратиться к	1	4
150	из которых	3	4
151	того что	4	4
152	мы могли	1	4
153	и для	4	4
154	речь идет	1	4
155	сказать что	5	4
156	ее в	5	4
