N	3gram	Losev_Vesc_1	Analitik
1	в том что	4	7
2	с другой стороны	2	5
3	о том что	4	5
4	мы имеем дело	2	4
5	по крайней мере	4	4
6	в свою очередь	4	4
7	и того же	1	3
8	в данном случае	2	3
9	не только не	2	3
10	в то же	1	3
11	одного и того	1	3
12	в этом отношении	1	3
13	крайней мере в	1	2
14	дело в том	2	2
15	подобно тому как	4	2
16	с точки зрения	3	2
17	имеем дело не	2	2
18	тот или иной	1	2
19	с одной стороны	3	2
20	сама по себе	3	2
21	тем не менее	3	2
22	не только к	2	2
23	во всяком случае	2	2
24	в свое время	2	2
25	а в том	1	2
26	можно сказать что	3	2
27	по своей природе	1	1
28	что иное как	7	1
29	тех пор как	1	1
30	все же если	1	1
31	с ними в	1	1
32	в той или	2	1
33	вмещает в себя	1	1
34	одно из самых	1	1
35	в самом деле	4	1
36	и в особенности	1	1
37	до сих пор	1	1
38	предстают перед нами	1	1
39	в зависимости от	1	1
40	ни у кого	1	1
41	с самим собою	2	1
42	и здесь мы	1	1
43	в основе своей	2	1
44	с тех пор	1	1
45	по себе а	1	1
46	ту или иную	2	1
47	уже было сказано	1	1
48	как раз в	1	1
49	что не есть	3	1
50	не есть ни	3	1
51	этих моментов в	1	1
52	сам по себе	3	1
53	в самом начале	1	1
54	в том чтобы	1	1
55	дело не с	2	1
56	не только в	4	1
57	однако и здесь	1	1
58	в применении к	1	1
59	и потому оно	1	1
60	во втором случае	1	1
61	и как бы	1	1
62	по природе своей	1	1
63	суть то что	1	1
64	так или иначе	4	1
65	не в том	1	1
66	внутренней и внешней	1	1
67	все что мы	1	1
68	для того чтобы	2	1
69	себя самого все	1	1
70	прежде всего к	1	1
71	того же смысла	1	1
72	относится не только	1	1
73	но и к	1	1
74	есть не что	5	1
75	не может быть	6	1
76	в первом случае	2	1
77	само по себе	1	1
78	неотделимо от сущности	1	1
79	то что не	2	1
80	потому оно есть	1	1
81	как бы ни	2	1
82	вопрос о том	1	1
83	с этой стороны	1	1
84	самим собою в	1	1
85	ничего не говорит	1	1
86	и есть не	2	1
87	заключается в том	1	1
88	свое внимание на	1	1
89	было бы сказать	2	1
90	не что иное	7	1
91	здесь как и	1	1
92	в себе не	1	1
93	что и в	1	1
94	но еще и	3	1
95	имя как раз	1	1
96	и а и	1	1
97	в отдельности и	2	1
