N	3gram	Vinokur_St_1	Vvedenie
1	и т д	21	36
2	для того чтобы	10	20
3	в том что	17	12
4	о том что	11	12
5	но также и	4	9
6	в этом смысле	1	8
7	не может быть	5	8
8	тем не менее	2	8
9	до сих пор	7	6
10	в самом деле	5	6
11	в применении к	3	6
12	то же время	4	6
13	в то же	4	6
14	т д но	4	5
15	и т п	9	5
16	в той мере	1	5
17	в том чтобы	1	5
18	той мере в	1	5
19	с другой стороны	6	5
20	мере в какой	2	5
21	не трудно видеть	1	5
22	по отношению к	3	4
23	в этом случае	2	4
24	в этом отношении	7	4
25	можно было бы	8	4
26	на этот вопрос	1	4
27	по крайней мере	2	4
28	т е в	2	4
29	в данном случае	6	4
30	не только в	4	4
31	и в этом	3	4
32	так или иначе	2	4
33	во всяком случае	6	4
34	трудно видеть что	1	4
35	с одной стороны	2	4
36	в прямом смысле	1	3
37	также и в	1	3
38	вопрос о том	2	3
39	но в то	2	3
40	половины xix в	1	3
41	в том отношении	4	3
42	и в том	2	3
43	заключается в том	3	3
44	и в самом	3	3
45	том отношении что	2	3
46	смысле этого понятия	1	3
47	но все же	3	3
48	в свое время	2	3
49	на том что	1	2
50	потому что он	1	2
51	вовсе не только	2	2
52	только в применении	1	2
53	в другом месте	1	2
54	если таким образом	1	2
55	дело в том	4	2
56	по меньшей мере	3	2
57	не говоря уже	1	2
58	по тем или	1	2
59	в соответствии с	1	2
60	жизни и творчества	2	2
61	что же касается	3	2
62	как будто бы	1	2
63	с точки зрения	8	2
64	хотя бы и	2	2
65	что в нем	2	2
66	обратить внимание на	1	2
67	точно так же	1	2
68	может быть и	2	2
69	в данном отношении	5	2
70	в конце концов	1	2
71	смысле этого слова	1	2
72	второй половины xix	1	2
73	в начале xix	1	2
74	сомнений в том	1	2
75	чтобы можно было	1	2
76	не в том	2	2
77	или иначе но	1	2
78	в целом ряде	1	2
79	тем или иным	3	2
80	на вопрос о	2	2
81	а также и	2	2
82	то что могло	1	2
83	ответ на этот	1	2
84	вовсе не в	2	2
85	гораздо ближе к	1	2
86	по этому поводу	2	2
87	т д в	1	2
88	той или иной	1	2
89	тех данных которые	1	1
90	искать ответа на	1	1
91	по его словам	1	1
92	а между тем	1	1
93	в области изучения	2	1
94	не может не	1	1
95	также в том	1	1
96	пор и в	1	1
97	в той или	1	1
98	судя по его	1	1
99	мы говорим о	1	1
100	сказать что в	3	1
101	мы имеем дело	1	1
102	того чтобы можно	1	1
103	существует больше в	1	1
104	а есть только	1	1
105	тему о том	1	1
106	чтобы убедиться в	1	1
107	на самом деле	6	1
108	в настоящее время	1	1
109	не означает будто	1	1
110	т е не	1	1
111	во многих случаях	2	1
112	в том же	1	1
113	дело не только	1	1
114	то или иное	3	1
115	во второй части	1	1
116	в лучшем случае	1	1
117	говоря уже о	1	1
118	представление о том	1	1
119	по поводу того	1	1
120	литературы и даже	1	1
121	также и то	1	1
122	но и в	2	1
123	каждой из этих	1	1
124	том чтобы выяснить	1	1
125	только в том	3	1
126	только то что	1	1
127	объясняется и то	1	1
128	из них и	1	1
129	но ведь в	1	1
130	виде в каком	1	1
131	что так называемая	1	1
132	и говорить о	1	1
133	в том-то и	1	1
134	имеем дело с	2	1
135	нечего и говорить	1	1
136	и не в	1	1
137	ту или иную	1	1
138	и то что	2	1
139	ее отношении к	1	1
140	и могут быть	1	1
141	в зависимости от	1	1
142	было вполне естественно	1	1
143	это не просто	1	1
144	уже о том	1	1
145	на эту тему	4	1
146	тот факт что	1	1
147	так же как	3	1
148	то что у	2	1
149	это может быть	1	1
150	вообще не существует	2	1
151	как раз в	2	1
152	д иными словами	1	1
153	ответ на вопрос	1	1
154	в его время	1	1
155	есть существенная разница	1	1
156	в том как	3	1
157	быть и речи	1	1
158	т е с	3	1
159	с известным правом	1	1
160	одно из двух	1	1
161	в каком он	1	1
162	всяком случае не	1	1
163	того чтобы лучше	1	1
164	истории русского языка	1	1
165	что нет вообще	1	1
166	не наука а	1	1
167	потому что она	1	1
168	в разной мере	1	1
169	должен быть в	1	1
170	существенная разница между	1	1
171	бы то ни	1	1
172	на тему о	1	1
173	в одно целое	1	1
174	том-то и дело	1	1
175	тем что в	2	1
176	если бы и	2	1
177	а в том	1	1
178	нужно было бы	1	1
179	конкретно представить себе	1	1
180	то обстоятельство что	2	1
181	говорить о том	1	1
182	в ее отношении	1	1
183	того или иного	4	1
184	уже и сейчас	1	1
185	не быть в	1	1
186	и никогда не	1	1
187	что нет такой	1	1
188	нужно сказать что	4	1
189	т д иными	1	1
190	и творчества пушкина	2	1
191	хотя в ее	1	1
192	так как в	2	1
193	том что нет	1	1
194	в его собственной	2	1
195	в этой системе	1	1
196	но если таким	1	1
197	с этой стороны	1	1
198	и дело что	1	1
199	заключается вовсе не	1	1
200	но с другой	2	1
201	в нечто цельное	1	1
202	как нечто целое	1	1
203	после того как	1	1
204	т д и	2	1
205	что могло оказаться	1	1
206	из этих двух	2	1
207	когда мы имеем	1	1
208	к тому что	1	1
209	на них нет	1	1
210	в каждом из	1	1
211	наука о пушкине	1	1
212	не значит что	3	1
213	если бы оно	1	1
214	сих пор и	1	1
215	было бы с	1	1
216	но в том-то	1	1
217	как о чем-то	1	1
218	но ведь это	1	1
219	согласно которой в	1	1
