N	2gram	Voloshinov_1	FransuaR
1	и в	38	41
2	то есть	4	20
3	таким образом	7	19
4	в этом	10	15
5	как и	10	14
6	и все	4	14
7	то же	14	13
8	все эти	2	13
9	в этой	6	13
10	мы уже	10	12
11	в его	6	12
12	в себе	9	11
13	как мы	9	11
14	в том	2	11
15	прежде всего	21	11
16	так и	6	10
17	в то	9	10
18	все это	4	10
19	в своем	1	9
20	не в	6	9
21	же время	7	9
22	и его	7	9
23	в качестве	4	9
24	и т.п	21	9
25	но и	13	9
26	что в	1	9
27	движение в	1	8
28	но в	5	8
29	в конце	6	8
30	то что	8	8
31	и от	7	8
32	в нем	4	7
33	вовсе не	2	7
34	как бы	28	7
35	и не	14	7
36	в романе	1	7
37	и до	1	6
38	ни в	1	6
39	о том	4	6
40	мы видим	3	6
41	только в	6	6
42	это не	3	6
43	есть в	1	6
44	для него	3	6
45	у него	1	6
46	с помощью	6	6
47	все они	1	6
48	как в	2	5
49	и к	4	5
50	не только	27	5
51	на этом	1	5
52	мы видели	5	5
53	точки зрения	10	5
54	того как	1	5
55	потому что	5	5
56	всего в	3	5
57	и это	7	5
58	в ней	8	5
59	к нему	2	5
60	на одном	1	5
61	уже в	5	5
62	что и	3	5
63	вместе с	5	5
64	так же	4	5
65	и для	3	5
66	а в	5	5
67	к этому	2	5
68	место в	2	4
69	в сущности	1	4
70	и на	6	4
71	хотя и	3	4
72	целый ряд	3	4
73	и наконец	5	4
74	та же	3	4
75	что это	4	4
76	он не	2	4
77	при виде	1	4
78	но все	4	4
79	и с	5	4
80	должно быть	2	4
81	том что	3	4
82	одна из	1	4
83	ничего не	8	4
84	в виду	3	4
85	из одного	1	4
86	и здесь	3	4
87	влияние на	4	4
88	слов и	7	4
89	уже говорили	1	4
90	может быть	13	4
91	в более	1	4
92	было бы	7	4
93	мира и	1	4
94	конце концов	3	4
95	все что	1	4
96	например в	1	3
97	он может	1	3
98	и есть	1	3
99	с точки	5	3
100	той же	5	3
101	я не	1	3
102	во всех	6	3
103	кроме того	2	3
104	от этого	1	3
105	выражение в	3	3
106	и те	1	3
107	лица и	1	3
108	так сказать	4	3
109	при этом	9	3
110	связанные с	2	3
111	в мире	2	3
112	его в	4	3
113	несмотря на	2	3
114	в своей	2	3
115	таким же	1	3
116	и благодаря	1	3
117	в их	1	3
118	оказывается что	1	3
119	тем самым	7	3
120	не должно	2	3
121	в отношении	2	3
122	тем что	2	3
123	все то	2	3
124	мы найдем	2	3
125	свою очередь	4	3
126	можно было	4	3
127	что у	3	3
128	так много	1	3
129	иногда в	1	3
130	связанных с	3	3
131	и вся	1	3
132	все его	1	3
133	в форме	6	3
134	что он	2	3
135	из них	3	3
136	и их	5	3
137	в одном	3	3
138	так как	7	3
139	не было	2	3
140	ничем не	1	3
141	не может	12	3
142	и потому	2	3
143	в той	5	3
144	в человеческом	1	3
145	но это	2	3
146	с ними	1	3
147	в свою	6	3
148	не знает	3	3
149	которым он	1	3
150	того же	1	3
151	является и	1	3
152	жизни и	3	3
153	и другие	1	3
154	и эта	3	3
155	как нечто	2	2
156	также и	2	2
157	и то	3	2
158	на самом	3	2
159	и всем	1	2
160	и так	6	2
161	из всех	1	2
162	есть не	2	2
163	со всех	2	2
164	пока он	1	2
165	мы не	9	2
166	в которой	7	2
167	не совсем	1	2
168	еще не	3	2
169	в которых	2	2
170	в чем	1	2
171	с его	7	2
172	одно мгновение	1	2
173	отношение к	2	2
174	не просто	2	2
175	мы сейчас	1	2
176	в течение	1	2
177	в одной	1	2
178	перед нами	3	2
179	более или	1	2
180	роль играет	2	2
181	в земной	1	2
182	где все	1	2
183	имеем в	1	2
184	и благоговением	1	2
185	какую роль	3	2
186	как он	1	2
187	слово это	2	2
188	уже видели	2	2
189	и вот	3	2
190	одно и	4	2
191	человека в	2	2
192	значительной степени	2	2
193	некоторые итоги	1	2
194	себе все	2	2
195	с этим	2	2
196	мы имеем	2	2
197	которой он	1	2
198	не мог	3	2
199	в этих	2	2
200	во второй	3	2
201	в следующем	1	2
202	мы в	3	2
203	или менее	1	2
204	их в	3	2
205	том и	1	2
206	находит свое	2	2
207	дело не	1	2
208	в процессе	6	2
209	следовательно и	1	2
210	все свои	1	2
211	и всегда	1	2
212	глядя на	1	2
213	все явления	1	2
214	этой речи	1	2
215	так называемый	1	2
216	этом отношении	2	2
217	в области	5	2
218	они как	1	2
219	не знаем	4	2
220	к тому	4	2
221	не есть	1	2
222	в каждой	1	2
223	должен быть	2	2
224	в себя	1	2
225	с самого	4	2
226	роль в	3	2
227	никогда не	7	2
228	здесь как	1	2
229	здесь нет	1	2
230	и выражений	1	2
231	и реальное	1	2
232	в словах	3	2
233	в разных	3	2
234	связанное с	1	2
235	и т.д	21	2
236	и оказывается	1	2
237	другими словами	7	2
238	одного из	1	2
239	в значительной	2	2
240	и во	1	2
241	бы в	5	2
242	еще более	2	2
243	все время	5	2
244	в самый	1	2
245	в литературе	1	2
246	того что	4	2
247	и самая	1	2
248	тот же	2	2
249	одной из	2	2
250	правда и	1	2
251	для всех	2	2
252	уже не	4	2
253	в большинстве	1	2
254	только на	3	2
255	же в	1	2
256	свидетельствует о	1	2
257	большинстве случаев	1	2
258	связано с	2	2
259	здесь только	1	2
260	это движение	1	2
261	в особенности	1	2
262	связан с	1	2
263	связаны с	4	2
264	именно в	1	2
265	а на	2	2
266	это прежде	1	2
267	а не	6	2
268	его как	1	2
269	человеческой культуры	1	2
270	в связи	2	2
271	может иметь	1	2
272	из которых	3	2
273	может стать	2	2
274	по своему	3	2
275	в первой	2	2
276	возникновения и	2	2
277	в состоянии	1	2
278	которые были	1	2
279	или в	2	2
280	в результате	1	2
281	о котором	1	2
282	у них	2	2
283	и смысл	1	2
284	и как	9	2
285	с ним	2	2
286	нас не	2	2
287	не наоборот	1	1
288	произведения но	1	1
289	отношения к	3	1
290	одним из	1	1
291	для построения	1	1
292	до него	1	1
293	человека и	1	1
294	самом деле	4	1
295	в христианском	1	1
296	это и	1	1
297	вряд ли	3	1
298	между двумя	2	1
299	ведь и	2	1
300	том какое	1	1
301	был и	2	1
302	ближе он	1	1
303	этот и	1	1
304	и время	1	1
305	хлеб и	1	1
306	его не	2	1
307	он постоянно	1	1
308	мире но	1	1
309	именно к	1	1
310	на эти	2	1
311	оба эти	1	1
312	так чтобы	1	1
313	что иное	2	1
314	принадлежит к	1	1
315	они были	1	1
316	но даже	2	1
317	ему в	1	1
318	пространство и	1	1
319	не остается	1	1
320	которой человек	1	1
321	иное как	2	1
322	быть в	1	1
323	не был	1	1
324	жизни с	1	1
325	там и	1	1
326	то мы	3	1
327	в ее	3	1
328	но не	2	1
329	и указывает	2	1
330	подвести некоторые	1	1
331	к которой	1	1
332	значение и	1	1
333	в новом	1	1
334	себе и	2	1
335	до наших	1	1
336	за пределы	1	1
337	явление как	1	1
338	в истории	1	1
339	что именно	3	1
340	что человеческая	1	1
