N	3gram	Vygotskiy__2	Psycholo
1	в том что	21	17
2	для того чтобы	10	13
3	в самом деле	4	11
4	с точки зрения	18	10
5	заключается в том	7	10
6	не может быть	6	8
7	с таким образом	3	8
8	на то что	6	6
9	то же самое	2	6
10	на самом деле	2	5
11	до сих пор	1	5
12	в этом отношении	3	5
13	том случае если	1	4
14	сам по себе	1	4
15	в сущности говоря	1	4
16	можно было бы	5	4
17	в том случае	1	4
18	так же как	1	4
19	в данном случае	3	4
20	о том что	4	4
21	и в самом	2	4
22	только в том	1	4
23	том что он	1	3
24	сами по себе	1	3
25	с тем что	1	3
26	точно так же	1	3
27	в том чтобы	4	3
28	никогда не может	1	3
29	само по себе	2	3
30	в конечном счете	4	3
31	несмотря на все	1	3
32	таким образом и	1	3
33	том что в	2	2
34	состоит в том	3	2
35	но так как	1	2
36	это было бы	1	2
37	подобно тому как	2	2
38	в том и	1	2
39	те же самые	1	2
40	он не может	1	2
41	представление о том	1	2
42	что он не	2	2
43	как и в	1	2
44	того и другого	1	2
45	на этот вопрос	5	2
46	что все это	1	2
47	и то что	1	2
48	не в том	1	2
49	справедливо указывает что	1	2
50	по сравнению с	5	2
51	указывает на то	1	2
52	точки зрения социальной	2	2
53	все более и	1	2
54	бы то ни	1	2
55	во всяком случае	6	2
56	том и заключается	1	2
57	этой точки зрения	1	2
58	того чтобы показать	1	2
59	же самое что	2	2
60	с другой стороны	1	2
61	более и более	1	2
62	то же что	1	2
63	того чтобы вскрыть	1	1
64	указанием на то	1	1
65	происходит то же	1	1
66	относительно того что	3	1
67	в данный момент	1	1
68	зрения этой теории	1	1
69	сам того не	1	1
70	имеем в виду	1	1
71	в этом смысле	2	1
72	какого бы то	1	1
73	один и тот	1	1
74	и что именно	1	1
75	о том как	1	1
76	и целый ряд	1	1
77	когда тот же	1	1
78	чтобы показать что	1	1
79	видит в этом	1	1
80	которые не только	1	1
81	не имеют ничего	1	1
82	имеет в виду	1	1
83	говорит он что	1	1
84	самом деле что	1	1
85	в зависимости от	6	1
86	в отличие от	3	1
87	к частному случаю	1	1
88	не имеет никакого	1	1
89	в области психологии	1	1
90	мы находим в	1	1
91	только то что	1	1
92	том что ребенок	3	1
93	тогда когда он	1	1
94	за то что	1	1
95	на каждом шагу	1	1
96	что в них	1	1
97	если мы примем	1	1
98	а с другой	4	1
99	точки зрения этой	1	1
100	нет никаких объективных	1	1
101	вновь и вновь	1	1
102	едва ли может	1	1
103	по самому своему	1	1
104	как если бы	1	1
105	с в подтверждение	1	1
106	из которого мы	1	1
107	полном согласии с	1	1
108	к своему исследованию	1	1
109	и оказывается совершенно	1	1
110	и в частности	1	1
111	что он так	1	1
112	потому что он	2	1
113	он говорит что	1	1
114	то ни было	1	1
115	того чтобы дать	1	1
116	совершенно понятно что	1	1
117	приводит к тому	1	1
118	то что для	1	1
119	дело идет о	1	1
120	лежит в основе	3	1
121	с одной стороны	7	1
122	что для нас	1	1
123	и тот же	1	1
124	в действительной жизни	1	1
125	зависимости от того	1	1
126	при этом он	1	1
127	если мы не	1	1
128	точки зрения и	1	1
129	целый ряд других	1	1
130	приходит к выводу	1	1
131	не могут быть	1	1
132	время в виду	1	1
133	благодаря тому что	1	1
134	самому своему существу	1	1
135	с той же	1	1
136	всякого содержания и	1	1
137	и что только	1	1
138	он полагает что	1	1
139	в связи с	6	1
140	рассматриваемой нами теории	1	1
141	психологии потому что	1	1
142	мы имеем совершенно	1	1
143	ответ на этот	1	1
144	вместо того чтобы	1	1
145	просто сказать что	1	1
146	в свое время	1	1
147	по себе не	1	1
148	мы могли бы	4	1
149	что если мы	1	1
150	друг с другом	2	1
151	самое понятие о	1	1
152	более или менее	2	1
153	в переводе на	1	1
154	то обстоятельство что	1	1
155	том смысле что	1	1
156	в известный момент	1	1
157	того факта что	1	1
158	мы имеем в	1	1
159	все время в	1	1
160	зрения социальной психологии	2	1
161	связи с этим	1	1
162	что тот же	1	1
163	ничего общего с	1	1
164	и тем самым	1	1
165	к выводу что	1	1
166	с самого начала	1	1
167	легко заметить что	2	1
168	не только не	1	1
169	мы думаем что	2	1
170	с помощью которых	1	1
171	оно не может	1	1
172	до какой степени	1	1
173	именно потому что	1	1
174	и других психологов	1	1
175	можно сказать что	1	1
176	были бы сказать	1	1
177	ребенок никогда не	1	1
178	говорит что в	1	1
179	друг от друга	2	1
180	на всем протяжении	2	1
181	после того как	1	1
182	в полном согласии	1	1
183	по этому поводу	3	1
184	не потому что	2	1
185	в том смысле	1	1
186	в высшей степени	7	1
187	так как он	1	1
188	имеют ничего общего	1	1
189	мы увидим что	2	1
190	то что благодаря	1	1
191	тот факт что	1	1
