N	3gram	Trubetskoy_1	FransuaR
1	в том числе	5	10
2	том числе и	4	7
3	мы уже говорили	1	7
4	в том что	3	6
5	той или иной	2	5
6	до сих пор	5	4
7	в отличие от	1	4
8	сих пор еще	2	3
9	с точки зрения	6	3
10	в этом отношении	2	3
11	в значительной мере	2	2
12	в xvii веке	1	2
13	с одной стороны	7	2
14	в их чистом	1	2
15	так и в	1	2
16	но все же	4	2
17	можно сказать что	2	1
18	в так называемой	1	1
19	на все и	1	1
20	а между тем	1	1
21	и в общем	1	1
22	и связанные с	2	1
23	еще только в	2	1
24	чуть ли не	1	1
25	по отношению к	1	1
26	имеем в виду	1	1
27	в самом деле	1	1
28	в настоящее время	1	1
29	греков и римлян	1	1
30	всяком случае не	3	1
31	начиная с конца	1	1
32	в эту эпоху	1	1
33	во всей своей	1	1
34	сами по себе	1	1
35	пор еще недостаточно	1	1
36	но все это	2	1
37	можно только в	1	1
38	несмотря на его	1	1
39	перестает быть тем	1	1
40	всего существующего в	1	1
41	то или иное	2	1
42	главным образом в	3	1
43	некоторые из них	2	1
44	сказать что в	1	1
45	до известной степени	1	1
46	на германской почве	1	1
47	которые мыслились как	1	1
48	не потому что	1	1
49	но в то	1	1
50	но при этом	1	1
51	но в общем	1	1
52	в связи с	3	1
53	все более и	1	1
54	во всяком случае	6	1
55	до настоящего времени	1	1
56	что касается до	1	1
57	с другой стороны	1	1
58	как бы в	1	1
59	не может быть	1	1
60	то же время	2	1
61	никогда не могут	1	1
62	настоящее время он	1	1
63	в одном из	1	1
64	и превращается в	1	1
65	более и более	1	1
66	именно потому что	1	1
67	мы имеем в	1	1
68	для того чтобы	5	1
69	в то же	2	1
70	мы видим что	1	1
71	из них не	1	1
72	друг с другом	5	1
73	не представляется возможным	1	1
74	к тому же	4	1
75	в общем можно	1	1
