1	в том что	6	11
2	о том что	1	7
3	по отношению к	1	7
4	в то же	9	4
5	то же время	9	4
6	тем не менее	1	3
7	ни о чем	1	3
8	том что в	1	3
9	для того чтобы	6	3
10	не может быть	2	3
11	в самом деле	1	3
12	в конечном счете	1	3
13	как и в	1	3
14	до сих пор	3	2
15	с точки зрения	2	2
16	то же самое	2	2
17	и в то	1	2
18	все те же	1	2
19	можно было бы	2	2
20	на другой день	1	2
21	к тому же	2	2
22	о том как	2	2
23	в данном случае	2	2
24	так же как	4	2
25	не только для	2	1
26	в том числе	4	1
27	жизни характерно что	1	1
28	в самом начале	1	1
29	дело в том	2	1
30	того чтобы не	1	1
31	в своей жизни	1	1
32	не было ничего	1	1
33	а также и	4	1
34	не нуждается в	2	1
35	да и в	1	1
36	именно потому что	1	1
37	у нее нет	2	1
38	как раз и	1	1
39	о чем не	1	1
40	же как и	2	1
41	во время обеда	1	1
42	вкладывает в уста	1	1
43	смерть никогда не	1	1
44	в значительной степени	1	1
45	не могло быть	1	1
46	в это время	1	1
47	внешней и внутренней	1	1
48	в этом отношении	5	1
49	в течение всей	1	1
50	в г в	1	1
51	том числе и	2	1
52	что он не	1	1
53	внешнее и внутреннее	2	1
54	зрения на мир	4	1
55	как бы в	2	1
56	той или иной	1	1
57	из этих двух	1	1
58	можно сказать что	2	1
59	жизни и смерти	2	1
60	все они даже	1	1
61	в то время	2	1
62	друг от друга	1	1
63	к жизни и	1	1
64	что и в	1	1
65	и в самом	1	1
66	и т.п в	1	1
67	здесь не в	3	1
68	между тем как	1	1
69	дело здесь не	2	1
70	что с ним	1	1
71	не было ни	1	1
72	только для того	1	1
73	это были две	1	1
74	одной из форм	1	1
75	после того как	1	1
