N	3gram	Propp_Isto_2	Morfolog
1	и т д	18	47
2	в этих случаях	8	13
3	в этом случае	5	9
4	мы видим что	5	9
5	в связи с	4	8
6	не может быть	2	8
7	в иное царство	4	6
8	подобно тому как	3	5
9	наряду с этим	2	5
10	таким образом мы	1	5
11	связи с этим	1	5
12	по отношению к	3	4
13	т д но	2	4
14	мы увидим ниже	4	4
15	с другой стороны	2	4
16	тем не менее	1	4
17	случай мы имеем	2	3
18	как мы увидим	1	3
19	в руки героя	1	3
20	если мы не	1	3
21	может быть разрешен	1	3
22	на самом деле	2	3
23	но все же	4	3
24	и вне связи	1	2
25	в обоих случаях	1	2
26	в тех случаях	1	2
27	для наших целей	2	2
28	в таких случаях	2	2
29	из двенадцати равных	1	2
30	точно так же	6	2
31	такие персонажи как	1	2
32	с одной стороны	3	2
33	в сказке о	1	2
34	образом мы видим	1	2
35	можно показать что	1	2
36	тех случаях когда	1	2
37	то же происходит	2	2
38	в том что	5	2
39	задавание трудных задач	1	2
40	вне связи с	1	2
41	если всмотреться в	2	1
42	в тот момент	2	1
43	в лесной избушке	3	1
44	и может быть	2	1
45	в подобных случаях	1	1
46	бросается в глаза	1	1
47	есть на самом	1	1
48	в подземное царство	1	1
49	в лес но	1	1
50	в запретном чулане	3	1
51	т д здесь	1	1
52	то это значит	1	1
53	относительно друг друга	1	1
54	с тем как	1	1
55	и дает ему	1	1
56	том что он	1	1
57	о том как	1	1
58	же происходит при	1	1
59	что иное как	2	1
60	можно указать что	1	1
61	т е мы	1	1
62	в мифах и	1	1
63	в сказке она	1	1
64	то же можно	1	1
65	но и другие	1	1
66	до сих пор	6	1
67	уже видели выше	1	1
68	в особую главу	1	1
69	что в сказке	1	1
70	но это не	1	1
71	можно было бы	3	1
72	иное царство и	2	1
73	с этим и	1	1
74	но если мы	1	1
75	мы должны теперь	1	1
76	выдает себя за	1	1
77	не то что	1	1
78	испытание и награждение	1	1
79	в другой сказке	1	1
80	из дома а	1	1
81	вообще заметить что	1	1
82	к нему в	1	1
83	стоит в связи	2	1
84	раньше чем продолжать	1	1
85	к заключению что	1	1
86	как видно будет	1	1
87	один из них	1	1
88	еще несколько случаев	1	1
89	ниже пока же	1	1
90	в лесу на	2	1
91	и то же	1	1
92	с этим в	1	1
93	в некоторых случаях	2	1
94	этим и с	1	1
95	вход в иное	3	1
96	и пр с	1	1
97	иметь в виду	2	1
98	связь сказки с	1	1
99	же случай мы	1	1
100	запретном чулане видит	1	1
101	то что он	1	1
102	но некоторые связи	1	1
103	в лес и	4	1
104	т д все	1	1
105	целей это несущественно	1	1
106	так же и	3	1
107	из них не	1	1
108	дочь в лес	3	1
109	а в другом	1	1
110	один из его	1	1
111	видно будет ниже	1	1
112	не в количестве	1	1
113	а на самом	1	1
114	мы можем наблюдать	1	1
115	но так как	1	1
116	вместо того чтобы	2	1
117	т д то	1	1
118	потому что они	1	1
119	д все эти	1	1
120	в третий раз	2	1
121	мы уже видели	3	1
122	связи с изучением	1	1
123	в других сказках	1	1
124	превращаться в животных	3	1
125	во всех этих	2	1
126	наших целей это	1	1
127	а в сущности	1	1
128	есть не что	1	1
129	разнообразны и что	1	1
130	здесь можно усмотреть	1	1
131	в точности мы	1	1
132	можно установить что	1	1
133	в одном случае	2	1
134	кроме того есть	1	1
135	имеем в сказках	1	1
136	мы имеем в	5	1
137	представляют собой более	1	1
138	о том что	2	1
139	в других случаях	2	1
140	с самого начала	2	1
141	это значит что	1	1
142	его к своей	1	1
143	ниже в главе	1	1
144	сказки требует чтобы	1	1
145	тот момент когда	2	1
146	на то что	2	1
147	случаи когда герой	1	1
148	такой случай мы	1	1
149	и многое другое	1	1
150	то мы имеем	1	1
151	в другом случае	1	1
152	отдай то чего	2	1
153	из этих двух	1	1
154	могла бы составить	1	1
155	также может быть	1	1
156	не что иное	2	1
157	и в нашей	1	1
158	дурак так и	1	1
159	друг с другом	1	1
160	примеров видно что	1	1
161	дело не в	2	1
162	можно вообще заметить	1	1
163	всех этих случаях	2	1
164	одном случае герой	1	1
