N	3gram	Tiupa_Lite_3	Istorich
1	не может быть	3	7
2	тем не менее	1	6
3	более или менее	1	5
4	с другой стороны	2	5
5	с одной стороны	4	4
6	на то что	2	4
7	в том что	4	4
8	по отношению к	4	3
9	то же самое	2	3
10	в связи с	1	3
11	с того что	1	3
12	о том что	4	3
13	в чистом виде	1	2
14	но в отличие	2	2
15	начинается с того	1	2
16	бы то ни	2	2
17	но и в	2	2
18	то что в	1	2
19	могли бы быть	1	2
20	вместе с тем	1	2
21	и тем не	1	2
22	то ни было	2	2
23	на первый взгляд	1	2
24	как будто бы	1	2
25	в отличие от	5	2
26	том что они	1	2
27	вопрос о том	1	2
28	не по своей	1	1
29	без другого не	1	1
30	в другом месте	1	1
31	не только по	1	1
32	уже не может	1	1
33	не говоря уже	4	1
34	подобно тому как	2	1
35	в соответствии с	3	1
36	о том как	1	1
37	одной стороны и	2	1
38	и т п	1	1
39	говоря уже о	3	1
40	может быть только	1	1
41	в этой связи	1	1
42	в значительной степени	1	1
43	едва ли не	1	1
44	а не только	1	1
45	от себя что	1	1
46	в том чтобы	2	1
47	еще в году	1	1
48	не только в	2	1
49	по существу своему	1	1
50	в себе как	1	1
51	а не как	2	1
52	не только для	1	1
53	со второй половины	1	1
54	но и с	1	1
55	быть не может	1	1
56	лишь тогда когда	1	1
57	что непосредственно в	1	1
58	содержат в себе	1	1
59	что у меня	1	1
60	в одном из	2	1
61	но и для	1	1
62	что иное как	1	1
63	содержит в себе	1	1
64	в другом тексте	2	1
65	по себе но	1	1
66	к тому что	1	1
67	не что иное	1	1
68	легко может быть	1	1
69	для того чтобы	1	1
70	к тому же	5	1
71	в этом отношении	5	1
72	что он в	1	1
