N	3gram	Vinokur_Ku_1	VLabPisa
1	и т д	14	15
2	в этом отношении	5	13
3	и т п	18	9
4	в письме к	1	9
5	с другой стороны	6	8
6	не может быть	3	8
7	по отношению к	8	7
8	более или менее	3	6
9	в зависимости от	5	5
10	хотя бы и	2	5
11	то же время	2	5
12	в то же	2	5
13	в связи с	3	4
14	в том что	15	4
15	в силу этого	1	3
16	о том как	3	3
17	и в то	1	3
18	вместе с тем	3	3
19	бы и не	1	3
20	а всего лишь	1	3
21	о том что	5	3
22	хотя бы в	4	3
23	к тому что	2	3
24	чуть ли не	2	2
25	в конечном итоге	1	2
26	с более или	1	2
27	до сих пор	4	2
28	таким образом в	1	2
29	можно было бы	3	2
30	по крайней мере	5	2
31	в том чтобы	8	2
32	с одной стороны	1	2
33	ни один из	1	2
34	во всех этих	1	2
35	во всяком случае	5	2
36	этой точки зрения	2	2
37	от того что	1	2
38	вот что рассказывает	1	2
39	таким образом не	1	2
40	для того чтобы	15	2
41	если бы он	1	1
42	и может быть	1	1
43	того или другого	1	1
44	том смысле что	1	1
45	на этот вопрос	1	1
46	лицом к лицу	1	1
47	в виду не	1	1
48	в какой мере	1	1
49	иметь в виду	1	1
50	это значит только	1	1
51	в самом деле	7	1
52	в этом смысле	3	1
53	т е не	1	1
54	в соответствии с	3	1
55	в силу того	2	1
56	с этой точки	1	1
57	том как возник	1	1
58	занимает по отношению	1	1
59	тот или иной	1	1
60	что мы имеем	1	1
61	сами по себе	1	1
62	между собою в	1	1
63	только в том	3	1
64	по аналогии с	1	1
65	что в них	2	1
66	т п для	1	1
67	е не в	1	1
68	в противном случае	1	1
69	одним из моментов	1	1
70	т п все	1	1
71	как увидим ниже	1	1
72	одно и то	1	1
73	и есть в	2	1
74	ни в какой	1	1
75	так или иначе	2	1
76	в целом и	2	1
77	в применении к	1	1
78	от августа года	1	1
79	далеко не всегда	1	1
80	не только в	1	1
81	чтобы ответить на	1	1
82	из моментов в	1	1
83	и то же	1	1
84	так же как	1	1
85	главным образом на	1	1
86	не в том	4	1
87	не случайно и	1	1
88	все то что	1	1
89	именно в том	2	1
90	того или иного	3	1
91	а в том	2	1
92	очевидно что в	1	1
93	а вместе с	1	1
94	но с другой	1	1
95	имеем в виду	1	1
96	не говоря уже	1	1
97	и вместе с	1	1
98	в свою очередь	3	1
99	та или иная	1	1
100	те или иные	1	1
101	ничего общего с	1	1
102	в каждой из	1	1
103	когда говорят о	1	1
104	той или иной	1	1
105	мы говорим о	1	1
106	оказываются таким образом	1	1
107	после того как	1	1
108	в братьях карамазовых	1	1
109	в том смысле	1	1
110	именно в силу	1	1
111	но было бы	1	1
112	все это не	3	1
113	дело не в	1	1
114	только тогда когда	1	1
115	не в этом	1	1
116	целого ряда других	1	1
117	т е в	2	1
