N	2gram	Tiupa_Narr_1	Istorich
1	и в	19	25
2	что он	6	22
3	в сказке	1	18
4	может быть	25	17
5	мы имеем	2	14
6	не только	32	13
7	но и	23	13
8	в его	9	12
9	уже не	5	11
10	и не	20	11
11	в этом	17	10
12	тем что	3	10
13	все же	7	10
14	и его	5	9
15	его в	2	9
16	с другой	8	9
17	таким образом	1	9
18	героя в	8	9
19	еще не	7	8
20	и на	3	8
21	все эти	2	8
22	что в	3	8
23	на него	3	8
24	связи с	4	8
25	другой стороны	4	8
26	связь с	1	8
27	том что	14	8
28	представляет собой	13	7
29	в нем	4	7
30	как и	7	7
31	мы видели	1	7
32	потому что	1	7
33	о том	6	7
34	и здесь	1	7
35	то что	11	7
36	только в	4	7
37	с одной	7	7
38	в качестве	21	7
39	одной стороны	7	7
40	но это	1	7
41	в иной	2	7
42	в частности	14	7
43	как в	7	6
44	это не	2	6
45	не может	10	6
46	не в	14	6
47	и он	3	6
48	что и	1	6
49	себя в	5	6
50	прежде всего	4	6
51	могут быть	3	6
52	или в	2	6
53	в том	18	6
54	например в	2	5
55	мы не	1	5
56	в ней	3	5
57	но не	5	5
58	что это	3	5
59	но все	4	5
60	здесь мы	1	5
61	входит в	1	5
62	живет в	1	5
63	как мы	3	5
64	с появлением	1	5
65	мы увидим	1	5
66	так же	2	5
67	в него	1	5
68	для нас	1	5
69	же как	3	4
70	то же	4	4
71	мы уже	1	4
72	в ее	3	4
73	от этого	1	4
74	он видит	1	4
75	он не	3	4
76	не как	2	4
77	что все	1	4
78	с другими	1	4
79	и тем	4	4
80	не всегда	2	4
81	тем не	3	4
82	не менее	3	4
83	все еще	1	4
84	в пределах	2	4
85	что у	2	4
86	наряду с	2	4
87	с ним	1	4
88	а именно	3	4
89	если не	4	4
90	герой в	1	4
91	в связи	2	4
92	в которых	1	3
93	или же	1	3
94	на себя	3	3
95	ему в	2	3
96	в роли	2	3
97	это же	1	3
98	если в	3	3
99	и как	5	3
100	в целом	1	3
101	в этой	5	3
102	их в	1	3
103	на этом	1	3
104	человека в	2	3
105	но уже	1	3
106	в то	3	3
107	в русской	1	3
108	ей в	1	3
109	встречается в	2	3
110	представляют собой	2	3
111	в себя	6	3
112	на том	3	3
113	никогда не	3	3
114	и с	4	3
115	и вообще	1	3
116	о нем	4	3
117	к нему	5	3
118	в форме	5	3
119	после смерти	2	3
120	и др	2	3
121	никто не	1	3
122	в особенности	4	3
123	он живет	1	3
124	и пр	1	3
125	и все	2	3
126	над ним	1	3
127	в данном	5	3
128	в книге	1	3
129	а в	11	3
130	в свою	3	3
131	героя и	4	3
132	они не	2	3
133	о герое	1	2
134	того же	1	2
135	самом деле	2	2
136	он может	1	2
137	во сне	1	2
138	одним из	2	2
139	а как	1	2
140	героя но	1	2
141	и способность	1	2
142	мы и	1	2
143	а еще	1	2
144	на них	1	2
145	время в	2	2
146	в различных	1	2
147	во всех	1	2
148	и три	1	2
149	по отношению	7	2
150	очевидно что	1	2
151	перед нами	4	2
152	когда он	3	2
153	как таковое	1	2
154	уже в	3	2
155	том чтобы	1	2
156	друг с	1	2
157	и по	1	2
158	о чем	2	2
159	это было	1	2
160	в это	1	2
161	из нее	1	2
162	несмотря на	2	2
163	их на	1	2
164	точки зрения	10	2
165	таким же	1	2
166	но он	1	2
167	силу и	1	2
168	что этот	1	2
169	по себе	5	2
170	даже в	2	2
171	царской дочери	1	2
172	а на	1	2
173	она не	2	2
174	одна из	3	2
175	в некотором	1	2
176	с другом	1	2
177	мы узнаем	1	2
178	данном случае	4	2
179	роль в	2	2
180	и сам	1	2
181	здесь как	1	2
182	особенно в	3	2
183	об этом	1	2
184	с этого	1	2
185	если бы	1	2
186	ничего не	2	2
187	обратим внимание	1	2
188	можно сказать	5	2
189	же в	4	2
190	того что	1	2
191	оно уже	1	2
192	то в	6	2
193	из них	3	2
194	его и	1	2
195	на одном	1	2
196	вовсе не	1	2
197	мы можем	1	2
198	у него	4	2
199	из двух	3	2
200	со стороны	9	2
201	до сих	1	2
202	как у	1	2
203	и быть	1	2
204	говорит о	2	2
205	в античности	1	2
206	а не	12	2
207	с которым	1	2
208	один из	3	2
209	его по	2	2
210	что мы	2	2
211	и потому	2	2
212	из которых	4	2
213	а если	2	2
214	как бы	4	2
215	по существу	2	2
216	с этой	1	2
217	сих пор	1	2
218	и для	2	2
219	поздняя форма	1	2
220	также не	1	2
221	сказать что	4	2
222	и при	1	2
223	совершенно не	2	2
224	к его	1	2
225	отношению к	6	2
226	в свое	1	2
227	жизни и	3	2
228	также и	1	1
229	перед ним	1	1
230	сам по	1	1
231	переход от	4	1
232	говорилось выше	1	1
233	за которым	1	1
234	и есть	1	1
235	между двумя	5	1
236	здесь и	2	1
237	из его	1	1
238	она все	1	1
239	должна быть	2	1
240	едва ли	1	1
241	и могут	1	1
242	место в	1	1
243	приводят к	1	1
244	которое в	1	1
245	специальных работах	1	1
246	которых может	1	1
247	служит для	1	1
248	одним словом	1	1
249	не требует	1	1
250	на самом	1	1
251	совсем не	1	1
252	о смерти	1	1
253	но как	2	1
254	легко может	1	1
255	не то	2	1
256	здесь также	1	1
257	мешает ему	1	1
258	они имеются	1	1
259	ответ на	1	1
260	домой тогда	1	1
261	отношение к	2	1
262	иногда и	1	1
263	отличие от	5	1
264	что они	3	1
265	отнюдь не	5	1
266	как говорит	3	1
267	вследствие чего	2	1
268	другой день	2	1
269	дает нам	1	1
270	почувствовал что	1	1
271	как к	2	1
272	что как	1	1
273	вспомним что	1	1
274	что касается	2	1
275	как уже	1	1
276	и наконец	1	1
277	напомним что	1	1
278	и к	1	1
279	себе не	2	1
280	но в	6	1
281	в противоположность	2	1
282	за собой	4	1
283	та же	2	1
284	может считаться	1	1
285	он думает	1	1
286	и тот	2	1
287	в себе	8	1
288	лет тому	1	1
289	но на	1	1
290	при рассмотрении	1	1
291	по происхождению	1	1
292	при этом	9	1
293	он ни	1	1
294	еще раньше	1	1
295	ключ к	2	1
296	мировом фольклоре	1	1
297	они в	2	1
298	состоит в	13	1
299	в силу	4	1
300	уже говорилось	1	1
301	из древнейших	1	1
302	свидетельствует о	1	1
303	подобно тому	2	1
304	в комнату	1	1
305	в специальных	1	1
306	а когда	1	1
307	это явление	1	1
308	на ту	1	1
309	разнообразных формах	1	1
310	том свете	2	1
311	было бы	4	1
312	что один	1	1
313	и деревья	1	1
314	героя или	1	1
315	соответствии с	1	1
316	а за	1	1
317	и уже	1	1
318	птиц в	1	1
319	характерно что	1	1
320	в развитии	1	1
321	зато в	1	1
322	и тогда	1	1
323	в ходе	1	1
324	и сейчас	2	1
325	от боли	1	1
326	с точки	2	1
327	в их	1	1
328	в своем	2	1
329	широко распространенная	1	1
330	на свою	1	1
331	в отличие	5	1
332	в мировом	1	1
333	от его	1	1
334	представляется не	1	1
335	а всякий	1	1
336	пока еще	4	1
337	героя из	2	1
338	и более	1	1
339	в конце	1	1
340	одновременно в	1	1
341	здесь невозможно	1	1
342	тем самым	6	1
343	а иногда	2	1
344	она могла	1	1
345	как о	1	1
346	дело не	1	1
347	по полю	2	1
348	не имеет	2	1
349	свою силу	1	1
350	не по	1	1
351	к изучению	1	1
352	материала в	1	1
353	он еще	1	1
354	иметь в	1	1
355	не могло	2	1
356	же время	4	1
357	этих двух	1	1
358	детей и	1	1
359	к ней	1	1
360	связь и	1	1
361	мире и	1	1
362	в процессе	1	1
363	обращает на	3	1
364	тогда в	2	1
365	ли это	1	1
366	очень часто	1	1
367	к себе	5	1
368	истории не	1	1
369	здесь совершенно	2	1
370	чтобы сделать	1	1
371	как только	1	1
372	вокруг него	2	1
373	числе и	4	1
374	к тому	7	1
375	как для	1	1
376	они и	1	1
377	него а	1	1
378	оно не	2	1
379	утверждать что	2	1
380	где он	1	1
381	приходит к	2	1
382	мифа в	1	1
383	в виду	1	1
384	свою очередь	3	1
385	здесь не	4	1
386	на другой	2	1
387	приводит к	2	1
388	на свой	2	1
389	чего он	1	1
390	мог бы	3	1
391	как же	1	1
392	он сам	2	1
393	это может	1	1
394	один человек	2	1
395	с человеком	2	1
396	даже не	3	1
397	сказывается и	1	1
398	в тех	1	1
399	о ней	3	1
400	сводится к	3	1
401	и соответственно	2	1
402	уже никто	1	1
403	в состав	1	1
404	вместе со	1	1
405	за пределами	1	1
406	на свет	1	1
407	одного из	4	1
408	просится в	1	1
409	а также	7	1
410	о далеком	1	1
411	нет у	2	1
412	восходит к	3	1
413	героя до	1	1
414	же несомненна	1	1
415	этот момент	1	1
416	во втором	4	1
417	во всей	2	1
418	и только	2	1
419	с матерью	1	1
420	это лишь	1	1
421	вслед за	4	1
422	наконец в	2	1
423	и поехал	1	1
424	как правило	4	1
425	может иметь	1	1
426	оно еще	1	1
427	в литературе	2	1
428	в этнографии	1	1
429	хотя бы	4	1
430	тот свет	1	1
431	идет по	2	1
432	тот же	1	1
433	тому назад	1	1
434	одной из	4	1
435	эту форму	1	1
436	принимает форму	1	1
437	даже если	1	1
438	он уже	2	1
439	смерти как	1	1
440	и ее	2	1
441	таковое оно	1	1
442	не мешает	1	1
443	этот очень	1	1
444	античности и	1	1
445	времени когда	1	1
446	и у	1	1
447	героя с	2	1
448	в нашей	1	1
449	что не	4	1
450	а то	1	1
451	не дает	1	1
452	или даже	2	1
453	на две	1	1
454	что данный	1	1
455	одно из	2	1
456	не так	1	1
457	искать в	1	1
458	для него	2	1
459	всего комплекса	1	1
460	слова в	1	1
461	в котором	1	1
462	само по	1	1
463	и никакой	2	1
464	смерти и	2	1
465	за сутки	1	1
466	что на	2	1
467	и даже	3	1
468	или иной	5	1
469	есть не	1	1
470	не обязательно	3	1
471	здесь в	1	1
472	а с	3	1
473	героя о	1	1
474	уже забыл	1	1
475	по всей	2	1
476	мира это	1	1
477	еще нельзя	1	1
478	можно назвать	1	1
479	в соответствии	1	1
480	то и	1	1
481	не было	2	1
482	ей не	2	1
483	не знает	1	1
484	что случилось	1	1
485	сдвиг в	1	1
486	и оно	1	1
487	приобщение к	2	1
488	совершенно очевидно	2	1
489	нет ничего	1	1
490	ни на	1	1
491	нее как	1	1
492	как это	6	1
493	к другой	2	1
494	не удается	1	1
495	пространства и	1	1
496	одну из	2	1
497	не сразу	1	1
498	к своему	1	1
499	по своему	1	1
500	такого рода	7	1
501	тому как	2	1
502	и там	1	1
503	и трех	1	1
504	ней не	1	1
505	матери а	1	1
506	в состоянии	1	1
507	в современной	1	1
508	как будто	3	1
509	быть не	1	1
510	только о	2	1
511	он от	1	1
512	вверх и	1	1
513	является для	1	1
514	как таковой	1	1
515	которых он	1	1
516	и от	1	1
517	что оно	1	1
