N	3gram	Potebnia_M_3	Formalny
1	то же время	5	8
2	в то же	5	8
3	и т д	3	8
4	более или менее	3	6
5	на самом деле	1	6
6	до сих пор	3	6
7	в свою очередь	3	6
8	не может быть	3	5
9	по отношению к	5	4
10	одной стороны и	1	4
11	с одной стороны	3	4
12	так и в	2	4
13	и т п	2	4
14	и не менее	1	3
15	смысле этого слова	7	3
16	как бы ни	2	3
17	сводится к тому	1	2
18	художественного произведения и	1	2
19	сами по себе	1	2
20	в строгом смысле	1	2
21	именно того что	1	2
22	и в каждом	1	2
23	в том чтобы	2	2
24	из виду что	1	2
25	мы не можем	2	2
26	не только не	2	2
27	в художественном произведении	1	2
28	друг от друга	1	2
29	сама по себе	2	2
30	как мы видели	1	2
31	в чем же	1	1
32	ничего общего с	1	1
33	не говоря уже	1	1
34	и может быть	2	1
35	же время и	1	1
36	его места в	1	1
37	что как бы	1	1
38	говоря уже о	1	1
39	в том что	16	1
40	но и в	4	1
41	не было как	1	1
42	в этом отношении	2	1
43	и конечно не	1	1
44	в противном случае	1	1
45	со всех сторон	1	1
46	была бы уже	1	1
47	вместе с тем	4	1
48	в целом и	1	1
49	для нас это	1	1
50	в какие оно	1	1
51	в данном случае	1	1
52	бы быть только	1	1
53	если представить себе	1	1
54	и ближайшим образом	1	1
55	в душе и	1	1
56	он может и	1	1
57	так или иначе	1	1
58	но вместе с	2	1
59	а не как	1	1
60	это и не	1	1
61	место в системе	2	1
62	но и с	1	1
63	их отношении к	1	1
64	что касается до	1	1
65	с другой стороны	4	1
66	как в самом	1	1
67	и в том	2	1
68	все то что	1	1
69	самом деле в	1	1
70	именно в том	2	1
71	иначе как в	1	1
72	по себе не	1	1
73	бы ни было	1	1
74	одним словом не	1	1
75	во всем своем	1	1
76	форма и содержание	1	1
77	до тех пор	1	1
78	может и не	1	1
79	от того что	5	1
80	содержание художественного произведения	1	1
81	каждого из этих	1	1
82	так и на	1	1
83	все это в	1	1
84	и тем самым	1	1
85	это значит что	1	1
86	с этой стороны	2	1
87	и что между	1	1
88	заключается в том	1	1
89	самих по себе	2	1
90	определенное место в	1	1
91	что оно не	1	1
92	заключается именно в	1	1
93	друг друга не	1	1
94	к тому что	2	1
95	этого слова но	1	1
96	т п мы	1	1
97	тем не менее	3	1
98	то же что	4	1
99	строгом смысле этого	1	1
100	и может стать	1	1
101	в их отношении	1	1
102	что и в	3	1
103	ему в то	1	1
104	вне связи с	1	1
