N	2gram	Losev_Prob_3	KulturaY
1	и т	13	33
2	в том	21	30
3	и в	44	24
4	потому что	25	23
5	том что	12	21
6	что в	8	17
7	того чтобы	1	17
8	для того	1	16
9	было бы	8	15
10	в этом	17	14
11	т д	13	14
12	точки зрения	5	14
13	может быть	28	13
14	все же	6	12
15	таким образом	9	12
16	и не	35	12
17	в его	9	12
18	не в	13	11
19	только в	19	11
20	хотя бы	3	10
21	в самом	3	10
22	не только	14	10
23	у нас	10	10
24	вовсе не	37	10
25	самом деле	3	9
26	с точки	2	9
27	так как	9	9
28	если бы	3	9
29	о том	6	9
30	того что	8	9
31	прежде всего	3	9
32	то что	23	9
33	а только	5	8
34	уже не	7	8
35	то обстоятельство	1	8
36	то же	13	8
37	том чтобы	1	8
38	обстоятельство что	1	8
39	языка и	4	8
40	в языке	1	8
41	тем что	4	8
42	как раз	8	8
43	а не	18	8
44	не может	7	7
45	это не	9	7
46	в них	1	7
47	не менее	10	7
48	связи с	8	7
49	так и	10	7
50	бы в	2	7
51	в качестве	3	7
52	с другой	7	7
53	как бы	9	7
54	вместе с	2	7
55	только потому	2	6
56	мере в	1	6
57	мы имеем	2	6
58	на себе	3	6
59	в ней	5	6
60	однако не	1	6
61	в которой	2	6
62	все эти	7	6
63	при этом	4	6
64	в которых	3	6
65	тогда когда	1	6
66	можно было	4	6
67	язык есть	1	6
68	что он	9	6
69	но и	10	6
70	именно в	2	6
71	что же	8	6
72	все это	5	6
73	другой стороны	5	6
74	что такое	3	6
75	например в	1	5
76	еще не	5	5
77	но не	3	5
78	не просто	23	5
79	и вовсе	4	5
80	что это	3	5
81	и с	9	5
82	но уже	3	5
83	с тем	5	5
84	по крайней	5	5
85	и его	5	5
86	к тому	3	5
87	в виду	10	5
88	с ним	7	5
89	и что	7	5
90	а потому	1	5
91	крайней мере	5	5
92	еще и	7	5
93	всяком случае	6	5
94	что не	1	5
95	языка как	1	5
96	в той	3	5
97	в результате	2	5
98	а в	5	5
99	во всяком	9	5
100	того же	2	4
101	это и	7	4
102	что эти	1	4
103	и на	1	4
104	что они	5	4
105	как в	5	4
106	в целом	6	4
107	из этих	1	4
108	учение о	1	4
109	на то	3	4
110	в нем	9	4
111	в первую	3	4
112	же касается	4	4
113	того или	6	4
114	в данном	9	4
115	и тогда	3	4
116	тем не	10	4
117	речи в	1	4
118	тем самым	5	4
119	в таких	3	4
120	и является	4	4
121	в пределах	1	4
122	не на	1	4
123	в самой	2	4
124	внимание на	1	4
125	что и	9	4
126	так что	12	4
127	есть в	3	4
128	не есть	35	4
129	из них	2	4
130	до сих	2	4
131	там где	1	4
132	в частности	2	4
133	и потому	7	4
134	с этим	2	4
135	в тех	3	4
136	по существу	2	4
137	слова и	3	4
138	сих пор	2	4
139	указать на	1	4
140	же в	3	4
141	в этих	2	4
142	так же	5	4
143	и то	14	3
144	в первом	1	3
145	в котором	2	3
146	той же	1	3
147	то это	10	3
148	и он	1	3
149	с большим	2	3
150	то мы	1	3
151	только тогда	2	3
152	в истории	1	3
153	в связи	7	3
154	в своем	5	3
155	хотя и	5	3
156	когда он	2	3
157	более или	1	3
158	что слово	2	3
159	в этой	3	3
160	с их	2	3
161	в себе	8	3
162	и если	6	3
163	на его	1	3
164	не имеют	4	3
165	должна быть	1	3
166	на том	1	3
167	что она	1	3
168	и может	2	3
169	он есть	2	3
170	а это	3	3
171	несмотря на	1	3
172	нисколько не	2	3
173	или менее	1	3
174	в их	2	3
175	представление о	1	3
176	и эти	1	3
177	даже в	1	3
178	тому что	4	3
179	а а	1	3
180	казалось бы	1	3
181	только и	8	3
182	это слово	1	3
183	что оно	2	3
184	оно не	1	3
185	здесь не	8	3
186	не с	1	3
187	ясно что	6	3
188	том как	2	3
189	для этого	6	3
190	и здесь	5	3
191	можно сказать	6	3
192	нуждается в	1	3
193	вкуса и	1	3
194	уже в	3	3
195	себе в	1	3
196	в одном	1	3
197	даже и	16	3
198	не было	5	3
199	и даже	14	3
200	или иной	8	3
201	а с	2	3
202	если не	3	3
203	как это	2	3
204	со словом	1	3
205	а если	1	3
206	смысле этого	1	3
207	этого слова	5	3
208	слова как	2	3
209	нам не	2	3
210	была бы	1	3
211	или иного	3	3
212	как на	2	3
213	но еще	1	3
214	в таком	5	3
215	они не	1	3
216	гораздо более	5	3
217	речь идет	1	2
218	одним из	1	2
219	также и	16	2
220	и есть	5	2
221	на месте	1	2
222	очень много	3	2
223	все те	1	2
224	и значение	3	2
225	что если	1	2
226	бы и	1	2
227	как то	1	2
228	этого термина	2	2
229	которое в	1	2
230	иное как	4	2
231	на самом	7	2
232	значение и	5	2
233	не все	1	2
234	себе и	1	2
235	относится к	1	2
236	меньше всего	1	2
237	идет о	1	2
238	так называемая	1	2
239	тех случаях	1	2
240	могли бы	4	2
241	и как	3	2
242	но в	12	2
243	от этого	1	2
244	а во-вторых	1	2
245	так или	1	2
246	во многих	1	2
247	но ведь	1	2
248	он не	8	2
249	так например	1	2
250	живого языка	1	2
251	но все	3	2
252	так называемым	1	2
253	как они	1	2
254	лишь в	1	2
255	заключается в	4	2
256	первую очередь	3	2
257	образом если	1	2
258	здесь только	7	2
259	и тем	9	2
260	слов на	1	2
261	ни в	8	2
262	для них	2	2
263	все равно	3	2
264	как об	1	2
265	в слове	2	2
266	как и	10	2
267	между собою	2	2
268	одного и	1	2
269	же есть	2	2
270	но если	6	2
271	и при	2	2
272	в своей	5	2
273	не столько	2	2
274	от себя	2	2
275	вопрос о	1	2
276	втором случае	1	2
277	и более	2	2
278	вместе со	1	2
279	по себе	25	2
280	можно ли	4	2
281	до конца	1	2
282	что с	1	2
