N	2gram	Tiupa_Disk_1	Problemy
1	и в	16	35
2	как бы	5	31
3	и не	11	27
4	что он	4	24
5	в его	7	21
6	но в	8	19
7	как и	16	18
8	к себе	2	18
9	не может	9	18
10	к другому	2	16
11	в нем	9	16
12	то есть	20	16
13	то же	7	15
14	и все	2	15
15	в сущности	2	14
16	в этом	15	14
17	и его	2	14
18	для него	4	14
19	может быть	17	14
20	но и	14	14
21	он не	1	13
22	к нему	1	13
23	с другим	1	13
24	в другом	2	12
25	у достоевского	1	12
26	прежде всего	11	12
27	и к	4	12
28	в пределах	2	11
29	в то	3	11
30	слова и	1	11
31	самом деле	1	10
32	не только	28	10
33	не в	7	10
34	же время	4	10
35	героя и	2	10
36	то что	5	10
37	на самом	1	9
38	я не	1	8
39	все же	3	8
40	самого начала	1	8
41	как мы	2	8
42	с самого	1	8
43	так и	8	8
44	себя и	1	8
45	о мире	1	8
46	потому что	4	8
47	еще не	14	7
48	на них	1	7
49	с его	4	7
50	себе и	1	7
51	самим собой	1	7
52	лишь в	4	7
53	таким образом	3	7
54	для себя	4	7
55	и сам	1	7
56	в виде	1	7
57	что же	2	7
58	себя самого	1	7
59	точки зрения	3	7
60	а в	5	7
61	отношении к	1	7
62	отношению к	9	7
63	и на	5	6
64	он сам	1	6
65	но не	11	6
66	по отношению	9	6
67	отношение к	4	6
68	что они	1	6
69	в самом	3	6
70	в каждом	2	6
71	в слове	1	6
72	в речах	1	6
73	к тому	5	6
74	в одном	2	6
75	и что	2	6
76	только в	7	6
77	слова в	2	6
78	и т.п	12	6
79	стремится к	1	6
80	но это	1	6
81	не знает	1	6
82	что в	4	6
83	и то	1	5
84	как в	10	5
85	в себе	7	5
86	внутренней речи	2	5
87	на протяжении	2	5
88	рассказчика и	1	5
89	в конце	1	5
90	во время	1	5
91	на него	1	5
92	да и	1	5
93	его с	1	5
94	и это	1	5
95	в том	23	5
96	с ними	1	5
97	и даже	3	5
98	как к	2	5
99	этого слова	1	5
100	героя в	2	5
101	во внутреннем	1	4
102	в мире	1	4
103	он в	1	4
104	в чем	1	4
105	нет и	1	4
106	что это	1	4
107	на его	4	4
108	но все	1	4
109	в них	4	4
110	в своей	5	4
111	по себе	3	4
112	никогда не	2	4
