N	2gram	Potebnia_M_2	Literetu
1	не только	15	24
2	при этом	13	19
3	но и	9	17
4	в том	18	16
5	а не	18	16
6	том что	8	14
7	тогда как	10	13
8	может быть	23	13
9	и не	19	12
10	в этом	8	12
11	состоит в	2	11
12	прежде всего	7	11
13	то что	20	10
14	в целом	3	8
15	не в	13	8
16	и в	24	8
17	только в	11	8
18	как это	2	8
19	я и	1	7
20	как бы	9	7
21	в себе	10	7
22	не менее	5	7
23	в его	2	7
24	уже не	4	7
25	то есть	30	6
26	как и	7	6
27	и сам	1	6
28	того что	7	6
29	связи с	6	6
30	в жизни	2	6
31	одним из	1	5
32	то же	12	5
33	отличие от	1	5
34	как в	10	5
35	не столько	2	5
36	в отличие	1	5
37	в то	6	5
38	для себя	1	5
39	же время	2	5
40	же в	5	5
41	что он	4	5
42	уже в	5	5
43	не может	12	5
44	с этой	1	5
45	с его	2	5
46	тем самым	4	5
47	еще не	4	4
48	столь же	5	4
49	но не	12	4
50	все же	5	4
51	перестает быть	2	4
52	не как	3	4
53	лишь в	1	4
54	и его	2	4
55	никогда не	4	4
56	так и	5	4
57	в формах	2	4
58	и тем	3	4
59	из них	5	4
60	друг друга	2	4
61	в связи	2	4
62	со стороны	3	4
63	это не	3	4
64	в своих	1	4
65	например в	3	3
66	тех же	1	3
67	как совокупность	2	3
68	и есть	2	3
69	тем же	3	3
70	что его	3	3
71	по отношению	2	3
72	в самом	4	3
73	бы не	5	3
74	с их	1	3
75	таким образом	11	3
76	той же	3	3
77	его в	3	3
78	в душе	23	3
79	далеко не	3	3
80	в их	1	3
81	но в	4	3
82	том же	1	3
83	что ему	2	3
84	дело в	1	3
85	одна из	4	3
86	к себе	1	3
87	одного из	1	3
88	по своей	1	3
89	один из	2	3
90	и прежде	1	3
91	потому что	49	3
92	одно из	3	3
93	у него	2	3
94	с другой	6	3
95	этом как	1	3
96	в сознание	10	3
97	и др	1	3
98	не было	6	3
99	этой точки	1	3
100	жизни и	1	3
101	что в	16	3
102	а в	8	3
103	же и	1	3
104	во всяком	7	3
105	чтобы не	1	2
106	человека и	3	2
107	того же	14	2
108	и то	3	2
109	самом деле	2	2
110	отношения между	2	2
111	должна быть	1	2
112	от всякой	1	2
113	для своего	1	2
114	и само	1	2
115	из того	1	2
116	то это	3	2
117	к общему	4	2
118	и самого	1	2
119	сознания а	1	2
120	могло быть	1	2
121	а только	8	2
122	относится к	3	2
123	общего с	2	2
124	этой цели	1	2
125	только то	1	2
126	все эти	2	2
127	из этих	4	2
128	тому же	1	2
129	во многих	3	2
130	как он	4	2
131	с чем	3	2
132	в нем	9	2
133	в нашей	2	2
134	же это	1	2
135	не к	1	2
136	подобно тому	4	2
137	на этом	2	2
138	различие между	1	2
139	здесь как	1	2
140	для нее	2	2
141	было бы	13	2
142	в слове	13	2
143	от языка	1	2
144	и того	6	2
145	бы на	1	2
146	от своего	1	2
147	что такое	2	2
148	а как	1	2
149	всяком случае	7	2
150	с точки	1	2
151	мы в	3	2
152	от себя	2	2
153	что я	1	2
154	эта мысль	1	2
155	тем не	6	2
156	именно так	1	2
157	раз и	1	2
158	ничего кроме	1	2
159	в уединении	1	2
160	в сознании	23	2
