N	3gram	Bakhtin_Fr_3	Literetu
1	то же время	6	9
2	в то же	6	9
3	не может быть	2	7
4	в том что	1	5
5	с другой стороны	1	4
6	с точки зрения	1	3
7	в этом отношении	2	3
8	в данном случае	2	3
9	в том чтобы	1	3
10	по отношению к	2	3
11	о том что	2	2
12	подобно тому как	1	2
13	в этом случае	1	2
14	за то что	1	2
15	в свое время	1	2
16	в том числе	3	2
17	не так как	1	2
18	и в сущности	1	1
19	том что в	1	1
20	об умирающем и	1	1
21	нет и не	1	1
22	и культуры в	1	1
23	но и не	1	1
24	то есть их	1	1
25	может быть названа	1	1
26	же время он	1	1
27	но даже и	1	1
28	и не может	1	1
29	легенде и в	1	1
30	в отличие от	3	1
31	бы то ни	1	1
32	же время не	1	1
33	только то что	1	1
34	том числе и	2	1
35	можно было бы	2	1
36	в основе своей	1	1
37	более широкого и	1	1
38	для него как	1	1
39	к этой книге	1	1
40	и не было	2	1
41	во всех этих	1	1
42	как он был	1	1
43	прежде всего в	1	1
44	исторической значимости в	1	1
45	все то что	2	1
46	как одной из	1	1
47	что может быть	1	1
48	имея в виду	1	1
49	в свою очередь	1	1
50	что в ней	1	1
51	на самом деле	3	1
52	в одном из	1	1
53	и прежде всего	3	1
54	той или иной	2	1
55	то ни было	1	1
56	тех или иных	1	1
57	для того чтобы	3	1
58	и др на	1	1
59	а не так	1	1
60	как мы видели	2	1
