N	4gram	Vygotskiy__5	Myshleni
1	в то время как	1	5
2	в силу того что	1	5
3	заключается в том что	4	5
4	одного и того же	2	4
5	в том что оно	1	3
6	одной и той же	2	3
7	в том что мы	1	2
8	то что мы нашли	1	2
9	могли бы сказать что	2	2
10	друг к другу как	1	2
11	состоит в том что	2	2
12	к тому что он	1	2
13	если принять во внимание	1	2
14	несмотря на то что	1	2
15	мы могли бы сказать	2	2
16	можно было бы показать	1	1
17	мы имеем дело с	1	1
18	принять во внимание то	1	1
19	принять во внимание что	1	1
20	сами по себе совершенно	1	1
21	в зависимости от той	1	1
22	состоят в том что	1	1
23	не что иное как	2	1
24	в собственном смысле слова	1	1
25	с этой точки зрения	1	1
26	на то что в	1	1
27	мы видим таким образом	1	1
28	в этом отношении и	1	1
29	но вместе с тем	1	1
30	с психологической точки зрения	1	1
31	это вполне совпадает с	1	1
32	в том что всякое	1	1
33	находится в зависимости от	2	1
34	в том что в	1	1
35	было бы показать что	1	1
36	видим таким образом что	1	1
37	вперед по сравнению с	1	1
38	которые сами по себе	1	1
39	так же как и	1	1
40	приводит к тому что	1	1
41	в зависимости от того	2	1
42	совпадает с тем что	1	1
43	идет все время речь	1	1
44	оказывается не в состоянии	1	1
45	один и тот же	1	1
46	но что самое важное	1	1
