N	2gram	Bakhtin_sl_2	UchenyiS
1	и в	39	14
2	а не	14	10
3	не только	24	10
4	прежде всего	8	8
5	и не	22	8
6	не может	20	7
7	в этом	16	7
8	то что	2	7
9	может быть	37	6
10	то же	4	5
11	и только	1	5
12	все это	16	5
13	хотя бы	3	5
14	с другой	5	4
15	но и	21	4
16	что такое	1	4
17	в их	2	4
18	в этой	1	4
19	конечно не	5	4
20	это не	5	3
21	как и	6	3
22	для этого	4	3
23	в частности	1	3
24	в своей	1	3
25	или точнее	1	3
26	материалом в	1	3
27	к сожалению	1	3
28	в то	4	3
29	все же	6	3
30	но в	6	3
31	истории литературы	3	3
32	же время	4	3
33	в области	2	3
34	другой стороны	1	3
35	для него	7	3
36	не о	1	3
37	как такового	1	3
38	именно как	2	2
39	одним из	2	2
40	и с	9	2
41	а его	1	2
42	материала и	3	2
43	до сих	2	2
44	каждом шагу	2	2
45	а как	1	2
46	это было	1	2
47	должна быть	3	2
48	в некоторых	3	2
49	превращается в	1	2
50	мы не	2	2
51	не приходится	3	2
52	ничего не	1	2
53	не столько	3	2
54	том что	5	2
55	на первый	1	2
56	материал для	2	2
57	литературы и	1	2
58	на каждом	2	2
59	в широком	1	2
60	нас в	1	2
61	но конечно	1	2
62	с его	7	2
63	но не	6	2
64	в сторону	1	2
65	в противовес	2	2
66	не все	2	2
67	в его	7	2
68	что и	3	2
69	по себе	5	2
70	сих пор	2	2
71	но это	3	2
72	могли бы	1	2
73	в том	5	2
74	тех или	1	2
75	и для	5	2
76	что он	2	2
77	в себе	2	2
78	в самом	1	2
79	между тем	3	2
80	только в	5	2
81	материал как	1	2
82	не в	9	2
83	для всех	4	2
84	все они	2	2
85	в системе	1	2
86	этом отношении	3	2
87	или иных	1	2
88	его и	2	2
89	бы и	3	2
90	всех этих	4	2
91	не могут	5	2
92	могут быть	7	2
93	в конце	1	2
94	как раз	1	2
95	тем что	1	2
96	что она	1	2
97	таким образом	8	2
98	даже и	4	2
99	и это	1	1
100	об этом	1	1
101	человека и	3	1
102	даже не	1	1
103	то есть	26	1
104	в виду	1	1
105	говорить не	1	1
106	и служит	1	1
107	входит в	4	1
108	или иначе	1	1
109	и исторические	2	1
110	или меньшей	1	1
111	из самых	1	1
112	установка на	2	1
113	степени и	2	1
114	в пределах	13	1
115	и др	4	1
116	к которой	1	1
117	и исторически	2	1
118	слова а	1	1
119	никогда не	7	1
120	но прежде	2	1
121	так и	15	1
122	он звучит	1	1
123	одной стороны	5	1
124	той же	3	1
125	достоевского и	1	1
126	в сфере	2	1
127	этого не	1	1
128	выдвигает в	1	1
129	до конца	17	1
130	оно все	1	1
131	не предмет	1	1
132	он знает	1	1
133	к вопросам	1	1
134	и вне	2	1
135	стерна у	1	1
136	дан в	1	1
137	как всякая	1	1
138	ссылка на	1	1
139	именно к	2	1
140	очень легко	2	1
141	и даже	7	1
142	должно быть	1	1
143	сводится именно	1	1
144	преодолевается и	1	1
145	и форм	2	1
146	и слово	2	1
147	остается в	5	1
148	можно сказать	1	1
149	или менее	2	1
150	никогда и	1	1
151	о нем	2	1
152	все элементы	1	1
153	вообще очень	1	1
154	материал и	3	1
155	приводит к	1	1
156	о том	2	1
157	в ней	3	1
158	и потому	7	1
159	в кавычки	1	1
160	только для	1	1
161	и что	1	1
162	она в	1	1
163	и этого	1	1
164	первый план	1	1
165	но такое	1	1
166	проблеме художественного	1	1
167	в различных	2	1
168	быть в	1	1
169	в значительной	6	1
170	конечно это	1	1
171	как таковая	1	1
172	слово как	7	1
173	слово что	1	1
174	в той	4	1
175	он может	1	1
176	для изучения	1	1
177	в данном	2	1
178	того что	1	1
179	образом на	1	1
180	речи в	1	1
181	у сервантеса	1	1
182	жанра но	2	1
183	произведения в	1	1
184	на его	2	1
185	ней не	1	1
186	если нет	1	1
187	язык в	6	1
188	и единого	1	1
189	к проблеме	3	1
190	за пределы	2	1
191	и стилистических	3	1
192	на то	1	1
193	литературных и	1	1
194	и вся	1	1
195	его как	2	1
196	отнюдь не	1	1
197	она не	6	1
198	еще раз	3	1
199	у стерна	1	1
200	этом случае	6	1
201	независимо от	2	1
202	его на	1	1
203	большей или	1	1
204	в своем	6	1
205	себе еще	1	1
206	и все	5	1
207	того как	2	1
208	вне его	2	1
209	в поэтическом	1	1
210	было у	1	1
211	более или	2	1
212	как таковое	1	1
213	подходят к	1	1
214	и действительно	1	1
215	в точном	2	1
216	это то	1	1
217	не было	2	1
218	он в	1	1
219	тогда когда	2	1
220	с одной	5	1
221	значимость и	1	1
222	в качестве	1	1
223	но именно	1	1
224	вообще в	1	1
225	объекта в	1	1
226	мировоззрения и	1	1
227	бы только	2	1
228	уже не	5	1
229	далеко не	2	1
230	ее как	1	1
231	же в	1	1
232	и всей	1	1
233	в процессе	13	1
234	в виде	2	1
235	широком смысле	1	1
236	не столь	1	1
237	в нем	19	1
238	связанные с	4	1
239	на роль	2	1
240	точном смысле	2	1
241	она строится	1	1
242	или даже	3	1
243	бесспорного и	1	1
244	он не	2	1
245	сказать что	3	1
246	слово является	1	1
247	только как	1	1
248	именно такой	1	1
249	одно из	1	1
250	не значит	1	1
251	слова правда	2	1
252	этот процесс	1	1
253	в отдельности	1	1
254	система приемов	1	1
255	что под	1	1
256	правда не	1	1
257	не для	1	1
258	у толстого	1	1
259	может служить	1	1
260	но он	2	1
261	у пушкина	1	1
262	у него	3	1
263	мы можем	1	1
264	всего что	1	1
265	а это	1	1
266	что при	1	1
267	к этому	1	1
268	что в	3	1
269	от слова	1	1
270	в таком	4	1
271	все что	2	1
272	этот путь	1	1
