N	3gram	Tiupa_Lite_2	Problema
1	о том что	2	14
2	тем не менее	2	12
3	в конце концов	1	7
4	и то что	1	7
5	в этом случае	2	7
6	по крайней мере	2	6
7	в данном случае	3	5
8	с одной стороны	6	5
9	с другой стороны	4	5
10	то же самое	1	5
11	говоря уже о	2	4
12	до тех пор	1	4
13	и вовсе не	1	4
14	в то же	9	4
15	в том что	5	4
16	не говоря уже	2	4
17	одной стороны и	1	3
18	только то что	1	3
19	не может быть	7	3
20	вовсе не является	1	3
21	имея в виду	1	2
22	том что в	1	2
23	на самом деле	1	2
24	в том числе	2	2
25	бы то ни	1	2
26	том числе и	1	2
27	можно было бы	1	2
28	даже и не	1	2
29	для того чтобы	1	2
30	имеет ничего общего	1	2
31	но и не	1	2
32	не имеет ничего	1	2
33	в частности в	1	2
34	ничего общего с	1	2
35	то есть в	1	2
36	не только не	1	2
37	подобно тому как	2	2
38	и прежде всего	1	2
39	однако и в	1	1
40	а в конце	1	1
41	но то что	1	1
42	но даже и	1	1
43	а в том	1	1
44	он не может	1	1
45	и не может	1	1
46	вообще может быть	1	1
47	и находится в	1	1
48	как же можно	1	1
49	а так как	1	1
50	в этом отношении	3	1
51	с тем чтобы	1	1
52	и для всех	1	1
53	ни одно слово	1	1
54	вместе с тем	1	1
55	и в то	1	1
56	то ни было	1	1
57	это прежде всего	2	1
58	что может быть	1	1
59	и то же	2	1
60	каждый из которых	1	1
61	а с другой	1	1
62	в нашем случае	1	1
63	как и сам	1	1
64	решение вопроса о	1	1
65	так и от	1	1
66	мы не можем	1	1
67	одно слово не	1	1
68	той или иной	1	1
69	и представляет собой	1	1
70	по нашему мнению	1	1
71	во многих отношениях	1	1
72	всего мира в	1	1
73	в свое время	2	1
