N	2gram	Bakhtin_Pr_2	Stilisti
1	и в	45	42
2	не только	16	27
3	как бы	15	27
4	и т.п	6	24
5	прежде всего	11	22
6	и т.д	3	20
7	хотя бы	5	17
8	то же	5	15
9	но и	15	15
10	и не	42	14
11	не может	24	12
12	может быть	18	12
13	мы уже	3	11
14	как и	14	11
15	точки зрения	19	11
16	в этом	20	10
17	и как	2	10
18	как мы	8	10
19	мы должны	4	10
20	что мы	1	10
21	мы не	1	9
22	при этом	2	9
23	в то	5	9
24	для того	1	9
25	то что	5	9
26	в ней	7	8
27	все же	4	8
28	в себе	5	8
29	таким образом	11	8
30	тем самым	2	8
31	слово как	1	8
32	что же	4	8
33	в зависимости	3	7
34	зависимости от	3	7
35	и на	7	7
36	в которой	2	7
37	было бы	4	7
38	так как	5	7
39	никогда не	17	7
40	же время	3	7
41	потому что	8	7
42	того чтобы	1	7
43	ничего не	3	7
44	с его	8	7
45	только в	9	7
46	и его	8	7
47	мы можем	4	7
48	а не	10	7
49	и от	3	7
50	во всех	4	6
51	мы будем	1	6
52	точкой зрения	2	6
53	точку зрения	5	6
54	в этой	1	6
55	но ведь	3	6
56	на его	5	6
57	в нем	20	6
58	не в	8	6
59	в процессе	2	6
60	или как	1	6
61	в области	2	6
62	так и	3	6
63	другими словами	2	6
64	в форме	2	6
65	и так	1	6
66	в конце	4	6
67	или иной	3	6
68	в свою	1	6
69	той же	1	5
70	уже в	4	5
71	в нашем	2	5
72	в той	3	5
73	независимо от	1	5
74	и наконец	1	5
75	и с	7	5
76	же мы	2	5
77	мы видели	3	5
78	с точки	9	5
79	и той	3	5
80	тому что	1	5
81	в сознании	2	5
82	а в	3	5
83	не является	3	5
84	те же	2	5
85	в его	22	5
86	и следовательно	7	5
87	и их	6	5
88	слова в	4	5
89	точек зрения	3	5
90	с помощью	1	5
91	вместе с	1	5
92	как это	2	5
93	слова и	1	5
94	своей жизни	3	5
95	самом деле	4	4
96	себя в	2	4
97	и к	2	4
98	но в	6	4
99	в самом	13	4
100	так сказать	7	4
101	уже не	6	4
102	всех своих	1	4
103	можно было	2	4
104	в каждом	4	4
105	его в	3	4
106	художественного творчества	1	4
107	самого начала	1	4
108	на него	2	4
109	у нас	2	4
110	его внутренней	1	4
111	но все	4	4
112	всего в	1	4
113	к тому	1	4
114	той или	3	4
115	на это	1	4
116	с самого	1	4
117	если бы	2	4
118	в словах	2	4
119	о том	3	4
120	можно сказать	2	4
121	которой мы	1	4
122	все время	3	4
123	того что	3	4
124	один из	2	4
125	мы видим	2	4
126	словесное выражение	1	4
127	точка зрения	7	4
128	были бы	2	4
129	а с	3	4
130	и пр	2	4
131	в слове	1	4
132	то есть	50	4
133	все это	5	4
134	бы в	5	4
135	так же	5	4
136	вряд ли	1	3
137	отношения к	2	3
138	словом и	1	3
139	на самом	1	3
140	только благодаря	1	3
141	еще не	9	3
142	ответ на	1	3
143	нет и	3	3
144	перед нами	4	3
145	хотя и	2	3
146	та же	1	3
147	выражение в	3	3
148	вследствие этого	1	3
149	и вот	2	3
150	их в	7	3
151	здесь мы	1	3
152	об этом	3	3
153	лишь в	2	3
154	это не	3	3
155	может стать	2	3
156	этом мы	1	3
157	том что	7	3
158	что было	1	3
159	слово и	2	3
160	связи с	1	3
161	до того	1	3
162	может показаться	1	3
163	т.п и	1	3
164	да и	1	3
165	что оно	1	3
166	в виду	2	3
167	в ее	3	3
168	что у	4	3
169	и здесь	2	3
170	и поэтому	1	3
171	жизни и	15	3
172	конечно не	6	3
173	только на	1	3
174	в данной	1	3
175	из них	9	3
176	его и	3	3
177	не так	2	3
178	в котором	7	3
179	в одном	6	3
180	от того	2	3
181	что и	5	3
182	и даже	3	3
183	и эта	3	3
184	конце концов	3	3
185	если не	2	3
186	этого слова	2	3
187	как только	1	3
188	этом случае	1	3
189	в целом	5	3
190	высказывания и	1	3
191	как таковой	1	3
192	в начале	2	3
193	и слово	6	3
194	но для	1	3
195	тех или	1	3
196	и для	2	3
197	и все	1	3
198	о своем	1	3
199	между ними	4	3
200	не знает	4	3
201	сказать что	5	3
202	я и	3	2
203	человека и	2	2
204	показаться что	1	2
205	несколько позже	1	2
206	и законченным	1	2
207	его не	1	2
208	со всех	1	2
209	мы имеем	2	2
210	как не	5	2
211	встречи и	1	2
212	и он	3	2
213	между собой	1	2
214	оценок и	1	2
215	жизнь мою	1	2
216	но не	6	2
217	отношение к	8	2
218	в кругозор	2	2
219	как в	4	2
220	и нет	1	2
221	которая и	1	2
222	может получить	1	2
223	человеком в	1	2
224	бы и	3	2
225	ни один	3	2
226	все эти	4	2
227	бы не	3	2
228	тому же	1	2
229	друг другу	1	2
230	человек не	1	2
231	к миру	1	2
232	понимания и	1	2
233	и сам	3	2
234	одной и	1	2
235	человека в	5	2
236	зрения на	5	2
237	ясно что	1	2
238	есть не	1	2
239	с этим	1	2
240	в жизни	3	2
241	не всегда	1	2
242	в этих	4	2
243	в своей	6	2
244	в отношении	1	2
245	слова здесь	1	2
246	мы говорили	1	2
247	место в	1	2
248	в которых	1	2
249	для всякого	1	2
250	в мире	3	2
251	которые в	2	2
252	который мы	1	2
253	вся действительность	1	2
254	жанр и	2	2
255	слова мы	1	2
256	отражает и	1	2
257	ее с	3	2
258	каждом слове	1	2
259	в основе	2	2
260	которого и	1	2
261	о них	2	2
262	каждый из	1	2
263	смысл его	2	2
264	переживаний и	1	2
265	эти три	1	2
266	этом отношении	2	2
267	или иных	1	2
268	в каком	1	2
269	перед ним	2	2
270	конечно только	1	2
271	все то	2	2
272	ли не	1	2
273	не есть	2	2
274	здесь не	2	2
275	сознании человека	2	2
276	в пределах	4	2
277	в дальнейшем	2	2
278	как с	1	2
279	и когда	1	2
280	не с	1	2
281	а этот	1	2
282	подойти к	1	2
283	с ним	8	2
284	будем называть	1	2
285	к нему	11	2
286	находит свое	1	2
287	в него	1	2
288	видим что	1	2
289	в том	8	2
290	тот же	2	2
291	одной из	2	2
292	что он	7	2
293	в какой	1	2
294	выбора и	1	2
295	человека с	2	2
296	да еще	1	2
297	в душе	1	2
298	для него	9	2
299	для них	3	2
300	тем что	2	2
301	даже и	2	2
302	а на	2	2
303	бытия в	2	2
304	не было	2	2
305	зависит от	1	2
306	до конца	7	2
307	связь с	2	2
308	стадии своего	2	2
309	и потому	6	2
310	как одно	2	2
311	в разговоре	1	2
312	из которых	2	2
313	которые являются	1	2
314	смысле этого	2	2
315	в первой	1	2
316	другого человека	1	2
