N	2gram	Bakhtin_Fr_1	TeoriaLi
1	не только	10	18
2	и не	22	16
3	и в	65	13
4	в частности	5	13
5	то есть	45	12
6	так и	10	12
7	может быть	6	12
8	в этом	15	11
9	при этом	6	11
10	в том	16	11
11	но не	2	10
12	и его	10	10
13	а не	1	10
14	то же	1	9
15	в его	9	9
16	по отношению	1	8
17	своего рода	1	8
18	сводится к	1	8
19	но и	10	8
20	отношению к	1	8
21	что в	3	8
22	отличие от	5	7
23	в себе	3	7
24	том что	6	7
25	точки зрения	7	7
26	в отличие	4	7
27	в то	1	7
28	по своей	3	7
29	во второй	2	7
30	только в	7	7
31	как это	1	7
32	еще не	6	6
33	с его	5	6
34	но в	14	6
35	лишь в	1	6
36	место в	1	6
37	же время	1	6
38	как бы	22	6
39	мы имеем	1	5
40	жизни как	3	5
41	в своем	8	5
42	в самом	4	5
43	он не	2	5
44	как и	5	5
45	не в	4	5
46	тем самым	1	5
47	в нем	13	5
48	в ее	3	5
49	в пределах	1	5
50	или иной	5	5
51	между тем	5	5
52	и одновременно	5	5
53	уже не	3	5
54	с другой	3	5
55	как в	5	5
56	в искусстве	3	5
57	между ними	4	5
58	по преимуществу	1	4
59	говорить о	1	4
60	а и	1	4
61	отношение к	4	4
62	хотя и	2	4
63	то что	3	4
64	в своей	5	4
65	в их	4	4
66	не столько	1	4
67	не менее	1	4
68	приводит к	2	4
69	можно сказать	2	4
70	в форме	3	4
71	и ее	1	4
72	за пределами	1	4
73	но он	1	4
74	и т.п	17	4
75	мира и	4	4
76	не знает	6	4
77	сказать что	6	4
78	не может	3	4
79	между двумя	1	3
80	на две	1	3
81	например в	2	3
82	совпадает с	1	3
83	и к	4	3
84	в противоположность	2	3
85	все эти	10	3
86	в нашем	1	3
87	в этой	4	3
88	и вот	2	3
89	и по	2	3
90	самим собой	1	3
91	его в	7	3
92	по мысли	1	3
93	литературных произведений	1	3
94	и сам	1	3
95	в этих	2	3
96	в отношении	6	3
97	никогда не	6	3
98	как раз	3	3
99	потому что	5	3
100	в эпизоде	2	3
101	той или	5	3
102	другой стороны	1	3
103	в произведении	1	3
104	так в	1	3
105	входит в	4	3
106	того что	2	3
107	во времени	1	3
108	человека с	1	3
109	для него	5	3
110	именно в	1	3
111	и др	24	3
112	нового времени	13	3
113	прежде всего	11	3
114	его эстетической	1	3
115	и потому	10	3
116	по своему	8	3
117	мира в	3	3
118	к которому	1	3
119	или в	2	3
120	в основе	8	3
121	миропорядка и	1	3
122	ни к	2	3
123	отношении к	1	3
124	речи и	2	3
125	отношения к	2	2
126	и это	2	2
127	это и	1	2
128	тех или	1	2
129	на деле	1	2
130	и больше	1	2
131	принадлежит к	1	2
132	в целом	2	2
133	в чем	2	2
134	и мира	1	2
135	но как	3	2
136	способность к	1	2
137	у него	1	2
138	человеческих отношений	2	2
139	за пределы	8	2
140	как к	1	2
141	и как	1	2
142	говорит что	1	2
143	самом начале	1	2
144	в которой	1	2
145	но на	3	2
146	и возможность	1	2
147	в году	6	2
148	или иных	1	2
149	здесь мы	1	2
150	могла бы	1	2
151	тем в	1	2
152	об этом	1	2
153	это не	3	2
154	вовсе не	18	2
155	с точки	3	2
156	их в	2	2
157	по себе	1	2
158	даже в	3	2
159	не могло	1	2
160	мышления и	1	2
161	этих двух	2	2
162	своей природе	1	2
163	и для	2	2
164	места для	1	2
165	глаза в	1	2
166	имеет место	1	2
167	здесь не	1	2
168	в организации	1	2
169	в себя	3	2
170	роль в	2	2
171	мы в	1	2
172	в виду	3	2
173	и здесь	3	2
174	в состав	1	2
175	о том	2	2
176	в глаза	1	2
177	особого рода	1	2
178	времени в	1	2
179	это было	2	2
180	к нему	3	2
181	во всех	9	2
182	говорит в	1	2
183	в литературе	6	2
184	с одной	2	2
185	этой системе	1	2
186	этом что	1	2
187	в большинстве	2	2
188	последующих частях	1	2
189	в конце	1	2
190	во всей	3	2
191	и даже	8	2
192	со стороны	1	2
193	в области	7	2
194	себя и	1	2
195	одной стороны	2	2
196	а на	1	2
197	не на	1	2
198	человеческой жизни	1	2
199	о чем	1	2
200	на фоне	3	2
201	и особенно	2	2
202	жизни но	2	2
203	из которых	1	2
204	к жизни	2	2
205	в той	5	2
206	могут быть	2	2
207	внешнего мира	1	2
208	в мировой	1	2
209	к тому	2	2
210	совершенно иной	2	2
211	жизни в	5	2
212	одной из	1	2
213	имеет в	1	2
214	в романе	2	2
215	что он	3	2
216	культуры в	4	2
217	а между	1	1
218	только к	1	1
219	можно говорить	3	1
220	говоря о	1	1
221	те же	1	1
222	человека и	1	1
223	связана с	5	1
224	он показывает	1	1
225	смех это	1	1
226	между всеми	3	1
227	же по	1	1
228	от своей	1	1
229	конечно с	1	1
230	и иронии	1	1
231	и до	4	1
232	др в	2	1
233	действительности и	1	1
234	вся она	2	1
235	одним из	2	1
236	на первом	1	1
237	со смертью	1	1
238	все и	1	1
239	от всего	2	1
240	это всегда	2	1
241	не вполне	2	1
242	в одиночку	1	1
243	которое в	2	1
244	момент в	1	1
245	карнавального смеха	3	1
246	и на	11	1
247	на них	2	1
248	эта позиция	1	1
249	время в	2	1
250	и служит	1	1
251	во внешнем	1	1
252	чужим в	1	1
253	юмором в	1	1
254	не входит	2	1
255	для обозначения	1	1
256	в комедии	1	1
257	значение для	1	1
258	времени то	2	1
259	такие специфические	1	1
260	или иное	1	1
261	или к	2	1
262	на то	1	1
263	моральных ценностей	1	1
264	одиночку с	1	1
265	если на	1	1
266	что касается	1	1
267	не два	1	1
268	сознания в	1	1
269	как уже	1	1
270	что по	1	1
271	переживаемый в	1	1
272	здесь и	4	1
273	силе и	1	1
274	и свою	1	1
275	существования с	1	1
276	в условиях	13	1
277	еще на	1	1
278	таковы например	2	1
279	вытесненные из	1	1
280	он в	1	1
281	контакт между	2	1
282	из этих	2	1
283	в известном	1	1
284	в современных	2	1
285	раз в	1	1
286	частности с	1	1
287	с их	5	1
288	имеем в	1	1
289	своей отъединенности	1	1
290	не могла	1	1
291	говоря только	1	1
292	жизнью и	1	1
293	на его	2	1
294	всеми людьми	1	1
295	но именно	1	1
296	по ту	1	1
297	отношений между	1	1
298	но прежде	1	1
299	границами между	1	1
300	мир как	1	1
301	том числе	10	1
302	ни были	1	1
303	поэтому оно	1	1
304	можно даже	1	1
305	смертью в	1	1
306	основе его	2	1
307	по его	3	1
308	время эти	1	1
309	бы они	1	1
310	что все	1	1
311	смысла в	1	1
312	оно становится	1	1
313	времени и	6	1
314	большинстве случаев	2	1
315	второй половины	3	1
316	и непосредственное	1	1
317	было бы	1	1
318	полноте и	1	1
319	весь мир	3	1
320	делает его	1	1
321	относительность всего	2	1
322	в них	5	1
323	нет в	1	1
324	рядом с	5	1
325	она и	1	1
326	пределы всего	1	1
327	даже сказать	1	1
328	как об	1	1
329	он и	3	1
330	все моменты	1	1
331	рода и	1	1
332	остается в	1	1
333	от своего	2	1
334	индивидуальной жизни	1	1
335	и без	2	1
336	это делает	1	1
337	это образная	1	1
338	живота и	1	1
339	большей степени	1	1
340	но эта	2	1
341	где мир	1	1
342	и более	1	1
343	свобода и	1	1
344	вышел в	1	1
345	остановимся на	1	1
346	и вся	1	1
347	времени особенно	1	1
348	между людьми	5	1
349	чистом виде	1	1
350	до известной	1	1
351	в таких	2	1
352	с которой	1	1
353	строя и	2	1
354	никакая игра	1	1
355	принадлежат к	1	1
356	дело в	2	1
357	в предромантизме	1	1
358	одна из	1	1
359	которого он	1	1
360	с острым	1	1
361	только и	1	1
362	в самой	3	1
363	как традиция	1	1
364	из древнейших	2	1
365	от него	2	1
366	картину и	1	1
367	жизнью в	2	1
368	первых десятилетий	2	1
369	связи с	4	1
370	внутренней жизни	1	1
371	здесь явственно	1	1
372	не является	3	1
373	и оценки	4	1
374	возможность совершенно	1	1
375	ему не	1	1
376	у нас	1	1
377	настоящего времени	1	1
378	это по	1	1
379	не могут	3	1
380	ли не	1	1
381	и развития	1	1
382	числе и	7	1
383	значительной степени	2	1
384	эта внутренняя	1	1
385	оно не	1	1
386	на это	1	1
387	она не	1	1
388	говорит о	1	1
389	вещей в	1	1
390	этой своей	1	1
391	своего развития	1	1
392	как мы	6	1
393	у себя	1	1
394	значения и	1	1
395	а затем	2	1
396	того чтобы	1	1
397	людей в	1	1
398	общения между	2	1
399	в собственном	1	1
400	они ни	1	1
401	то или	1	1
402	философской эстетики	1	1
403	ею же	2	1
404	всей своей	1	1
405	преимуществу ночной	1	1
406	с собой	1	1
407	можно было	1	1
408	здесь как	1	1
409	особенно в	2	1
410	с самим	1	1
411	в последующих	5	1
412	в новую	1	1
413	разного рода	3	1
414	жизнь и	1	1
415	в грубом	1	1
416	с ним	3	1
417	мы рассмотрим	1	1
418	с человеком	1	1
419	именно потому	1	1
420	искусства и	6	1
421	фамильярный контакт	2	1
422	направленной на	1	1
423	настоящее время	1	1
424	вольный фамильярный	1	1
425	как ее	1	1
426	под маской	1	1
427	основе своей	2	1
428	в сущности	16	1
429	в значительной	6	1
430	мир все	1	1
431	жизни он	1	1
432	на отдельные	2	1
