N	2gram	Tiupa_Narr_2	Vladivir
1	и в	13	30
2	в этом	13	20
3	то что	8	20
4	у него	6	19
5	и не	14	18
6	в том	14	18
7	и с	1	14
8	же с	1	13
9	что он	5	13
10	в конце	4	13
11	не только	26	12
12	том что	13	12
13	что в	4	12
14	как мы	1	11
15	в его	6	11
16	а в	9	11
17	сказать что	3	11
18	а также	6	10
19	и даже	3	10
20	все же	6	9
21	было бы	2	9
22	не в	8	9
23	в то	5	9
24	не может	8	9
25	для него	4	9
26	потому что	2	9
27	в своем	6	8
28	но в	6	8
29	что же	1	8
30	не мог	1	8
31	связи с	1	8
32	но и	15	8
33	в связи	1	8
34	вместе с	1	8
35	то есть	9	7
36	ни в	1	7
37	точки зрения	5	7
38	никогда не	6	7
39	не менее	4	7
40	может быть	10	7
41	а не	17	7
42	как это	4	7
43	для нас	2	7
44	и все	4	7
45	также и	1	6
46	хотя и	5	6
47	и к	6	6
48	в себе	8	6
49	об этом	4	6
50	тем не	5	6
51	и его	3	6
52	у нас	2	6
53	то время	1	6
54	его жизни	2	6
55	только в	11	6
56	всяком случае	1	6
57	а именно	1	6
58	прежде всего	6	6
59	о чем	2	6
60	к этому	1	6
61	жизни и	4	6
62	во всяком	1	6
63	того же	1	5
64	то в	1	5
65	все эти	3	5
66	при этом	14	5
67	как и	4	5
68	в своей	4	5
69	в котором	5	5
70	для себя	3	5
71	так и	9	5
72	с ним	4	5
73	другими словами	1	5
74	и что	2	5
75	того что	6	5
76	он уже	1	5
77	так что	1	5
78	но что	1	5
79	в течение	2	5
80	как бы	6	5
81	о его	1	5
82	все это	1	5
83	в результате	2	5
84	из этого	1	5
85	с с	1	4
86	то же	4	4
87	той же	2	4
88	я не	5	4
89	и он	2	4
90	в ней	2	4
91	время в	1	4
92	с его	3	4
93	отношение к	1	4
94	в которой	1	4
95	что это	4	4
96	в целом	3	4
97	в этой	4	4
98	в нем	5	4
99	он не	5	4
100	это было	1	4
101	несмотря на	2	4
102	в этих	1	4
103	мы должны	1	4
104	и о	1	4
105	здесь не	2	4
106	м м	1	4
107	можно сказать	6	4
108	по разным	1	4
109	о том	5	4
110	вовсе не	2	4
111	со стороны	6	4
112	именно в	2	4
113	так же	2	4
114	в это	1	4
115	с этой	3	4
116	но это	2	4
117	в начале	2	4
118	и наконец	1	4
119	на этот	1	4
120	по поводу	2	4
121	это время	1	4
122	отношения к	1	3
123	говоря о	1	3
124	едва ли	3	3
125	именно к	1	3
126	что можно	1	3
127	быть в	1	3
128	во всех	1	3
129	но не	3	3
130	отличие от	5	3
131	как в	5	3
132	что касается	1	3
133	и как	1	3
134	более или	1	3
135	так или	1	3
136	из этих	2	3
137	поскольку в	1	3
138	им в	1	3
139	таким образом	5	3
140	те же	2	3
141	должен был	2	3
142	должно быть	1	3
143	или менее	1	3
144	в отношении	1	3
145	в следующем	1	3
146	с точки	2	3
147	не столько	5	3
148	в отличие	5	3
149	что я	3	3
150	последних дней	1	3
151	но он	2	3
152	не могли	1	3
153	вплоть до	1	3
154	же время	3	3
155	к ней	3	3
156	в области	2	3
157	и вполне	1	3
158	где он	1	3
159	вот и	1	3
160	никак не	3	3
161	что и	2	3
162	мы будем	1	3
163	уже не	4	3
164	я в	5	3
165	в виде	2	3
166	здесь мы	1	3
167	или иначе	2	3
168	наконец в	1	3
169	в данном	10	3
170	да и	3	3
171	своей жизни	1	3
172	и для	3	3
173	еще более	1	3
174	тем более	2	3
175	хотя бы	2	3
176	в свою	2	3
177	в таком	3	3
178	точно так	2	3
179	и особенно	1	3
180	не имел	1	2
181	очень много	1	2
182	из его	1	2
183	его не	1	2
184	время как	1	2
185	не вполне	2	2
186	ему в	2	2
187	но то	1	2
188	в будущем	2	2
189	по своему	2	2
190	в общем	1	2
191	себе и	2	2
192	как к	3	2
193	есть его	1	2
194	в самом	2	2
195	бы с	2	2
196	как он	2	2
197	на то	2	2
198	не могла	1	2
199	а к	3	2
200	мысли и	1	2
201	и сам	3	2
202	и по	3	2
203	на этом	1	2
204	это не	3	2
205	начала и	2	2
206	эту тему	1	2
207	которой он	3	2
208	мы не	2	2
209	еще в	1	2
210	на первый	1	2
211	с нами	1	2
212	ли он	1	2
213	то его	1	2
214	жизни с	2	2
215	к той	1	2
216	их в	1	2
217	однако в	2	2
218	раз и	1	2
219	с которой	1	2
220	она не	1	2
221	иной раз	1	2
222	не имеет	2	2
223	на котором	1	2
224	и притом	1	2
225	того чтобы	3	2
226	не желая	1	2
227	того и	1	2
228	всего на	1	2
229	не о	1	2
230	мыслей и	1	2
231	к вам	1	2
232	всей жизни	1	2
233	как будто	1	2
234	а мы	1	2
235	это единое	1	2
236	к тому	9	2
237	будто бы	1	2
238	но по	1	2
239	в виду	1	2
240	меня в	1	2
241	не могу	2	2
242	данном случае	6	2
243	в последние	1	2
244	ничего не	6	2
245	со своей	2	2
246	о нем	3	2
247	в чем	2	2
248	и во	1	2
249	к нему	1	2
250	он прямо	1	2
251	и она	1	2
252	течение всей	1	2
253	i и	1	2
254	себя в	2	2
255	он сам	2	2
256	него и	1	2
257	а то	2	2
258	в новом	1	2
259	но уже	1	2
260	для того	1	2
261	как у	4	2
262	во второй	2	2
263	бытия в	2	2
264	что не	1	2
265	церкви и	2	2
266	не на	1	2
267	с которым	1	2
268	на эту	1	2
269	в бытии	2	2
270	если не	2	2
271	уже давно	1	2
272	нет никаких	1	2
273	в частности	11	2
274	к его	3	2
275	и потому	1	2
276	наряду с	1	2
277	в той	5	2
278	такого рода	12	2
279	это за	1	2
280	бы его	1	2
281	средневекового миросозерцания	1	2
282	можно было	2	2
283	и от	1	2
284	в двух	1	2
285	собственно говоря	2	2
286	же в	4	2
287	жизни в	6	2
288	о своем	2	2
289	можно назвать	2	2
290	в своих	2	2
291	во сне	2	2
292	гораздо более	1	2
293	этом свете	1	1
294	и т	2	1
