N	3gram	Losev_Prob_5	DiskursI
1	в данном случае	2	6
2	в том что	8	6
3	то же время	1	5
4	по отношению к	2	4
5	в этом отношении	1	4
6	в то же	1	4
7	с одной стороны	3	4
8	так и в	1	3
9	не может быть	2	3
10	и все же	1	3
11	о том что	9	3
12	той или иной	1	3
13	состоит в том	1	2
14	с точки зрения	8	2
15	в наше время	1	2
16	еще в одном	1	2
17	и то что	3	2
18	содержит в себе	1	2
19	и как бы	1	2
20	дело в том	2	2
21	на первый взгляд	1	2
22	в русской литературе	3	2
23	такой же мере	1	1
24	приходит в голову	1	1
25	то что и	1	1
26	в чем не	1	1
27	в самом деле	1	1
28	так и его	1	1
29	с другой стороны	5	1
30	друг на друга	1	1
31	бы то ни	2	1
32	по аналогии с	1	1
33	или по крайней	1	1
34	но это не	1	1
35	а с другой	3	1
36	и в частности	3	1
37	в это время	2	1
38	как и его	1	1
39	человеческой жизни в	1	1
40	в такой же	1	1
41	то ни было	1	1
42	говоря уже о	1	1
43	а также и	1	1
44	в области художественного	1	1
45	и должно было	1	1
46	как будто бы	3	1
47	том что и	1	1
48	говорит как о	1	1
49	о любви и	1	1
50	во всяком случае	2	1
51	мере в какой	1	1
52	до нас не	1	1
53	не то чтобы	1	1
54	ни в чем	1	1
55	между тем как	1	1
56	и в наше	1	1
57	все же остается	1	1
58	в этом диалоге	1	1
59	равно как и	2	1
60	то есть в	1	1
61	с самого начала	1	1
62	не менее в	1	1
63	можно сказать что	3	1
64	в большинстве случаев	1	1
65	никак не могут	2	1
66	в том числе	2	1
67	тем не менее	5	1
68	в себе самом	1	1
69	право на существование	1	1
70	по крайней мере	4	1
71	том числе и	1	1
72	не говоря уже	1	1
