N	4gram	Trubetskoy_1	Dialekti
1	одно и то же	1	4
2	в то время как	1	3
3	в то же время	2	3
4	только тогда когда оно	1	2
5	не говоря уже о	1	2
6	в том что он	1	1
7	принять во внимание что	1	1
8	не есть ли это	1	1
9	и с точки зрения	1	1
10	из поставленных выше вопросов	2	1
11	от того будет ли	1	1
12	о том что все	1	1
13	том и в другом	1	1
14	котором мы только что	1	1
15	приводит к тому что	1	1
16	мы уже знаем что	1	1
17	и до сих пор	1	1
18	не в том что	1	1
19	тем не менее в	1	1
20	одно из двух или	1	1
21	и в другом случае	1	1
22	о котором мы только	1	1
23	можно представить себе как	1	1
24	и в том и	1	1
25	заключается в том что	2	1
26	именно в том что	1	1
27	в том и в	1	1
