N	4gram	Voloshinov_2	Psycholo
1	не может быть сведена	1	2
2	может быть сведена к	1	2
3	несмотря на то что	1	2
4	ни в какой мере	1	2
5	в собственном смысле слова	2	2
6	с одной стороны и	2	1
7	дело в том что	1	1
8	мы никогда не найдем	1	1
9	одного и того же	4	1
10	в том числе и	1	1
11	в сущности ничего не	1	1
12	не может быть объяснено	1	1
13	в какой мере не	1	1
14	одно и то же	3	1
15	никогда не может быть	1	1
16	не что иное как	1	1
17	в коем случае не	1	1
18	но для того чтобы	1	1
19	вступить в противоречие с	1	1
20	какой мере не является	1	1
21	в широком смысле слова	1	1
22	ни в коем случае	2	1
23	точном смысле этого слова	3	1
24	одним и тем же	2	1
