N	2gram	Vinokur_Ku_3	Istorich
1	и в	23	22
2	мы имеем	2	19
3	в этом	16	17
4	и т	54	16
5	т е	32	16
6	т д	8	15
7	что в	13	15
8	не только	17	14
9	мы видели	3	13
10	но и	3	12
11	и не	10	12
12	в этих	2	11
13	может быть	14	11
14	и пр	3	11
15	но в	2	10
16	таким образом	9	10
17	еще не	9	10
18	что и	6	9
19	в том	22	9
20	что он	6	9
21	вместе с	2	9
22	как мы	5	8
23	мы видим	1	8
24	в большом	1	8
25	что они	2	8
26	не знаю	1	8
27	с этим	1	8
28	том что	11	8
29	но не	3	7
30	то что	4	7
31	и здесь	2	7
32	мы должны	3	7
33	уже не	8	7
34	так как	9	7
35	с другой	7	7
36	другой стороны	3	7
37	там где	3	7
38	к этому	1	7
39	то же	6	6
40	не все	2	6
41	это не	3	6
42	здесь можно	5	6
43	во время	1	6
44	ничего не	6	6
45	связи с	6	6
46	возможно что	1	6
47	так в	2	6
48	если бы	8	6
49	что здесь	1	6
50	то и	2	6
51	а не	11	6
52	а в	5	6
53	все же	5	5
54	он не	3	5
55	что она	5	5
56	здесь мы	1	5
57	тем не	9	5
58	не менее	12	5
59	могут быть	6	5
60	к нему	1	5
61	в свете	2	5
62	того что	11	5
63	один из	4	5
64	можно установить	1	5
65	не противоречит	1	5
66	до сих	8	5
67	показывает что	1	5
68	на ней	1	5
69	в некоторых	2	5
70	в частности	2	5
71	есть и	1	5
72	этом случае	4	5
73	сих пор	8	5
74	что ты	1	4
75	и на	1	4
76	все эти	7	4
77	отношение к	3	4
78	не в	5	4
79	имеем в	1	4
80	на этом	2	4
81	и с	3	4
82	не всегда	1	4
83	у нас	10	4
84	как это	7	4
85	но он	1	4
86	и его	1	4
87	тем что	5	4
88	что на	3	4
89	она не	3	4
90	в пределах	2	4
91	в дальнейшем	2	4
92	только в	6	4
93	случаи когда	2	4
94	а именно	3	4
95	связано с	1	4
96	они не	3	4
97	в данном	7	4
98	для нас	4	4
99	в свою	1	4
100	не может	6	4
101	и другие	1	4
102	связана с	1	3
103	увидим ниже	1	3
104	эти случаи	1	3
105	он все	1	3
106	я не	5	3
107	представление о	1	3
108	и ее	1	3
109	не совсем	1	3
110	в чем	5	3
111	со стороны	1	3
112	в одной	1	3
113	целый ряд	4	3
114	и как	2	3
115	и к	3	3
116	в целом	4	3
117	из этих	5	3
118	его в	2	3
119	было бы	16	3
120	приходит в	2	3
121	все равно	1	3
122	далеко не	5	3
123	как и	5	3
124	состоит в	2	3
125	указать что	1	3
126	одном из	1	3
127	не будем	5	3
128	в русской	1	3
129	никогда не	1	3
130	потому что	12	3
131	к тому	3	3
132	о том	6	3
133	но по	1	3
134	здесь не	2	3
135	данном случае	4	3
136	на том	2	3
137	можно только	1	3
138	от них	1	3
139	раньше чем	1	3
140	в его	11	3
141	эти два	2	3
142	с ними	1	3
143	стоит на	1	3
144	при помощи	1	3
145	за ним	1	3
146	прежде всего	9	3
147	из приведенных	1	3
148	однако что	4	3
149	превращается в	1	3
150	в связи	5	3
151	если это	2	3
152	так же	2	3
153	мы увидим	1	3
154	а если	1	3
155	быть и	1	3
156	но это	5	3
157	между прочим	8	3
158	и от	1	3
159	сказать что	7	3
160	равно как	2	3
161	все что	1	3
162	ту же	1	2
163	например в	1	2
164	и то	1	2
165	к нашей	2	2
166	на самом	3	2
167	и есть	5	2
168	в котором	2	2
169	не имеют	1	2
170	той же	3	2
171	или наоборот	1	2
172	же как	1	2
173	вопрос о	11	2
174	и новые	1	2
175	время как	1	2
176	но она	1	2
177	на себя	2	2
178	из того	2	2
179	то это	3	2
180	в ней	3	2
181	то мы	3	2
182	к жизни	1	2
183	внутри этой	1	2
184	в сторону	1	2
185	по отношению	3	2
186	в качестве	2	2
187	независимо от	5	2
188	как в	4	2
189	в своем	4	2
190	хотя и	5	2
191	ни один	1	2
192	образом и	1	2
193	то время	1	2
194	тому же	3	2
195	случае можно	1	2
196	если он	1	2
197	не могла	1	2
198	при этом	6	2
199	всех этих	1	2
200	в виде	1	2
201	и вот	3	2
202	так и	6	2
203	но все	2	2
204	как указано	1	2
205	известно что	1	2
206	этой системы	2	2
207	ни в	3	2
208	вовсе не	5	2
209	с тем	6	2
210	и уже	1	2
211	и для	1	2
212	возразить что	1	2
213	и было	1	2
214	после этого	1	2
215	такой же	2	2
216	как таковой	2	2
217	не мог	1	2
218	точки зрения	23	2
219	на месте	1	2
220	в которых	3	2
221	стоит в	1	2
222	таких примеров	1	2
223	друг другу	1	2
224	и более	3	2
225	даже в	1	2
226	ему как	1	2
227	уже выше	5	2
228	случае в	1	2
229	здесь могут	1	2
230	в то	3	2
231	не имеет	3	2
232	как следует	1	2
233	это еще	2	2
234	здесь может	1	2
235	можно видеть	2	2
236	в русском	2	2
237	относится к	2	2
238	нам важно	1	2
239	как будто	1	2
240	формы с	1	2
241	вот почему	1	2
242	в самых	1	2
243	утверждать что	1	2
244	на это	1	2
245	поставить вопрос	1	2
246	и о	4	2
247	в другом	1	2
248	не с	2	2
249	одного из	1	2
250	после того	6	2
251	связанное с	1	2
252	и что	7	2
253	в силу	6	2
254	с того	1	2
255	а также	4	2
256	между тем	4	2
257	уже только	1	2
258	все время	1	2
259	в него	1	2
260	же в	1	2
261	этот вопрос	3	2
262	на очень	2	2
263	напоминает о	1	2
264	и действительно	3	2
265	очень много	2	2
266	и так	1	2
267	они могут	1	2
268	с одной	4	2
269	для нее	1	2
270	что не	4	2
271	а то	2	2
272	мы знаем	1	2
273	всяком случае	1	2
274	в одном	2	2
275	и один	1	2
276	никто не	1	2
277	перейти к	2	2
278	в особенности	2	2
279	сюда же	1	2
280	и др	1	2
281	не было	4	2
282	одной стороны	4	2
283	именно так	2	2
284	имеет своей	1	2
285	не видит	1	2
286	нет никаких	1	2
287	и потому	1	2
288	имеются в	1	2
289	в тех	2	2
290	можно сказать	2	2
291	мы найдем	2	2
292	указать на	2	2
293	если не	1	2
294	она знает	1	2
295	лицо и	1	2
296	то не	2	2
297	от него	1	2
298	еще более	2	2
299	или несколько	1	2
300	не дает	2	2
301	сообщает о	1	2
302	совершенно не	5	2
303	отношению к	2	2
304	только не	1	2
305	во всяком	2	2
306	она была	1	1
307	также что	2	1
308	также и	5	1
309	таком случае	2	1
310	доступ в	1	1
311	и через	2	1
312	самых разнообразных	1	1
313	это те	2	1
314	самом деле	14	1
315	бы для	1	1
316	ясно что	4	1
317	почти всегда	1	1
318	видели есть	1	1
319	со своей	1	1
320	от таких	1	1
321	из всех	1	1
322	в несколько	1	1
323	есть не	3	1
324	что изучение	1	1
325	значении в	1	1
326	мы не	3	1
327	и иной	2	1
328	этого нет	1	1
329	бы что	1	1
330	на место	1	1
331	такое положение	1	1
332	к общему	1	1
333	между собой	1	1
334	быть в	2	1
335	столь же	4	1
336	в различных	2	1
337	мы будем	1	1
338	но как	3	1
339	не то	2	1
340	действия и	1	1
341	тут же	1	1
342	не просто	2	1
343	нет и	1	1
344	только путем	1	1
345	то обстоятельство	3	1
346	отнюдь не	3	1
347	чем же	2	1
348	более чем	2	1
349	если на	1	1
350	что как	3	1
351	нельзя было	1	1
352	это был	1	1
353	перед нами	1	1
354	кроме того	2	1
355	хотя я	1	1
356	к этой	1	1
357	ее от	1	1
358	составить предмет	1	1
359	каким-то образом	1	1
360	еще на	2	1
361	что это	3	1
362	он в	2	1
363	бы не	3	1
364	этим я	1	1
365	е с	1	1
366	интересно что	1	1
367	друг от	1	1
368	и те	1	1
369	какую роль	1	1
370	этот процесс	1	1
371	главным образом	2	1
372	должна быть	3	1
373	эту задачу	1	1
374	в первую	3	1
375	действительно есть	1	1
376	моменты которые	1	1
377	не как	2	1
378	в корне	2	1
379	том чтобы	4	1
380	иногда бывают	1	1
381	еще здесь	1	1
382	ему на	1	1
383	его от	1	1
384	так далеко	1	1
385	будем говорить	1	1
386	так например	1	1
387	и наоборот	1	1
388	этому вопросу	1	1
389	по своему	2	1
390	мне в	1	1
391	как они	2	1
392	не будет	1	1
393	на этой	1	1
394	входит в	1	1
395	заключается в	4	1
396	ничего удивительного	1	1
397	с другими	2	1
398	предмета а	1	1
399	подходит к	1	1
400	брать не	1	1
401	я все	2	1
402	формы которые	1	1
403	и тем	6	1
404	одной из	1	1
405	сторону дела	1	1
406	тех которые	1	1
407	случае к	1	1
408	просто более	1	1
409	далеко что	1	1
410	случае мы	1	1
411	меняются и	1	1
412	они то	1	1
413	на лет	1	1
414	для чего	1	1
415	становится и	2	1
416	чем в	2	1
417	ведет к	1	1
418	убедиться что	4	1
419	стороны ее	1	1
420	и становится	1	1
421	одна группа	1	1
422	меняется и	2	1
423	в эту	1	1
424	но если	3	1
425	в своей	4	1
426	что такое	4	1
427	в следующем	1	1
428	в такой	1	1
429	с точки	16	1
430	она в	1	1
431	установить что	1	1
432	своего рода	2	1
433	мы теперь	1	1
434	не самый	1	1
435	и той	1	1
436	есть один	1	1
437	для данного	1	1
438	которые в	4	1
439	каждое из	1	1
440	в особых	1	1
441	богу что	1	1
442	как можно	1	1
443	по себе	6	1
444	же мы	4	1
445	в таких	2	1
446	себе целью	2	1
447	можно понимать	1	1
448	меня не	1	1
449	например не	1	1
450	того как	7	1
451	ее с	1	1
452	и остается	1	1
453	функцию в	1	1
454	о них	4	1
455	одной и	1	1
456	на которых	5	1
457	для всего	1	1
458	при том	1	1
459	казалось бы	1	1
460	правда в	1	1
461	именно с	1	1
462	смысле как	1	1
463	такая же	2	1
464	на себе	1	1
465	не говорит	1	1
466	во всем	1	1
467	как я	2	1
468	только с	1	1
469	так то	2	1
470	мы и	1	1
471	в каком	3	1
472	к таким	1	1
473	этот в	1	1
474	обстоятельство что	3	1
475	начиная с	1	1
476	такие случаи	1	1
477	в материалах	1	1
478	и другой	1	1
479	лежит в	1	1
480	это конечно	2	1
481	отличается от	2	1
482	об одном	1	1
483	еще яснее	1	1
484	всего что	1	1
485	бы составить	2	1
486	не есть	3	1
487	было уже	1	1
488	и тот	2	1
489	в одну	1	1
490	если же	2	1
491	будем мы	1	1
492	тем и	1	1
493	приходит к	1	1
494	от друга	1	1
495	как не	1	1
496	свою очередь	1	1
497	но далеко	1	1
498	в ее	4	1
499	здесь также	1	1
500	совершенно ясно	2	1
501	уже потому	1	1
502	но во-первых	1	1
503	только то	3	1
504	на той	1	1
505	с ростом	1	1
506	примеров можно	2	1
507	можно было	11	1
508	это можно	1	1
509	это вовсе	1	1
510	каждого из	1	1
511	есть также	2	1
512	отсюда и	1	1
513	часто в	1	1
514	по тому	2	1
515	что дело	2	1
516	имеется в	1	1
517	силу того	1	1
518	он сам	1	1
519	и делают	1	1
520	для этого	6	1
521	означает что	1	1
522	все те	2	1
523	но здесь	1	1
524	оказаться весьма	1	1
525	и должно	5	1
526	к одной	1	1
527	при котором	2	1
528	никак не	2	1
529	что каждый	1	1
530	это должно	1	1
531	предметы которые	1	1
532	тем как	1	1
533	те моменты	1	1
534	материал не	1	1
535	и только	3	1
536	что бы	1	1
537	также в	1	1
538	дом есть	1	1
539	вернуться к	1	1
540	но тут	1	1
541	указывает что	2	1
542	тех пор	4	1
543	только у	1	1
544	оказалось что	1	1
545	себе внимание	1	1
546	и дело	1	1
547	тот же	6	1
548	этого можно	1	1
549	хотя бы	9	1
550	будет для	1	1
551	может оказаться	2	1
552	который в	1	1
553	по этому	1	1
554	именно на	2	1
555	конечно не	2	1
556	не входит	1	1
557	своей целью	1	1
558	не можем	1	1
559	уже в	3	1
560	случай когда	2	1
561	не знать	3	1
562	тем чтобы	2	1
563	в нашей	4	1
564	в начале	1	1
565	или даже	1	1
566	и обратно	1	1
567	не стал	1	1
568	рассказывает что	1	1
569	он имеет	2	1
570	с какой	1	1
571	характерно что	1	1
572	же переносится	1	1
573	и их	1	1
574	могло бы	3	1
575	мы находим	3	1
576	мы рассмотрели	1	1
577	ставит себе	3	1
578	можно возразить	1	1
579	заметить что	1	1
580	в доказательство	4	1
581	тогда как	1	1
582	от того	5	1
583	и вместе	1	1
584	силу которых	3	1
585	в особую	1	1
586	были бы	4	1
587	правил и	2	1
588	так не	1	1
589	же функцию	1	1
590	нас в	3	1
591	и тех	1	1
592	в каких	1	1
593	и прежде	1	1
594	такое же	1	1
595	обратить внимание	1	1
596	однако в	2	1
597	а на	1	1
598	которые не	1	1
599	на этот	2	1
600	которых мы	1	1
601	она может	2	1
602	не означает	2	1
603	в англии	3	1
604	языка не	1	1
605	подобного рода	2	1
606	о чем	2	1
607	на эту	1	1
608	или с	1	1
609	что мы	2	1
610	для этой	1	1
611	какая же	1	1
612	можно будет	2	1
613	друга в	1	1
614	а так	1	1
615	в область	2	1
616	делают это	1	1
617	границ между	1	1
618	которого создается	1	1
619	смысле этого	2	1
620	тому как	2	1
621	как бы	5	1
622	форма в	1	1
623	исходя из	1	1
624	том смысле	1	1
625	дело здесь	1	1
626	что же	5	1
627	этого слова	4	1
628	форма которая	1	1
629	с этой	3	1
630	только для	2	1
631	о его	1	1
632	все это	2	1
633	но для	3	1
634	к вопросу	2	1
635	это сделано	1	1
636	она должна	1	1
637	это уже	3	1
638	тех случаях	1	1
639	случаях когда	1	1
640	так он	1	1
641	уже на	1	1
642	которое и	1	1
643	которая в	1	1
644	или нет	1	1
645	дана в	1	1
646	которой мы	1	1
647	все они	2	1
648	на более	1	1
649	себе ничего	1	1
650	на фоне	7	1
