N	2gram	Bakhtin_Fr_3	Literetu
1	не только	13	24
2	при этом	3	19
3	в качестве	1	17
4	но и	11	17
5	в том	8	16
6	а не	5	16
7	в частности	3	15
8	том что	4	14
9	в году	5	13
10	может быть	9	13
11	сознания в	1	12
12	и не	13	12
13	в этом	15	12
14	в своем	7	11
15	своего рода	2	11
16	прежде всего	16	11
17	такого рода	3	10
18	то что	5	10
19	в целом	2	8
20	не в	1	8
21	и в	40	8
22	только в	3	8
23	как это	1	8
24	как бы	3	7
25	в себе	3	7
26	не менее	2	7
27	в его	13	7
28	и я	1	6
29	то есть	18	6
30	как и	11	6
31	точки зрения	2	6
32	и сам	2	6
33	того что	1	6
34	связи с	6	6
35	xix века	4	6
36	одним из	2	5
37	то же	7	5
38	отличие от	3	5
39	как в	3	5
40	в отличие	3	5
41	в то	6	5
42	а также	4	5
43	же время	6	5
44	же в	1	5
45	что он	2	5
46	уже в	2	5
47	не может	3	5
48	в данном	4	5
49	с его	3	5
50	тем самым	1	5
51	в своей	6	4
52	еще не	3	4
53	но не	2	4
54	в этой	3	4
55	в художественном	1	4
56	все же	2	4
57	представляет собой	1	4
58	по преимуществу	2	4
59	не как	1	4
60	лишь в	2	4
61	литературного произведения	1	4
62	для этого	3	4
63	и его	17	4
64	данном случае	2	4
65	никогда не	1	4
66	так и	3	4
67	еще в	3	4
68	в формах	1	4
69	и тем	1	4
70	из них	4	4
71	в конце	3	4
72	как раз	5	4
73	и т.п	10	4
74	в связи	5	4
75	это не	2	4
76	культуры в	1	4
77	в своих	5	4
78	например в	2	3
79	и есть	3	3
80	тем же	2	3
81	исходит из	1	3
82	века в	2	3
83	также и	4	3
84	по отношению	3	3
85	такие как	1	3
86	в самом	6	3
87	таким образом	10	3
88	той же	8	3
89	его в	1	3
90	далеко не	2	3
91	он и	7	3
92	несмотря на	1	3
93	в их	4	3
94	но в	8	3
95	том же	2	3
96	дело в	2	3
97	одна из	3	3
98	в основе	5	3
99	в области	4	3
100	всего в	1	3
101	в виду	7	3
102	в пределах	1	3
103	одного из	2	3
104	нуждается в	3	3
105	по своей	1	3
106	один из	4	3
107	и прежде	3	3
108	потому что	2	3
109	этом в	1	3
110	одно из	3	3
111	у него	8	3
112	и даже	4	3
113	с другой	2	3
114	еще и	2	3
115	и др	7	3
116	не было	5	3
117	мира в	1	3
118	да и	1	3
119	мыслится как	1	3
120	в культуре	4	3
121	жизни и	4	3
122	что в	12	3
123	а в	3	3
124	же и	3	3
125	во всяком	1	3
126	того же	2	2
127	самом деле	3	2
128	от самого	1	2
129	из его	1	2
130	в сущности	9	2
131	а для	1	2
132	к общему	1	2
133	во мне	1	2
134	и самого	1	2
135	то он	1	2
136	относится к	1	2
137	отнюдь не	1	2
138	этой цели	1	2
139	только то	1	2
140	все эти	8	2
141	из этих	2	2
142	во многих	1	2
143	как он	2	2
144	в нем	5	2
145	в нашей	2	2
146	этой книге	1	2
147	не к	2	2
148	подобно тому	1	2
149	на этом	2	2
150	для всей	2	2
151	произведения с	1	2
152	здесь как	1	2
153	для нее	1	2
154	было бы	4	2
155	на почве	1	2
156	для них	1	2
157	от языка	2	2
158	в любом	1	2
159	а как	1	2
160	всяком случае	1	2
161	с точки	1	2
162	мы в	1	2
163	жизни с	2	2
164	это всего	1	2
165	войне и	1	2
166	даже в	4	2
167	раз и	1	2
168	вплоть до	3	2
169	дело не	3	2
170	как будто	1	2
171	этом отношении	2	2
172	xx века	5	2
173	в себя	1	2
174	роль в	4	2
175	к смерти	1	2
176	на том	1	2
177	в мире	4	2
178	имеется в	1	2
179	или иной	2	2
180	является по	1	2
181	в другом	3	2
182	о том	4	2
183	с одной	1	2
184	мир и	1	2
185	между тем	3	2
186	во втором	1	2
187	и только	1	2
188	хотя бы	2	2
189	только на	4	2
190	что не	1	2
191	так называемый	1	2
192	что для	2	2
193	для него	5	2
194	тем что	3	2
195	нового времени	2	2
196	превращается в	1	2
197	этого не	1	2
198	не на	1	2
199	менее важным	1	2
200	тому как	1	2
201	культуре и	1	2
