N	2gram	Losev_Prob_3	RusskieA
1	и в	44	36
2	а а	1	25
3	не только	14	22
4	том что	12	19
5	что в	8	19
6	а н	1	18
7	в том	21	17
8	но и	10	16
9	так как	9	15
10	во время	1	14
11	и другие	3	13
12	в этом	17	12
13	и т	13	10
14	и на	1	10
15	в этот	1	10
16	это не	9	10
17	как и	10	10
18	как мы	8	10
19	вместе с	2	10
20	потому что	25	10
21	т д	13	9
22	об этом	3	9
23	а в	5	9
24	и по	2	8
25	с тем	5	8
26	у нас	10	8
27	о том	6	8
28	из них	2	8
29	может быть	28	8
30	как это	2	8
31	что они	5	7
32	так и	10	7
33	что и	9	7
34	и других	1	7
35	мы не	7	6
36	в виде	6	6
37	так например	1	6
38	таким образом	9	6
39	при этом	4	6
40	видно что	1	6
41	не имеет	9	6
42	уже не	7	6
43	в них	1	6
44	и не	35	6
45	все это	5	6
46	для нас	16	6
47	будто бы	3	6
48	то что	23	6
49	а и	1	5
50	как в	5	5
51	все же	6	5
52	во многих	1	5
53	в которых	3	5
54	как будто	3	5
55	там же	1	5
56	и у	2	5
57	как бы	9	5
58	этом случае	5	5
59	мы имеем	2	4
60	еще не	5	4
61	во всех	2	4
62	следующим образом	1	4
63	после этого	1	4
64	с собой	3	4
65	входит в	1	4
66	из этих	1	4
67	в их	2	4
68	тому что	4	4
69	вплоть до	1	4
70	связи с	8	4
71	что на	1	4
72	к тому	3	4
73	и что	7	4
74	тем что	4	4
75	а с	2	4
76	в тех	3	4
77	того что	8	4
78	по существу	2	4
79	но это	8	4
80	в связи	7	4
81	петра i	3	4
82	не может	7	4
83	только в	19	4
84	к этому	1	4
85	представление о	1	3
86	своего рода	1	3
87	которые не	1	3
88	в своем	5	3
89	не можем	1	3
90	что это	3	3
91	связанные с	1	3
92	то же	13	3
93	но все	3	3
94	для них	2	3
95	далеко не	1	3
96	несмотря на	1	3
97	в этих	2	3
98	точки зрения	5	3
99	к тем	1	3
100	с точки	2	3
101	она в	1	3
102	тем не	10	3
103	но они	1	3
104	не менее	10	3
105	ничего не	3	3
106	к таким	1	3
107	не с	1	3
108	начиная с	1	3
109	то есть	34	3
110	настоящее время	2	3
111	а также	4	3
112	от них	1	3
113	всякого рода	4	3
114	в качестве	3	3
115	только на	5	3
116	слова в	1	3
117	в одном	1	3
118	много и	2	3
119	на этот	4	3
120	о чем	2	3
121	так же	5	3
122	в уже	1	3
123	этого слова	5	3
124	не будем	2	3
125	в настоящее	2	3
126	в целях	1	3
127	и к	6	3
128	но эти	1	3
129	научное значение	1	2
130	например в	1	2
131	что иное	4	2
132	в самих	2	2
133	состоят из	1	2
134	в ней	5	2
135	иное как	4	2
136	природы и	2	2
137	друг к	1	2
138	на самом	7	2
139	но не	3	2
140	значение и	5	2
141	не просто	23	2
142	отнюдь не	10	2
143	независимо от	1	2
144	что именно	1	2
145	с этим	2	2
146	мы можем	6	2
147	хотя и	5	2
148	и как	3	2
149	но в	12	2
150	в целом	6	2
151	все эти	7	2
152	в нашем	5	2
153	и и	1	2
154	в дальнейшем	1	2
155	и до	2	2
156	выводу что	1	2
157	как он	1	2
158	для обозначения	1	2
159	и всей	2	2
160	к выводу	1	2
161	что она	1	2
162	в нем	9	2
163	всех этих	2	2
164	не значит	3	2
165	и связанные	1	2
166	чем те	1	2
167	его от	1	2
168	же не	2	2
169	и с	9	2
170	к другу	1	2
171	разница между	1	2
172	правильным но	1	2
173	xx в	2	2
174	в жизни	1	2
175	в один	1	2
176	как символ	1	2
177	если угодно	2	2
178	и более	2	2
179	для этого	6	2
180	нас к	2	2
181	она не	3	2
182	у него	1	2
183	до того	1	2
184	но даже	4	2
185	а мы	2	2
186	не знали	2	2
187	и здесь	5	2
188	могут быть	2	2
189	существенного значения	1	2
190	ничего общего	7	2
191	как они	1	2
192	значения и	1	2
193	в более	1	2
194	что у	3	2
195	в образе	1	2
196	что от	1	2
197	с ним	7	2
198	означает что	1	2
199	и поэтому	1	2
200	связь между	1	2
201	в его	9	2
202	в свете	1	2
203	к ней	1	2
204	значит что	7	2
205	этот вопрос	3	2
206	приводит нас	1	2
207	так что	12	2
208	за счет	2	2
209	и никаких	1	2
210	не означает	1	2
211	но что	2	2
212	тут же	4	2
213	не было	5	2
214	такое же	1	2
215	себя и	1	2
216	воспоминания о	1	2
217	с ней	5	2
218	только по	1	2
219	до конца	1	2
220	не на	1	2
221	а не	18	2
222	и непосредственно	1	2
223	его как	3	2
224	воздействовать на	2	2
225	в частности	2	2
226	и потому	7	2
227	там где	1	2
228	быть и	3	2
229	только для	1	2
230	направления в	1	2
231	между прочим	2	2
232	между собой	1	2
233	к вопросу	1	2
234	и для	2	2
235	на новый	2	2
236	или в	4	2
237	когда он	2	2
238	мы должны	7	2
239	обычно не	1	2
240	многих местах	1	2
241	не что	4	2
242	в своих	1	2
243	нас не	5	2
244	также и	16	1
245	же как	3	1
246	таком случае	4	1
247	рассматривается как	1	1
248	этого пения	1	1
249	самом деле	3	1
250	значении этого	1	1
251	только потому	2	1
252	в первом	1	1
253	его чрезвычайно	1	1
254	значение он	1	1
255	что эти	1	1
256	и ее	3	1
257	оно было	1	1
258	должна быть	1	1
259	собственном смысле	1	1
260	и за	2	1
261	и могут	2	1
262	мы уже	4	1
263	из всех	1	1
264	самые разнообразные	1	1
265	в русских	1	1
266	что если	1	1
267	в семье	1	1
268	вопрос о	1	1
269	имеет свою	3	1
270	не символ	6	1
271	говорить о	3	1
272	не вполне	1	1
273	и говорят	1	1
274	и самой	4	1
275	похожи на	1	1
276	которое в	1	1
277	же что	1	1
278	того же	2	1
279	чтобы у	1	1
280	и он	1	1
281	в отличие	2	1
282	ней как	1	1
283	не был	2	1
284	всего этого	1	1
285	в чем	4	1
286	истории в	1	1
287	этих случаях	1	1
288	не отличается	1	1
289	другой более	1	1
