N	2gram	Ircho_Kome_1	Istorich
1	т е	13	29
2	что он	6	24
3	и т	9	19
4	не только	10	18
5	т д	4	18
6	может быть	9	17
7	и в	22	15
8	так как	4	14
9	но и	11	14
10	так же	3	13
11	что в	6	12
12	то что	2	12
13	а в	6	12
14	в этом	3	11
15	об этом	1	11
16	в этих	1	11
17	мы знаем	2	11
18	и не	8	11
19	то же	6	10
20	что они	4	10
21	его в	3	10
22	еще не	2	9
23	все же	3	9
24	в другом	4	9
25	с тем	1	9
26	и здесь	2	9
27	потому что	5	9
28	должны были	8	8
29	он не	3	8
30	один из	5	8
31	мы можем	4	8
32	в нем	4	7
33	таким образом	8	7
34	том что	12	7
35	не в	6	7
36	ничего не	3	7
37	вместе с	2	7
38	сих пор	2	7
39	мы здесь	1	6
40	то это	1	6
41	но в	4	6
42	что это	1	6
43	и что	1	6
44	в его	5	6
45	что и	4	6
46	мы уже	1	6
47	так что	1	6
48	до сих	2	6
49	наряду с	2	6
50	как бы	1	6
51	видно что	1	6
52	в том	11	6
53	только в	3	6
54	же как	3	5
55	представляет собой	1	5
56	как в	5	5
57	с этим	1	5
58	что она	1	5
59	но все	1	5
60	было бы	2	5
61	можно найти	1	5
62	в котором	4	5
63	в русской	1	5
64	на него	4	5
65	можно было	1	5
66	так и	5	5
67	к нему	2	5
68	в одном	8	5
69	прежде всего	5	5
70	к которому	3	5
71	не может	2	5
72	к тому	6	5
73	что эти	1	4
74	со всех	1	4
75	всех сторон	1	4
76	в ней	1	4
77	и на	3	4
78	в себе	2	4
79	в этой	7	4
80	при этом	5	4
81	после этого	1	4
82	таких случаев	1	4
83	они должны	1	4
84	и с	3	4
85	вопрос о	3	4
86	но он	2	4
87	но они	1	4
88	того как	3	4
89	о нем	1	4
90	с одной	3	4
91	у него	3	4
92	тем что	4	4
93	и др	1	4
94	связь с	1	4
95	а потом	1	4
96	но это	2	4
97	одной из	3	4
98	к этой	1	4
99	и другие	1	4
100	они не	1	4
101	в доме	2	3
102	мы не	3	3
103	он был	2	3
104	когда он	1	3
105	он в	1	3
106	из этих	1	3
107	право на	2	3
108	как он	1	3
109	на то	3	3
110	и почему	1	3
111	подобно тому	1	3
112	здесь мы	3	3
113	говорит что	1	3
114	уже знаем	1	3
115	должен был	1	3
116	хотя в	1	3
117	не мог	3	3
118	в их	4	3
119	свет на	1	3
120	что после	3	3
121	и его	8	3
122	как будто	2	3
123	общественное мнение	1	3
