N	2gram	Losev_Prob_2	Literetu
1	и не	37	22
2	и в	35	16
3	при этом	3	15
4	в этом	17	14
5	не только	24	14
6	но и	16	14
7	в том	12	12
8	может быть	18	12
9	а не	10	12
10	то что	38	12
11	в частности	5	11
12	не в	2	10
13	такого рода	15	10
14	то же	5	9
15	так и	7	9
16	в то	6	9
17	того что	12	9
18	в этой	9	8
19	том что	19	8
20	не может	13	8
21	как бы	4	8
22	тем самым	7	7
23	только в	14	7
24	со стороны	1	7
25	точки зрения	2	7
26	еще не	10	6
27	с его	1	6
28	в себе	5	6
29	в другом	1	6
30	о том	18	6
31	и его	1	6
32	в его	7	6
33	с другой	6	6
34	к тому	3	6
35	как в	1	5
36	в целом	3	5
37	то есть	39	5
38	лишь в	3	5
39	это не	1	5
40	как и	5	5
41	в основе	3	5
42	этом отношении	1	5
43	что он	4	5
44	в качестве	2	5
45	именно в	1	5
46	а именно	6	5
47	вместе с	2	5
48	особого рода	1	5
49	а в	4	5
50	одним из	1	4
51	но не	4	4
52	в рамках	1	4
53	хотя и	3	4
54	и если	3	4
55	входит в	2	4
56	должно быть	2	4
57	место в	1	4
58	даже в	2	4
59	не говоря	4	4
60	никогда не	1	4
61	говоря уже	4	4
62	данном случае	5	4
63	а также	2	4
64	с одной	5	4
65	в одном	1	4
66	как будто	6	4
67	до конца	1	4
68	одной стороны	5	4
69	в данном	10	4
70	и для	6	4
71	отношения к	1	3
72	самом деле	4	3
73	свое место	2	3
74	для которого	1	3
75	едва ли	9	3
76	той же	2	3
77	с ее	1	3
78	но уже	5	3
79	отнюдь не	5	3
80	и как	4	3
81	и наконец	3	3
82	и к	3	3
83	но в	6	3
84	то в	1	3
85	бы и	7	3
86	в глазах	1	3
87	и тем	4	3
88	в слове	3	3
89	по своей	1	3
90	потому что	13	3
91	в области	6	3
92	уже о	4	3
93	все еще	4	3
94	еще в	2	3
95	обратим внимание	1	3
96	прежде всего	11	3
97	между тем	1	3
98	все время	1	3
99	совершенно не	2	3
100	уже не	8	3
101	в самом	5	3
102	те кто	1	3
103	о чем	6	3
104	мира в	1	3
105	и а	2	3
106	как это	1	3
107	тому как	3	3
108	мыслится как	1	3
109	как на	2	3
110	том числе	2	3
111	которой она	1	2
112	субъект и	1	2
113	для своего	1	2
114	как мы	5	2
115	вопрос о	3	2
116	не вполне	4	2
117	на себя	1	2
118	я не	1	2
119	мы и	6	2
120	то это	3	2
121	и на	5	2
122	время в	1	2
123	бы то	2	2
124	во всех	2	2
125	а и	1	2
126	отношение к	1	2
127	и вовсе	6	2
128	оказывается не	1	2
129	стороны и	4	2
130	все же	8	2
131	могли бы	3	2
132	как таковое	1	2
133	не знает	3	2
134	так или	6	2
135	представляет собой	2	2
136	раз в	1	2
137	им в	1	2
138	на то	6	2
139	в случае	3	2
140	все они	1	2
141	в нем	1	2
142	чтобы он	1	2
143	о которой	1	2
144	подобно тому	2	2
145	то ни	3	2
146	и с	10	2
147	в глубине	1	2
148	его в	3	2
149	знает что	2	2
150	было бы	8	2
151	и даже	11	2
152	здесь это	1	2
153	той или	5	2
154	она и	2	2
155	далеко не	4	2
156	несмотря на	3	2
157	и тогда	1	2
158	еще раз	1	2
159	и при	2	2
160	и ее	2	2
161	в советской	2	2
162	к предмету	3	2
163	ни было	1	2
164	в конце	7	2
165	и наоборот	1	2
166	по себе	8	2
167	нас к	1	2
168	не менее	13	2
169	для меня	5	2
170	с которой	3	2
171	как о	3	2
172	того чтобы	2	2
173	о природе	1	2
174	жизни не	1	2
175	как раз	8	2
176	другой стороны	5	2
177	целом и	1	2
178	у нас	18	2
179	же самое	6	2
180	числе и	2	2
181	этот путь	1	2
182	для себя	9	2
183	вещей в	1	2
184	то она	1	2
185	и сам	2	2
186	что у	1	2
187	здесь как	2	2
188	мира и	1	2
189	если бы	4	2
190	о нем	2	2
191	одного из	1	2
192	можно сказать	6	2
193	складывается из	1	2
194	что и	2	2
195	во всей	1	2
196	и только	4	2
197	в ту	1	2
198	и об	1	2
199	но с	1	2
200	и одновременно	1	2
201	здесь не	2	2
202	собой но	2	2
203	связи с	5	2
204	ни с	2	2
205	тем что	4	2
206	для того	3	2
207	это будет	3	2
208	или иной	5	2
209	или иначе	6	2
210	себя и	1	2
211	что не	5	2
212	а на	1	2
213	не означает	1	2
214	не знаю	1	2
215	если не	4	2
216	все более	1	2
217	так же	5	2
218	и потому	1	2
219	а так	1	2
220	быть только	3	2
221	если это	2	2
222	на свете	4	2
223	один из	3	2
224	это последнее	1	2
225	под знаком	1	2
226	сознания и	2	2
227	что в	11	2
228	внимание на	3	2
229	же в	1	2
230	оно не	3	2
231	еще и	5	2
232	ее в	1	2
233	в своих	3	2
234	к этому	1	2
235	была бы	1	1
236	и т	6	1
237	и хотя	2	1
238	и то	10	1
239	на самом	4	1
240	это и	3	1
241	и есть	4	1
242	с целым	1	1
243	от самого	2	1
244	из самых	2	1
245	по преимуществу	2	1
246	и до	1	1
247	в какой-то	2	1
248	все те	1	1
249	с таким	1	1
250	по его	1	1
251	обойтись без	3	1
252	мы уже	3	1
253	и совсем	2	1
254	исследования в	2	1
255	говорить о	10	1
256	что иное	3	1
257	и со	1	1
258	в ней	2	1
259	и отражения	1	1
260	который может	1	1
261	он был	1	1
262	он сам	3	1
263	одного человека	1	1
264	иное как	3	1
265	мысли и	2	1
266	сознания а	1	1
267	тем как	1	1
268	очень важным	1	1
269	к которой	1	1
270	сам собою	1	1
271	если в	1	1
272	не просто	11	1
273	друг от	2	1
274	нет и	3	1
275	этих словах	1	1
276	сама по	4	1
277	к сожалению	6	1
278	здесь очевидно	1	1
279	в истории	3	1
280	первый взгляд	1	1
281	независимо от	2	1
282	поскольку они	1	1
283	с этим	5	1
284	в своем	4	1
285	перед нами	2	1
286	это тоже	3	1
287	более или	4	1
288	говорится в	1	1
289	или иную	1	1
290	видения мира	1	1
291	и переходит	1	1
292	в нашем	3	1
293	бы не	3	1
294	и и	1	1
295	ни одна	1	1
296	уже в	3	1
297	за рамки	1	1
