N	3gram	Vinokur_St_3	Vladivir
1	в том что	11	10
2	тем не менее	2	9
3	о том что	4	8
4	с точки зрения	4	6
5	вместе с тем	1	6
6	не может быть	5	6
7	более или менее	1	5
8	что же касается	1	5
9	в конце концов	3	5
10	и в этом	2	5
11	никогда не был	1	4
12	в то время	4	4
13	в этом смысле	4	3
14	то что в	1	3
15	во всяком случае	4	3
16	с одной стороны	2	3
17	в то же	3	3
18	в году в	1	3
19	как мы видели	1	3
20	что несмотря на	1	2
21	иметь в виду	1	2
22	сам по себе	1	2
23	в этом отношении	4	2
24	независимо от того	2	2
25	а с другой	2	2
26	нельзя сказать что	2	2
27	в своих ранних	1	2
28	себе отчет в	2	2
29	только в виде	2	2
30	то время как	4	2
31	так или иначе	1	2
32	в связи с	3	2
33	на себя внимание	1	2
34	с другой стороны	4	2
35	обращает на себя	1	2
36	то же время	3	2
37	что это есть	2	2
38	на то что	3	2
39	к тому что	2	2
40	а иной раз	1	1
41	вышли в свет	1	1
42	является как раз	1	1
43	потому что он	2	1
44	на вопрос что	1	1
45	не может не	1	1
46	то можно сказать	1	1
47	в абсолютном и	1	1
48	не теряя своей	1	1
49	интереснее всего в	1	1
50	потому что в	1	1
51	между прочим и	1	1
52	так как в	1	1
53	и так сказать	1	1
54	и с этим	1	1
55	том что он	1	1
56	с которым мы	1	1
57	в том же	1	1
58	хочет сказать что	1	1
59	на эти темы	1	1
60	до сих пор	2	1
61	начала до конца	1	1
62	она тем что	1	1
63	в этой статье	2	1
64	выходила за рамки	1	1
65	что в смысле	1	1
66	ко всему этому	1	1
67	с тем что	3	1
68	можно было бы	1	1
69	отличается тем что	1	1
70	благодаря тому что	1	1
71	отчет в том	1	1
72	с этой точки	1	1
73	и не в	2	1
74	по этому поводу	2	1
75	и тем не	2	1
76	в своей статье	1	1
77	ни в какой	1	1
78	с теми кто	1	1
79	вопрос о том	1	1
80	в течение всей	2	1
81	в этой области	2	1
82	и если в	1	1
83	он не понимает	1	1
84	объясняется слишком большой	1	1
85	не только в	3	1
86	не говоря уже	1	1
87	это объясняется слишком	1	1
88	является как можно	1	1
89	если не считать	1	1
90	можно сказать так	1	1
91	в известном смысле	1	1
92	этого нового этапа	1	1
93	что из всех	1	1
94	целым рядом других	1	1
95	но можно и	1	1
96	кроме того в	1	1
97	хотя бы на	1	1
98	то что он	1	1
99	это есть не	1	1
100	иной раз даже	1	1
101	в каком смысле	2	1
102	его работе о	1	1
103	такая точка зрения	1	1
104	этой точки зрения	1	1
105	а то что	1	1
106	и ни в	1	1
107	но в конце	1	1
108	с начала до	1	1
109	но уже в	1	1
110	в этом же	1	1
111	в одно целое	1	1
112	к этим трем	1	1
113	и что если	1	1
114	с самого начала	2	1
115	не только не	1	1
116	уже в году	1	1
117	в самом деле	1	1
118	в каждой из	1	1
119	той или иной	1	1
120	и в результате	1	1
121	в данном отношении	1	1
122	в его работе	2	1
123	заключается в том	2	1
124	но очень важно	1	1
125	отдает себе отчет	1	1
126	это вполне понятно	1	1
127	именно то что	1	1
128	в том смысле	2	1
129	и больше ничего	1	1
130	на то как	1	1
131	тем что в	2	1
132	для того чтобы	1	1
133	в россии был	1	1
134	ее содержания и	1	1
135	от того кто	1	1
136	то же самое	1	1
137	сказать что это	1	1
