N	4gram	Vinokur_Vv_1	Istorich
1	с этой точки зрения	1	3
2	и т д в	2	2
3	но в том-то и	1	2
4	только в том чтобы	1	1
5	бы то ни было	1	1
6	и т д эти	1	1
7	том-то и дело что	1	1
8	и т д но	5	1
9	точно так же как	1	1
10	как мы уже знаем	1	1
11	и т д и	1	1
12	дело не только в	1	1
13	на вопрос о том	4	1
14	о том что такое	4	1
15	в том-то и дело	1	1
16	не только в том	1	1
17	состоит в том что	2	1
18	а в том чтобы	1	1
19	но дело не только	1	1
20	приводят к тому что	1	1
21	ответ на вопрос что	1	1
22	ответ на этот вопрос	1	1
23	но с другой стороны	1	1
24	ответ на вопрос о	1	1
