N	3gram	Ircho_Kome_2	Hudozhes
1	о том что	4	9
2	и т п	2	8
3	то же время	3	8
4	по отношению к	3	8
5	в то же	3	8
6	в том что	5	6
7	в самом деле	1	4
8	можно было бы	2	4
9	в этой связи	1	4
10	к тому что	2	4
11	с точки зрения	1	3
12	в связи с	3	3
13	и в самом	1	3
14	тем не менее	1	3
15	только потому что	2	2
16	того или иного	1	2
17	только в том	1	2
18	что он не	1	2
19	в первую очередь	3	2
20	до сих пор	2	2
21	не только в	1	2
22	если говорить о	1	2
23	так или иначе	3	2
24	в этих словах	1	2
25	что у него	2	2
26	связи с этим	1	2
27	вместо того чтобы	1	2
28	не может быть	1	2
29	речь идет о	2	2
30	во второй половине	1	2
31	не означает что	1	1
32	одних и тех	2	1
33	в этом смысле	2	1
34	что у нее	1	1
35	в одной из	2	1
36	в цитатах из	1	1
37	том случае если	1	1
38	и в то	1	1
39	с самого начала	1	1
40	более или менее	1	1
41	и та же	1	1
42	по своему содержанию	1	1
43	в отличие от	2	1
44	в том случае	1	1
45	и тех же	2	1
46	тому и другому	1	1
47	в это время	2	1
48	не в его	1	1
49	в первом случае	1	1
50	молодого человека с	1	1
51	по своему происхождению	1	1
52	поэтому когда в	1	1
53	так и в	1	1
54	в нем не	2	1
55	за последние десятилетия	1	1
56	во всяком случае	2	1
57	одна и та	1	1
58	как будто бы	1	1
59	в свою очередь	1	1
60	было ясно что	1	1
61	едва ли можно	3	1
62	утра до вечера	1	1
63	но в этом	1	1
64	но все же	1	1
65	ни у кого	1	1
66	за то что	4	1
67	друг от друга	1	1
68	на пути к	2	1
69	приходит в голову	1	1
70	с одной стороны	2	1
71	друг с другом	2	1
72	в ответ на	2	1
73	легко представить себе	1	1
74	с утра до	1	1
75	в этом фрагменте	1	1
