1	то есть	20	39
2	то что	8	38
3	вовсе не	7	37
4	и не	7	37
5	и в	41	35
6	не есть	2	33
7	сказать что	1	24
8	не только	5	24
9	том что	4	19
10	о том	6	18
11	даже и	1	18
12	у нас	1	18
13	может быть	4	18
14	в этом	15	17
15	но и	9	16
16	такого рода	1	15
17	только в	6	14
18	во всяком	2	13
19	и что	1	13
20	потому что	5	13
21	не может	3	13
22	также и	2	12
23	в том	11	12
24	того что	2	12
25	так что	1	11
26	что в	9	11
27	в таком	1	11
28	не будет	1	11
29	и даже	1	11
30	прежде всего	11	11
31	значения и	1	11
32	не просто	2	11
33	а не	2	10
34	тем более	1	10
35	ничего не	4	10
36	и то	2	10
37	еще не	2	10
38	всяком случае	1	10
39	в данном	2	10
40	и с	4	10
41	едва ли	1	9
42	в этой	13	9
43	только на	2	9
44	если мы	1	9
45	было бы	4	8
46	при помощи	1	8
47	уже не	2	8
48	в виду	4	8
49	есть только	1	8
50	значение и	1	8
51	по себе	1	8
52	все же	1	8
53	есть нечто	1	7
54	все эти	13	7
55	совсем не	3	7
56	в конце	8	7
57	не имеет	3	7
58	конце концов	4	7
59	тем самым	3	7
60	мы не	2	7
61	в его	12	7
62	так и	10	7
63	так как	3	7
64	в виде	1	6
65	а только	2	6
66	есть не	2	6
67	и для	5	6
68	ни в	6	6
69	другими словами	2	6
70	что все	2	6
71	в области	2	6
72	в то	10	6
73	но это	3	6
74	же самое	1	6
75	но в	8	6
76	о чем	1	6
77	так же	5	5
78	то же	13	5
79	в частности	1	5
80	и все	14	5
81	по своему	2	5
82	представление о	1	5
83	и без	1	5
84	с этим	2	5
85	как мы	11	5
86	указывает на	1	5
87	но уже	1	5
88	данном случае	1	5
89	же это	1	5
90	как и	14	5
91	в связи	2	5
92	можно было	3	5
93	кроме того	3	5
94	еще и	1	5
95	в себе	11	5
96	связи с	1	5
97	этом смысле	1	5
98	в самом	1	5
99	и на	4	5
100	есть то	2	5
101	и это	5	5
102	не могут	1	4
103	слова и	1	4
104	в область	3	4
105	все это	10	4
106	что на	1	4
107	и здесь	4	4
108	или вообще	1	4
109	которой он	2	4
110	и есть	3	4
111	и о	1	4
112	и самого	2	4
113	как бы	7	4
114	мы говорим	1	4
115	их в	2	4
116	но только	1	4
117	или по	1	4
118	и как	2	4
119	в результате	2	4
120	тот же	2	4
121	не был	1	4
122	что он	3	4
123	и тем	1	4
124	но не	1	4
125	есть в	6	4
126	на самом	2	4
127	а в	5	4
128	далеко не	2	4
129	таким образом	19	4
130	и самый	1	4
131	тем что	3	4
132	в каком	1	4
133	в своем	9	4
134	более или	2	4
135	в отношении	3	4
136	самом деле	1	4
137	есть прежде	1	4
138	или менее	2	4
139	на первый	1	4
140	в этих	2	4
141	но именно	3	4
142	не будем	1	4
143	несмотря на	3	3
144	и всякий	1	3
145	в их	3	3
146	в своих	1	3
147	только и	1	3
148	хотя и	4	3
149	только его	1	3
150	и их	3	3
151	не что	1	3
152	все что	4	3
153	мы здесь	2	3
154	при этом	3	3
155	том или	1	3
156	в истории	1	3
157	не являются	1	3
158	оказывается что	3	3
159	первый план	1	3
160	и наконец	4	3
161	я могу	1	3
162	один из	1	3
163	уже в	5	3
164	уже и	1	3
165	и по	3	3
166	одна из	4	3
167	в свете	3	3
168	нельзя было	1	3
169	нас в	3	3
170	на том	2	3
171	к тому	2	3
172	или даже	1	3
173	не знаем	2	3
174	но эта	1	3
175	бы в	2	3
176	как только	1	3
177	о котором	2	3
178	что слово	1	3
179	и пусть	1	3
180	для них	1	3
181	при всех	1	3
182	теории и	1	3
183	это отношение	1	3
184	его в	3	3
185	мы бы	1	3
186	мы уже	12	3
187	оно не	2	3
188	в основе	1	3
189	нас не	2	3
190	никто не	10	3
191	от всего	1	3
192	ничего общего	1	3
193	не знает	3	3
194	в нашем	1	3
195	в значительной	2	3
196	в слове	1	3
197	иное как	1	3
198	он сам	1	3
199	и к	5	3
200	она не	1	3
201	не было	3	3
202	должны были	1	3
203	мы еще	1	3
204	есть элемент	1	3
205	по этому	3	3
206	здесь только	2	3
207	в каком-то	1	3
208	с самого	2	3
209	что иное	1	3
210	иной раз	1	3
211	как о	3	3
212	и от	8	3
213	каждый раз	1	3
214	мы в	2	3
215	с тем	1	3
216	ли он	1	3
217	относятся к	1	3
218	это и	1	3
219	что они	1	3
220	одновременно и	2	3
221	но даже	1	3
222	и времени	2	2
223	это было	2	2
224	его от	1	2
225	учение о	2	2
226	это движение	2	2
227	не годится	1	2
228	к нему	5	2
229	язык и	1	2
230	в ней	5	2
231	здесь как	2	2
232	ведь все	3	2
233	пространстве и	3	2
234	до наших	1	2
235	вещь и	1	2
236	точки зрения	5	2
237	перед нами	2	2
238	а скорее	1	2
239	имеет ничего	1	2
240	вместе с	5	2
241	это в	3	2
242	себе и	1	2
243	здесь не	1	2
244	от друга	1	2
245	значение как	1	2
246	является для	1	2
