N	3gram	Voloshinov_1	DiskursI
1	в том что	1	6
2	то же время	7	5
3	как и в	1	5
4	в этом отношении	2	4
5	в то же	9	4
6	не может быть	2	3
7	и все же	1	3
8	о том что	2	3
9	той или иной	3	3
10	и того же	1	2
11	в этом случае	3	2
12	с точки зрения	5	2
13	и не может	1	2
14	заключает в себе	4	2
15	одно и то	3	2
16	содержит в себе	1	2
17	в качестве примера	1	2
18	и то же	3	2
19	но при этом	2	2
20	и как бы	1	2
21	на первый взгляд	1	2
22	это еще не	1	2
23	одного и того	1	2
24	по большей части	1	2
25	в русской литературе	1	2
26	в другом месте	1	1
27	не является ни	1	1
28	прежде всего на	1	1
29	прежде всего в	3	1
30	и вследствие этого	2	1
31	в самом деле	1	1
32	же время и	1	1
33	не должно быть	2	1
34	того или иного	5	1
35	с другой стороны	1	1
36	одного из героев	1	1
37	и в то	2	1
38	что в одном	1	1
39	и т.п но	2	1
40	при этом не	1	1
41	одном и том	1	1
42	отнюдь не является	1	1
43	в этой структуре	1	1
44	в значительной степени	2	1
45	дело не с	1	1
46	мы все же	1	1
47	внутренним и внешним	1	1
48	и том же	1	1
49	в нашем языке	1	1
50	и той же	2	1
51	ближе к тому	1	1
52	могло бы стать	1	1
53	решающую роль в	1	1
54	и т.п или	1	1
55	даже если в	1	1
56	которое может быть	3	1
57	между внутренним и	1	1
58	та или иная	1	1
59	равно как и	2	1
60	с самого начала	4	1
61	это отнюдь не	1	1
62	но все эти	1	1
63	мысль о том	1	1
64	в конечном счете	1	1
65	тем что он	1	1
66	двух точек зрения	1	1
67	друг друга и	1	1
68	можно сказать что	2	1
69	и есть не	1	1
70	в большинстве случаев	1	1
71	одной и той	2	1
72	тем не менее	1	1
73	о том какое	1	1
74	уже как бы	1	1
75	все то что	2	1
76	по крайней мере	1	1
77	не говоря уже	1	1
