N	2gram	Vygotskiy__2	StatiiOP
1	и в	15	25
2	в этом	19	24
3	в том	33	20
4	что он	12	19
5	может быть	9	19
6	тем что	2	19
7	что в	14	19
8	что это	6	16
9	том что	27	15
10	в этой	6	14
11	не только	15	12
12	в его	2	12
13	то что	20	12
14	в этих	2	11
15	так что	1	11
16	таким образом	14	10
17	прежде всего	4	10
18	и не	7	10
19	у него	2	9
20	но и	10	9
21	все это	4	8
22	о том	9	8
23	в языке	1	8
24	как например	2	8
25	это было	1	8
26	в своих	1	8
27	с этим	3	7
28	это не	5	7
29	было бы	10	7
30	не может	9	7
31	точки зрения	26	7
32	что такое	1	7
33	место в	1	6
34	и на	1	6
35	как в	4	6
36	из этих	4	6
37	не в	8	6
38	между тем	1	6
39	только в	4	6
40	в области	1	6
41	как бы	7	6
42	а в	4	6
43	как на	1	6
44	отношения между	3	5
45	то же	5	5
46	ответ на	1	5
47	то обстоятельство	1	5
48	независимо от	4	5
49	говорит что	5	5
50	но в	6	5
51	на то	6	5
52	он не	7	5
53	об этом	3	5
54	ни в	2	5
55	мы имеем	3	5
56	в котором	2	5
57	потому что	7	5
58	обстоятельство что	1	5
59	и это	3	5
60	так и	8	5
61	в них	4	5
62	с другой	6	5
63	связано с	1	5
64	а не	3	5
65	того что	17	5
66	другой стороны	1	5
67	что эти	1	4
68	в которой	4	4
69	из которых	3	4
70	в чем	1	4
71	точка зрения	3	4
72	в общем	3	4
73	все же	4	4
74	и к	6	4
75	в целом	10	4
76	состоит в	3	4
77	лишь в	3	4
78	на протяжении	2	4
79	этом смысле	2	4
80	и тем	2	4
81	в жизни	1	4
82	с тем	1	4
83	как и	6	4
84	в эту	4	4
85	у нас	1	4
86	с точки	18	4
87	ничего не	3	4
88	к ней	2	4
89	этом отношении	3	4
90	связана с	4	4
91	отличается от	1	4
92	в ней	1	4
93	и с	4	4
94	если бы	8	4
95	можно сказать	2	4
96	а также	2	4
97	к нему	1	4
98	мы видим	4	4
99	всего в	1	4
100	в качестве	4	4
101	и др	5	4
102	в начале	4	4
103	всяком случае	6	4
104	в особенности	1	4
105	должна была	1	4
106	в речи	1	4
