N	3gram	Vygotskiy__5	Vladivir
1	в том что	11	9
2	в связи с	1	8
3	во всяком случае	1	6
4	в то время	4	6
5	тем не менее	1	6
6	и то что	2	5
7	как это мы	1	4
8	само собой разумеется	1	3
9	более или менее	1	3
10	с точки зрения	9	3
11	в отличие от	2	3
12	в то же	1	3
13	то что он	2	3
14	о том что	4	3
15	сказать что в	1	2
16	том что он	2	2
17	в том же	1	2
18	на первый план	1	2
19	и что можно	1	2
20	можно было бы	3	2
21	сам по себе	1	2
22	на эту тему	1	2
23	в том чтобы	1	2
24	так как это	3	2
25	в свою очередь	3	2
26	собой разумеется что	1	2
27	не то что	3	2
28	само по себе	2	2
29	заключается в том	5	2
30	а не на	1	2
31	как мы видели	2	2
32	что иное как	1	1
33	не может не	1	1
34	да и в	1	1
35	что в этом	1	1
36	имеет дело с	1	1
37	в которой он	1	1
38	потому что в	2	1
39	и во всяком	1	1
40	и в частности	2	1
41	но и по	1	1
42	в том числе	1	1
43	в этом случае	3	1
44	то что с	1	1
45	действительно то что	1	1
46	они не могут	1	1
47	тот же самый	1	1
48	чтобы иметь возможность	1	1
49	до сих пор	3	1
50	все дело заключается	1	1
51	с ним в	1	1
52	не было бы	1	1
53	в этом отношении	5	1
54	в собственном смысле	1	1
55	кроме того что	1	1
56	на этот вопрос	4	1
57	и в области	2	1
58	вместе с тем	2	1
59	он в своем	1	1
60	чем та которая	1	1
61	в высшей степени	2	1
62	остановиться только на	1	1
63	то время как	4	1
64	его отношение к	2	1
65	нам представляется что	1	1
66	но вместе с	1	1
67	собственном смысле слова	1	1
68	дело заключается в	1	1
69	в первую очередь	1	1
70	не может быть	3	1
71	в свое время	2	1
72	нельзя сказать о	1	1
73	нет никаких оснований	1	1
74	в той же	2	1
75	ничего общего с	2	1
76	как уже сказано	1	1
77	что в этой	1	1
78	и даже с	1	1
79	того что он	1	1
80	что в его	1	1
81	не в результате	1	1
82	со всеми своими	1	1
83	к выводу что	1	1
84	с самого начала	5	1
85	это значит что	4	1
86	в самом деле	2	1
87	но все же	2	1
88	можно сказать что	5	1
89	в этом смысле	1	1
90	и близкий к	1	1
91	то в чем	1	1
92	сказать о понятии	1	1
93	не что иное	1	1
94	должны быть в	1	1
95	сделать то же	1	1
96	самом деле если	1	1
97	в его сознании	1	1
98	в этот период	2	1
99	а в результате	1	1
100	никак не может	1	1
101	для того чтобы	14	1
102	как нам представляется	1	1
103	при этом она	1	1
