N	3gram	Bakhtin_Fr_1	Dialekti
1	с точки зрения	3	14
2	не может быть	1	6
3	в самом деле	1	5
4	на первый план	1	4
5	и не только	1	3
6	как раз и	2	3
7	сами по себе	1	3
8	с одной стороны	2	3
9	в том что	6	3
10	то что мы	1	3
11	и прежде всего	3	3
12	жизни и мира	1	2
13	и в чем	1	2
14	не могут быть	1	2
15	с другой стороны	1	2
16	во всяком случае	1	2
17	той или иной	5	2
18	в вопросе о	1	2
19	для нас в	1	2
20	к тому же	1	2
21	и пр и	1	1
22	и всякого рода	1	1
23	тело и не	1	1
24	имеем в виду	1	1
25	мы уже сказали	3	1
26	на самом деле	2	1
27	перестал бы быть	1	1
28	мы вовсе не	1	1
29	может быть отнесена	1	1
30	что с точки	1	1
31	до сих пор	4	1
32	и не может	1	1
33	в мифологии и	1	1
34	чем иным как	1	1
35	на что не	1	1
36	в этом отношении	3	1
37	и по его	1	1
38	это вовсе не	1	1
39	на первом плане	1	1
40	конечно с точки	1	1
41	может быть только	1	1
42	и в частности	2	1
43	в последнее время	1	1
44	в применении к	3	1
45	не чем иным	1	1
46	и потому он	1	1
47	в них как	1	1
48	и не вполне	1	1
49	того что не	1	1
50	по своему существу	2	1
51	ни на что	1	1
52	это конечно не	1	1
53	он дает в	2	1
54	и в том	2	1
55	то же время	1	1
56	в нем нет	1	1
57	и пр в	1	1
58	вовсе не в	2	1
59	жизни и смерти	1	1
60	дает в сущности	1	1
61	в одном из	1	1
62	от средневекового и	1	1
63	мифологии и в	1	1
64	мы имеем в	1	1
65	на государственную и	1	1
66	в то же	1	1
67	в связи с	1	1
68	это не просто	1	1
69	тех или иных	1	1
70	пр и пр	1	1
71	но еще и	1	1
