N	3gram	Tiupa_Disk_2	StatiiOP
1	в том что	6	11
2	не может быть	3	5
3	по крайней мере	1	4
4	с точки зрения	2	4
5	в этом отношении	4	4
6	во всяком случае	1	4
7	с другой стороны	1	4
8	о том что	3	4
9	состоит в том	2	3
10	прежде всего в	1	3
11	не в том	1	3
12	то же время	5	3
13	в то же	4	3
14	но это не	1	3
15	тем что он	1	2
16	с одной стороны	4	2
17	между тем как	1	2
18	с самого начала	1	2
19	а с другой	1	2
20	тем не менее	1	2
21	можно сказать что	1	1
22	и может быть	2	1
23	одних и тех	1	1
24	бог сойти с	1	1
25	потому что в	1	1
26	и той же	1	1
27	в самом деле	1	1
28	сойти с ума	1	1
29	что же касается	2	1
30	говоря уже о	1	1
31	не дошли но	1	1
32	в такого рода	2	1
33	дошли но есть	1	1
34	нас не дошли	1	1
35	в наше время	2	1
36	в европейской поэзии	1	1
37	и тех же	1	1
38	а также от	1	1
39	что в них	1	1
40	в частности на	1	1
41	что касается второго	1	1
42	то что в	1	1
43	и в частности	1	1
44	на мой взгляд	2	1
45	в применении к	1	1
46	и мн др	2	1
47	по большей части	2	1
48	в такой же	1	1
49	в той или	1	1
50	не дай мне	1	1
51	до нас не	1	1
52	в свое время	2	1
53	чем у пушкина	1	1
54	во главе с	1	1
55	в этом жанре	1	1
56	в одном из	1	1
57	той или иной	3	1
58	речь идет о	1	1
59	не менее в	1	1
60	мне бог сойти	1	1
61	что этот человек	1	1
62	или иной мере	1	1
63	одной и той	1	1
64	дай мне бог	1	1
65	значении этого термина	1	1
66	в русской литературе	2	1
67	жизни но это	1	1
68	не говоря уже	1	1
