N	4gram	Vygotskiy__1	Dialekti
1	одно и то же	1	4
2	не что иное как	1	3
3	в то время как	5	3
4	т д и т	1	2
5	только тогда когда оно	1	2
6	д и т д	1	2
7	и т д и	1	2
8	если принять во внимание	1	2
9	т д все это	1	1
10	сами по себе не	1	1
11	с одной стороны и	1	1
12	точно так же как	1	1
13	и т д все	1	1
14	вопрос о том что	1	1
15	надо сказать что здесь	1	1
16	не в том что	1	1
17	до тех пор пока	1	1
18	в том что она	2	1
19	так же как и	1	1
20	заключается в том что	3	1
21	по самой своей природе	1	1
22	что на самом деле	1	1
