N	3gram	Vinokur_Ku_1	Myshleni
1	в том что	15	21
2	с точки зрения	9	18
3	для того чтобы	15	10
4	с одной стороны	1	7
5	заключается в том	2	7
6	в зависимости от	5	6
7	в связи с	3	6
8	во всяком случае	5	6
9	не может быть	3	6
10	на то что	2	6
11	по отношению к	8	5
12	можно было бы	3	5
13	на этот вопрос	1	5
14	в самом деле	7	4
15	а с другой	3	4
16	в том чтобы	8	4
17	о том что	5	4
18	состоит в том	3	3
19	в отличие от	1	3
20	в собственном смысле	1	3
21	смысле этого слова	1	3
22	собственном смысле слова	1	3
23	вместе с ним	1	3
24	может рассматриваться как	1	3
25	в этом отношении	5	3
26	на том что	1	2
27	того что в	2	2
28	более или менее	3	2
29	на самом деле	2	2
30	в этом смысле	3	2
31	потому что он	1	2
32	хотя бы и	2	2
33	как увидим ниже	1	2
34	к тому чтобы	1	2
35	должны были бы	1	2
36	не потому что	3	2
37	с помощью которого	1	2
38	само по себе	1	2
39	вовсе не в	1	2
40	и в самом	2	2
41	друг от друга	1	2
42	только тогда когда	1	2
43	мы увидим что	2	2
44	речь идет о	2	2
45	если бы он	1	1
46	и все те	1	1
47	трудно было бы	2	1
48	что в этом	1	1
49	сводится к тому	2	1
50	в силу этого	1	1
51	этой точки зрения	2	1
52	мере того как	3	1
53	иметь в виду	1	1
54	это было бы	1	1
55	ответить на этот	1	1
56	имеем в виду	1	1
57	было бы назвать	1	1
58	в том и	2	1
59	по мере того	3	1
60	оставляя в стороне	1	1
61	о том как	3	1
62	возразить против того	1	1
63	чтобы показать что	1	1
64	и потому что	2	1
65	что с точки	1	1
66	до сих пор	4	1
67	тот или иной	1	1
68	речи все эти	1	1
69	вместо того чтобы	1	1
70	тогда когда он	2	1
71	но для этого	1	1
72	а вместе с	1	1
73	с тем что	1	1
74	которому он принадлежит	1	1
75	в сущности говоря	1	1
76	что в них	2	1
77	со своей точки	1	1
78	точно так же	1	1
79	рано или поздно	2	1
80	того чтобы с	1	1
81	что все это	1	1
82	это же относится	1	1
83	и вовсе не	2	1
84	только для того	1	1
85	в том случае	1	1
86	в целом и	2	1
87	они возникли в	1	1
88	и тогда когда	3	1
89	в применении к	1	1
90	в таких случаях	1	1
91	вопрос об отношении	1	1
92	все же и	1	1
93	не в том	4	1
94	сами по себе	1	1
95	в данный момент	1	1
96	отношении между ними	1	1
97	очень широкое распространение	1	1
98	что для нас	1	1
99	на этот раз	1	1
100	целом и в	1	1
101	справедливо указывает что	1	1
102	что интерес к	1	1
103	отсюда следует что	2	1
104	отношению к которому	1	1
105	со всем тем	1	1
106	друг другу так	1	1
107	дело не в	1	1
108	и тем самым	1	1
109	того чтобы дать	2	1
110	это все же	1	1
111	с другой стороны	6	1
112	невозможно с точки	1	1
113	дальше по пути	1	1
114	так же как	1	1
115	в совершенно ином	1	1
116	что это есть	1	1
117	в самой различной	1	1
118	и все же	1	1
119	то обстоятельство что	8	1
120	том смысле что	1	1
121	против того что	1	1
122	того факта что	1	1
123	том случае если	1	1
124	для данной ситуации	1	1
125	ничего общего с	1	1
126	своей точки зрения	1	1
127	той или иной	1	1
128	еще один пример	1	1
129	по существу это	1	1
130	мы имеем в	1	1
131	только в том	3	1
132	к которому он	1	1
133	и с точки	1	1
134	после того как	1	1
135	когда мы говорим	1	1
136	в том смысле	1	1
137	в известном возрасте	1	1
138	том что он	4	1
139	все это не	3	1
140	они не имеют	1	1
141	как именно в	1	1
142	в свое время	2	1
