N	2gram	Losev_Prob_5	VerxiiNi
1	и в	30	26
2	таким образом	13	22
3	с тем	5	18
4	в этом	17	15
5	вместе с	7	15
6	точки зрения	10	13
7	как бы	6	12
8	в том	12	11
9	из этих	1	10
10	не только	18	10
11	и с	5	10
12	может быть	7	10
13	связи с	7	9
14	в области	2	9
15	так как	6	9
16	но и	13	9
17	что в	5	9
18	но не	7	8
19	главным образом	1	8
20	и у	5	8
21	с другой	6	8
22	и не	12	8
23	но в	9	7
24	но все	4	7
25	из них	2	7
26	том что	17	7
27	потому что	13	7
28	в эпоху	3	7
29	к нему	3	7
30	с одной	3	7
31	то что	18	7
32	а с	4	7
33	одной стороны	3	7
34	того же	4	6
35	представление о	2	6
36	все же	9	6
37	все эти	2	6
38	в себе	4	6
39	всяком случае	2	6
40	с точки	8	6
41	в отношении	3	6
42	к тому	2	6
43	так и	7	6
44	с богами	1	6
45	о том	12	6
46	в конце	8	6
47	что и	6	6
48	несмотря на	6	6
49	и потому	1	6
50	все это	1	6
51	мы должны	1	6
52	во всяком	2	6
53	отношение к	2	5
54	сих пор	2	5
55	и к	4	5
56	тому же	1	5
57	в силу	5	5
58	по крайней	4	5
59	не имеет	1	5
60	того чтобы	2	5
61	никогда не	7	5
62	для того	3	5
63	в его	12	5
64	богов и	4	5
65	крайней мере	4	5
66	до сих	2	5
67	а не	5	5
68	и для	6	5
69	так же	5	5
70	одной из	1	5
71	том числе	2	5
72	в котором	2	4
73	то же	2	4
74	в самом	5	4
75	учение о	3	4
76	в этой	10	4
77	и по	1	4
78	то есть	21	4
79	должен был	1	4
80	он не	3	4
81	далеко не	4	4
82	бога и	1	4
83	и тогда	2	4
84	богами и	2	4
85	в то	4	4
86	в нем	6	4
87	а в	6	4
88	числе и	1	4
89	что оно	1	4
90	и что	6	4
91	и только	2	4
92	только в	9	4
93	к своим	1	4
94	и вместе	1	4
95	ничем не	1	4
96	не может	5	4
97	боги и	2	4
98	из которых	1	4
99	в смысле	4	4
100	и от	1	4
101	что он	7	4
102	в виде	10	4
103	из всех	2	3
104	не вполне	1	3
105	если в	1	3
106	в своем	11	3
107	и нет	2	3
108	когда он	2	3
109	и как	6	3
110	в которой	5	3
111	что это	1	3
112	так или	1	3
113	и те	1	3
114	и если	1	3
115	при этом	4	3
116	и при	1	3
117	оказывается что	4	3
118	тем не	5	3
119	не менее	5	3
120	как о	4	3
121	в других	3	3
122	и о	5	3
123	но по	1	3
124	с самого	1	3
125	на нее	1	3
126	ясно что	4	3
127	можно сказать	6	3
128	в значительной	2	3
129	того что	3	3
130	но с	1	3
131	хотя бы	2	3
132	в качестве	4	3
133	так что	11	3
134	уже не	6	3
135	связывается с	1	3
136	а после	1	3
137	в одном	3	3
138	к ним	1	3
139	и даже	14	3
140	или иначе	1	3
141	с ней	1	3
142	этих богов	1	3
143	в связи	7	3
144	а так	1	3
145	всех богов	3	3
146	с этой	2	3
147	и таким	1	3
148	в результате	7	3
149	у них	1	3
150	конце концов	6	3
151	отношению к	2	3
152	и другие	3	3
153	к этому	2	3
154	в таком	2	3
155	точно так	3	3
156	всем и	1	2
157	и это	1	2
158	его не	2	2
159	мы имеем	2	2
160	надо было	1	2
161	так чтобы	1	2
162	еще не	3	2
163	и на	6	2
164	бы то	2	2
165	с его	1	2
166	в создании	1	2
167	друг на	1	2
168	силы и	1	2
169	в новом	1	2
170	оно является	1	2
171	или иное	1	2
172	на небе	2	2
173	что именно	2	2
174	и наконец	1	2
175	он в	3	2
176	с тех	1	2
177	на то	2	2
178	из этой	1	2
179	не к	2	2
180	не как	1	2
181	из него	1	2
182	состоит в	1	2
183	людей и	13	2
184	то ни	2	2
185	те же	1	2
186	образом если	1	2
187	в них	2	2
188	к которым	1	2
189	на друга	1	2
190	не всегда	3	2
191	и сейчас	2	2
192	не в	7	2
193	иной раз	2	2
194	вплоть до	1	2
195	самого начала	1	2
196	тогда когда	4	2
197	тех пор	1	2
198	героев и	1	2
199	больше чем	2	2
200	в самой	3	2
201	же время	1	2
202	и является	2	2
203	и после	3	2
204	так например	1	2
205	этом отношении	1	2
206	ему в	1	2
207	не потому	1	2
208	под разными	1	2
209	и здесь	1	2
210	не могут	2	2
211	и другой	2	2
212	той или	1	2
213	этого бога	1	2
214	этот путь	1	2
215	ничего общего	1	2
216	значительной мере	2	2
217	то или	1	2
218	в образе	1	2
219	в виду	3	2
220	а также	3	2
221	должно было	1	2
222	добра и	1	2
223	между тем	2	2
224	вслед за	2	2
225	по своей	2	2
226	один из	2	2
227	тот же	3	2
228	очень много	1	2
229	этот факт	1	2
230	от них	2	2
231	со всеми	2	2
232	для всех	1	2
