N	2gram	Losev_Dial_4	Hudozhes
1	в качестве	2	19
2	и не	30	16
3	не только	8	15
4	и в	15	15
5	в том	11	15
6	может быть	17	13
7	в частности	2	13
8	при этом	2	12
9	и его	7	12
10	а в	1	12
11	в этом	11	11
12	в себе	8	11
13	то же	9	10
14	как бы	14	10
15	так и	5	10
16	а не	18	10
17	но и	4	10
18	точки зрения	14	9
19	в его	4	9
20	себя в	2	8
21	бытия я	1	8
22	в душе	1	8
23	я и	1	7
24	отличие от	2	7
25	но в	3	7
26	в отличие	1	7
27	в то	6	7
28	или иной	1	7
29	с другой	1	7
30	с его	5	6
31	отношение к	1	6
32	том что	10	6
33	не в	8	6
34	в основе	10	6
35	же время	6	6
36	в ее	2	6
37	не может	11	6
38	что в	7	6
39	в их	3	5
40	в самом	2	5
41	то что	16	5
42	не предполагает	1	5
43	ни в	8	5
44	тем самым	3	5
45	могут быть	3	5
46	той или	4	5
47	с ее	10	5
48	картина мира	1	5
49	можно сказать	5	5
50	того что	13	5
51	только в	7	5
52	уже не	9	5
53	другой стороны	2	5
54	я с	1	5
55	в нем	5	5
56	отношения к	3	4
57	и то	3	4
58	мы имеем	5	4
59	место в	1	4
60	говорить о	11	4
61	еще не	4	4
62	как к	1	4
63	хотя и	6	4
64	и как	4	4
65	он не	1	4
66	и тем	6	4
67	в своей	3	4
68	личности в	5	4
69	входит в	1	4
70	во времени	1	4
71	со стороны	3	4
72	прежде всего	11	4
73	не знает	1	4
74	как это	2	4
75	сказать что	6	4
76	и ее	8	3
77	в виду	9	3
78	как говорит	1	3
79	субъекта и	5	3
80	в противоположность	2	3
81	в которой	2	3
82	он должен	1	3
83	одно и	1	3
84	лишь в	2	3
85	его в	1	3
86	это не	12	3
87	этом смысле	4	3
88	как и	7	3
89	одного и	1	3
90	с точки	9	3
91	но он	1	3
92	тем не	2	3
93	их в	1	3
94	однако в	2	3
95	в отношении	2	3
96	не менее	2	3
97	как раз	4	3
98	потому что	10	3
99	объекта и	1	3
100	не будет	2	3
101	в пределах	1	3
102	мог бы	2	3
103	если бы	6	3
104	и что	9	3
105	того или	2	3
106	что он	7	3
107	к нему	1	3
108	во втором	1	3
109	во всей	2	3
110	в области	3	3
111	человека к	1	3
112	в данном	3	3
113	в той	1	3
114	и для	5	3
115	таким образом	5	3
116	личности и	10	3
117	в свою	3	3
118	человека и	2	2
119	и это	8	2
120	это и	9	2
121	идет о	1	2
122	к другому	1	2
123	субъект и	1	2
124	и больше	1	2
125	совпадает с	2	2
126	но она	1	2
127	я не	5	2
128	личности с	3	2
129	и на	5	2
130	в чем	8	2
131	коем случае	2	2
132	но как	2	2
133	не входит	1	2
134	за пределы	3	2
135	сама по	5	2
136	данный момент	2	2
137	в своем	5	2
138	это тоже	1	2
139	в себя	5	2
140	все эти	3	2
141	в нашем	1	2
142	бы не	2	2
143	в этой	4	2
144	с их	4	2
145	всей его	2	2
146	не как	4	2
147	в силу	4	2
148	на этом	3	2
149	об этом	3	2
150	по себе	13	2
151	в них	2	2
152	ведет к	1	2
153	с другими	1	2
154	нас самих	1	2
155	от себя	2	2
156	в имени	1	2
157	и более	1	2
158	вовсе не	6	2
159	даже в	1	2
160	дело не	1	2
161	одна из	1	2
162	и притом	3	2
163	не могло	1	2
164	имеем дело	1	2
165	не является	1	2
166	оно не	2	2
167	однако все	1	2
168	и о	8	2
169	того чтобы	5	2
170	свою очередь	2	2
171	тем или	2	2
172	к жизни	3	2
173	роль в	1	2
174	что может	1	2
175	или в	7	2
176	в коем	2	2
177	о том	5	2
178	в глаза	1	2
179	основе своей	1	2
180	я думаю	2	2
181	именно в	5	2
182	а именно	6	2
183	жизнь личности	2	2
184	с одной	1	2
185	есть в	4	2
186	слова не	1	2
187	одно из	1	2
188	никто не	2	2
189	и прежде	1	2
190	в одном	4	2
191	для меня	2	2
192	случае не	2	2
193	для того	5	2
194	чем и	1	2
195	в данный	2	2
196	или иначе	2	2
197	себя и	3	2
198	превращается в	1	2
199	и эстетической	4	2
200	мира в	1	2
201	о себе	1	2
202	так же	4	2
203	и потому	3	2
204	как в	3	2
