N	2gram	Vinokur_Ku_3	Literetu
1	и не	10	22
2	тогда как	1	17
3	и в	23	16
4	при этом	6	15
5	в этом	16	14
6	не только	17	14
7	но и	3	14
8	в том	22	12
9	может быть	14	12
10	а не	11	12
11	то что	4	12
12	в частности	2	11
13	я и	3	10
14	своего рода	2	10
15	не в	5	10
16	то же	6	9
17	так и	6	9
18	в то	3	9
19	того что	11	9
20	том что	11	8
21	не может	6	8
22	как бы	5	8
23	в своей	4	7
24	тем самым	4	7
25	же время	1	7
26	только в	6	7
27	со стороны	1	7
28	точки зрения	23	7
29	я в	3	7
30	еще не	9	6
31	в себе	1	6
32	состоит в	2	6
33	в другом	1	6
34	о том	6	6
35	и его	1	6
36	в его	11	6
37	с другой	7	6
38	к тому	3	6
39	в отличие	2	5
40	отличие от	2	5
41	как в	4	5
42	всего лишь	1	5
43	в целом	4	5
44	тому же	3	5
45	лишь в	8	5
46	это не	3	5
47	как и	5	5
48	что я	1	5
49	в основе	1	5
50	в ее	4	5
51	что он	6	5
52	в качестве	2	5
53	в поэзии	5	5
54	именно в	3	5
55	а именно	3	5
56	вместе с	2	5
57	а в	5	5
58	но не	3	4
59	по отношению	3	4
60	в рамках	5	4
61	хотя и	5	4
62	и если	2	4
63	входит в	1	4
64	должно быть	7	4
65	однако в	2	4
66	даже в	1	4
67	не говоря	2	4
68	никогда не	1	4
69	говоря уже	2	4
70	данном случае	4	4
71	а также	4	4
72	с одной	4	4
73	в начале	1	4
74	в одном	2	4
75	как будто	1	4
76	и ты	1	4
77	одной стороны	4	4
78	в данном	7	4
79	по существу	3	4
80	и для	1	4
81	об искусстве	1	4
82	отношению к	2	4
83	отношения к	1	3
84	например в	1	3
85	самом деле	14	3
86	для которого	2	3
87	той же	3	3
88	в сторону	1	3
89	отнюдь не	3	3
90	и как	2	3
91	и к	3	3
92	но в	2	3
93	то в	3	3
94	бы и	3	3
95	и тем	6	3
96	в слове	4	3
97	в г	1	3
98	с точки	16	3
99	только для	2	3
100	по своей	1	3
101	потому что	12	3
102	в области	14	3
103	уже о	2	3
104	в словах	1	3
105	не случайно	4	3
106	искусства и	1	3
107	прежде всего	9	3
108	между тем	4	3
109	вслед за	1	3
110	все время	1	3
111	совершенно не	5	3
112	уже не	8	3
113	в самом	13	3
114	более того	1	3
115	о чем	2	3
116	как это	7	3
117	в иных	1	3
118	тому как	2	3
119	там где	3	3
120	как на	8	3
121	том числе	2	3
122	второй из	1	2
123	того же	4	2
124	в первом	5	2
125	установка на	3	2
126	поэзии и	1	2
127	как мы	5	2
128	вопрос о	11	2
129	так чтобы	1	2
130	на себя	2	2
131	я не	5	2
132	из того	2	2
133	мы и	1	2
134	то это	3	2
135	и на	1	2
136	время в	3	2
137	бы то	1	2
138	отказ от	1	2
139	легко может	1	2
140	отношение к	3	2
141	оказывается не	1	2
142	все же	5	2
143	когда он	2	2
144	в противоположность	1	2
145	еще на	2	2
146	не знает	2	2
147	он в	2	2
148	раз в	1	2
149	им в	1	2
150	все они	2	2
151	ответственность за	4	2
152	он все	1	2
153	в первой	1	2
154	не как	2	2
155	и вот	3	2
156	том чтобы	4	2
157	то ни	1	2
158	и с	3	2
159	а по	1	2
160	его в	2	2
161	было бы	16	2
162	той или	5	2
163	далеко не	5	2
164	не всегда	1	2
165	несмотря на	1	2
166	еще раз	2	2
167	одно дело	1	2
168	и при	2	2
169	как ты	3	2
170	и ее	1	2
171	всякий раз	1	2
172	не удивительно	1	2
173	одном из	1	2
174	и наоборот	1	2
175	по себе	6	2
176	нас к	2	2
177	не менее	12	2
178	в принципе	1	2
179	мы были	1	2
180	для меня	2	2
181	природа и	1	2
182	как о	3	2
183	того чтобы	11	2
184	о природе	1	2
185	как раз	4	2
186	другой стороны	3	2
187	а лишь	3	2
188	целом и	1	2
189	у нас	10	2
190	же самое	1	2
191	удивительно что	1	2
192	не с	2	2
193	здесь как	2	2
194	если бы	8	2
195	о нем	1	2
196	из рассказа	1	2
197	одного из	1	2
198	можно сказать	2	2
199	во втором	1	2
200	что и	6	2
201	и только	3	2
202	и об	2	2
203	как например	2	2
204	но с	1	2
205	здесь не	2	2
206	с ними	1	2
207	связи с	6	2
208	за ним	1	2
209	для него	1	2
210	тем что	5	2
211	и вместе	1	2
212	для того	12	2
213	это будет	1	2
214	или иной	7	2
215	не надо	1	2
216	что не	4	2
217	выше и	1	2
218	а на	1	2
219	не означает	2	2
220	не знаю	1	2
221	если не	1	2
222	я говорю	1	2
223	так же	2	2
224	и потому	1	2
225	а так	1	2
226	xix века	3	2
227	к жизни	1	2
228	если это	2	2
229	быть не	2	2
230	с этой	3	2
231	один из	4	2
232	по аналогии	1	2
233	что в	13	2
234	внимание на	2	2
235	же в	1	2
236	в свою	1	2
237	эти слова	2	2
238	еще и	2	2
239	к этому	1	2
240	русской литературы	1	2
241	и т	54	1
242	зависимость от	1	1
243	и то	1	1
244	задачи в	1	1
245	на самом	3	1
246	тех же	4	1
247	предыдущем очерке	1	1
248	исходя из	1	1
249	в стороне	1	1
250	это и	3	1
251	идет о	1	1
252	и есть	5	1
253	между двумя	1	1
254	из самых	1	1
255	по преимуществу	3	1
256	все те	2	1
257	с таким	1	1
258	положение при	1	1
259	который в	1	1
260	есть собственно	1	1
261	года не	1	1
262	бы уже	2	1
263	одних и	1	1
264	память о	1	1
265	в последнем	1	1
