N	3gram	Vygotskiy__1	Narrotol
1	в том что	9	8
2	с одной стороны	5	7
3	о том что	7	6
4	в том числе	1	6
5	в отличие от	3	5
6	не может быть	8	5
7	том числе и	1	4
8	в основе своей	1	4
9	к тому же	1	4
10	с другой стороны	5	4
11	можно сказать что	1	4
12	состоит в том	2	3
13	в этом отношении	2	3
14	тем не менее	2	3
15	в свою очередь	1	3
16	что иное как	1	2
17	не может не	1	2
18	мы имеем дело	1	2
19	более или менее	2	2
20	в том или	1	2
21	не только о	1	2
22	подобно тому как	5	2
23	с точки зрения	2	2
24	в таком случае	2	2
25	сами по себе	1	2
26	точно так же	3	2
27	то или иное	2	2
28	ту или иную	1	2
29	не то что	1	2
30	так же как	4	2
31	не что иное	1	2
32	в первом случае	1	2
33	не только в	1	2
34	в себя и	1	2
35	в известном смысле	1	2
36	в связи с	1	2
37	этой точки зрения	5	2
38	то есть в	2	2
39	в конечном счете	3	2
40	речь идет о	1	2
41	том или ином	1	2
42	не в состоянии	3	1
43	и того же	1	1
44	что они хотят	1	1
45	и не быть	1	1
46	что в этом	3	1
47	существенную роль в	1	1
48	и столь же	1	1
49	дело в том	1	1
50	которая может быть	1	1
51	на самом деле	2	1
52	в самом деле	7	1
53	и в особенности	1	1
54	принципиальное различие между	1	1
55	в этом смысле	2	1
56	том что он	1	1
57	то же самое	2	1
58	в том же	1	1
59	же как и	1	1
60	он не может	1	1
61	точку зрения на	1	1
62	до сих пор	3	1
63	имеет место только	1	1
64	в различные эпохи	1	1
65	только то что	1	1
66	независимо от того	1	1
67	и то что	1	1
68	к тому чтобы	3	1
69	в той мере	1	1
70	во всей его	1	1
71	и над ними	1	1
72	может быть только	1	1
73	с этой точки	4	1
74	что оно есть	1	1
75	речь идет не	1	1
76	но в таком	1	1
77	приходит к очень	1	1
78	и не дает	1	1
79	мы не имеем	1	1
80	все равно что	1	1
81	и тот же	1	1
82	и не было	1	1
83	подход к изучению	1	1
84	то что он	1	1
85	быть сведена к	2	1
86	в нем не	1	1
87	в обеих областях	1	1
88	мере в какой	1	1
89	все то что	3	1
90	один и тот	1	1
91	может быть сведена	2	1
92	по себе не	2	1
93	самой по себе	1	1
94	по себе а	2	1
95	так и в	2	1
96	в том чтобы	7	1
97	само по себе	5	1
98	вместить в себя	1	1
99	включает в себя	1	1
100	том что по	1	1
101	может показаться что	1	1
102	как своего рода	1	1
103	идет не только	1	1
104	одного и того	1	1
105	совершенно очевидно что	2	1
106	есть прежде всего	1	1
107	тех или иных	2	1
108	то есть к	2	1
109	той мере в	1	1
110	как и в	4	1
111	поскольку речь идет	1	1
112	кто иной как	1	1
