N	2gram	Tiupa_Disk_1	Problemy
1	и в	16	43
2	и не	11	29
3	может быть	17	23
4	как бы	5	22
5	не может	9	18
6	в пределах	2	16
7	как и	16	14
8	у достоевского	1	14
9	но и	14	14
10	в этом	15	13
11	точки зрения	3	13
12	что он	4	13
13	в нем	9	12
14	в одном	2	12
15	слова в	2	12
16	слова и	1	12
17	не только	28	11
18	в каждом	2	11
19	не в	7	11
20	по себе	3	11
21	и на	5	10
22	но в	8	10
23	как мы	2	10
24	в его	7	10
25	прежде всего	11	10
26	в сущности	2	9
27	еще не	14	9
28	он не	1	9
29	никогда не	2	9
30	в большинстве	1	9
31	то же	7	8
32	слово не	2	8
33	лишь в	4	8
34	для него	4	8
35	с точки	1	8
36	и его	2	8
37	большинстве случаев	1	8
38	или в	2	8
39	перед нами	3	7
40	в самом	3	7
41	к себе	2	7
42	в то	3	7
43	и сам	1	7
44	в другом	2	7
45	до сих	1	7
46	а не	22	7
47	что же	2	7
48	сих пор	1	7
49	то что	5	7
50	так сказать	2	6
51	при этом	13	6
52	к одному	1	6
53	не как	4	6
54	в этих	1	6
55	здесь не	1	6
56	приводит к	2	6
57	о нем	2	6
58	в том	23	6
59	в котором	5	6
60	и все	2	6
61	сам по	1	5
62	самом деле	1	5
63	к другому	2	5
64	и он	2	5
65	но не	11	5
66	по отношению	9	5
67	хотя и	2	5
68	в себе	7	5
69	на то	1	5
70	да и	1	5
71	таким образом	3	5
72	было бы	1	5
73	в слове	1	5
74	это слово	1	5
75	но здесь	1	5
76	о том	8	5
77	и что	2	5
78	же время	4	5
79	к нему	1	5
80	в той	1	5
81	а в	5	5
82	героя и	2	5
83	отношению к	9	5
84	и до	1	4
85	он ничего	1	4
86	а как	1	4
87	мы не	1	4
88	я не	1	4
89	с его	4	4
90	во всех	5	4
91	себе и	1	4
92	отличие от	5	4
93	в своем	6	4
94	такое слово	1	4
95	в произведении	3	4
96	если же	1	4
97	человека в	2	4
98	может стать	1	4
99	рассказчика и	1	4
100	в них	4	4
101	далеко не	10	4
102	во время	1	4
103	в своей	5	4
104	в отличие	5	4
105	как его	2	4
106	к тому	5	4
107	и это	1	4
108	в словах	1	4
109	из одного	1	4
110	по мере	2	4
111	только в	7	4
112	как раз	1	4
113	с другой	10	4
114	до конца	1	4
115	более того	2	4
116	не на	1	4
117	такой как	1	4
118	то есть	20	4
119	не могут	1	4
120	и нет	1	4
121	но это	1	4
122	это он	1	4
123	в результате	1	4
124	речи и	1	4
125	что в	4	4
126	но эти	1	4
127	также и	3	3
128	не хочет	1	3
129	обойтись без	1	3
130	той же	1	3
131	в виду	2	3
132	он сам	1	3
133	что так	1	3
134	за пределы	2	3
135	в одной	3	3
136	стороны и	2	3
137	когда он	2	3
138	и к	4	3
139	более или	2	3
140	только на	1	3
141	тому же	5	3
142	чем у	1	3
143	самим собой	1	3
144	это не	3	3
145	в жизни	1	3
146	или менее	2	3
147	и их	1	3
148	в их	5	3
149	образом и	1	3
150	не должна	1	3
151	в одно	1	3
152	на него	1	3
153	во всем	1	3
154	могут быть	4	3
155	той или	3	3
156	не менее	2	3
157	но при	3	3
158	в себя	5	3
159	чужой речи	1	3
160	так и	8	3
161	не за	1	3
162	если бы	1	3
163	и даже	3	3
164	в различных	2	3
165	между тем	4	3
166	что и	3	3
167	наконец в	1	3
168	здесь в	2	3
169	в формах	1	3
170	том или	1	3
171	и ее	2	3
172	со всеми	1	3
173	себя в	2	3
174	есть в	2	3
175	уже не	4	3
176	в виде	1	3
177	тем что	3	3
178	или иной	5	3
179	по своим	4	3
180	себя и	1	3
181	в рассказе	2	3
182	но для	1	3
183	все же	3	3
184	но зато	2	3
185	не знает	1	3
186	другой стороны	3	3
187	того же	3	3
188	героя в	2	3
189	отношения к	2	2
190	для построения	1	2
191	чтобы не	1	2
192	тем же	1	2
193	из его	1	2
194	и о	4	2
195	вопрос о	1	2
196	во внутреннем	1	2
197	на себя	2	2
198	мы и	1	2
199	в каждой	3	2
200	и сами	1	2
201	быть в	1	2
202	он говорит	1	2
203	в сторону	4	2
204	герой не	1	2
205	отношение к	4	2
206	не входят	1	2
207	опирается на	2	2
208	как в	10	2
209	с этим	3	2
210	и различные	1	2
211	целый ряд	2	2
212	и как	6	2
213	его к	1	2
214	зрения как	1	2
215	в первом	3	2
216	бы и	1	2
217	что это	1	2
218	в целом	4	2
219	из этих	1	2
220	с их	1	2
221	мы обратимся	1	2
222	романе достоевского	1	2
223	на том	2	2
224	внутренней речи	2	2
225	одно и	1	2
226	но все	1	2
227	об этом	2	2
228	из них	3	2
229	которая как	1	2
230	на почве	1	2
231	принадлежащих к	2	2
232	художественного творчества	1	2
233	автора и	1	2
234	том что	19	2
235	и при	1	2
236	что такое	1	2
237	себе а	1	2
238	в которых	4	2
239	мысли и	2	2
240	что было	1	2
241	и то	1	2
242	и герой	2	2
243	раз и	1	2
244	дело в	1	2
245	в процессе	5	2
246	уст в	1	2
247	и без	2	2
248	тем не	1	2
249	и является	1	2
250	что на	1	2
251	перед ним	1	2
252	в категориях	1	2
