N	2gram	Propp_Russ_1	Problema
1	то есть	3	39
2	то что	6	38
3	и не	6	37
4	и в	36	35
5	не только	22	24
6	сказать что	1	24
7	том что	19	19
8	у нас	8	18
9	о том	8	18
10	может быть	8	18
11	в этом	12	17
12	и вообще	1	16
13	настоящее время	3	16
14	но и	16	16
15	в настоящее	3	16
16	что мы	1	14
17	только в	4	14
18	не менее	3	13
19	потому что	10	13
20	не может	4	13
21	и что	4	13
22	во всяком	1	13
23	также и	1	12
24	тем не	3	12
25	того что	4	12
26	в том	17	12
27	не просто	2	11
28	никак не	1	11
29	значения и	2	11
30	так что	2	11
31	что в	19	11
32	в таком	1	11
33	таком случае	1	10
34	говорить о	1	10
35	еще не	4	10
36	всяком случае	1	10
37	ничего не	3	10
38	и с	2	10
39	а не	2	10
40	в данном	1	10
41	в этой	1	9
42	для себя	1	9
43	только на	3	9
44	для нас	6	9
45	значение и	2	8
46	тут же	2	8
47	все же	5	8
48	в виду	1	8
49	было бы	1	8
50	уже не	6	8
51	только о	1	8
52	совсем не	1	7
53	все эти	2	7
54	мы не	6	7
55	не имеет	6	7
56	не является	1	7
57	так и	7	7
58	в его	2	7
59	так как	15	7
60	этом случае	5	7
61	и т	10	6
62	а только	1	6
63	относится к	1	6
64	но в	2	6
65	на то	1	6
66	т д	9	6
67	что все	1	6
68	а а	25	6
69	мы можем	2	6
70	не о	1	6
71	как будто	5	6
72	можно сказать	1	6
73	в виде	6	6
74	ни в	1	6
75	в области	3	6
76	о чем	3	6
77	настоящей работы	1	6
78	но это	4	6
79	и для	2	6
80	в то	1	6
81	то же	3	5
82	между собой	2	5
83	по своему	1	5
84	отнюдь не	2	5
85	с этим	2	5
86	в себе	1	5
87	как и	10	5
88	и без	1	5
89	представление о	3	5
90	и более	2	5
91	связи с	4	5
92	будто бы	6	5
93	и это	1	5
94	как мы	10	5
95	данном случае	1	5
96	можно было	1	5
97	и на	10	5
98	еще и	1	5
99	что не	1	5
100	уже давно	1	5
101	в частности	2	5
102	так же	3	5
103	кроме того	1	5
104	в связи	4	5
105	и все	1	5
106	самом деле	1	4
107	на самом	2	4
108	что если	1	4
109	не вполне	1	4
110	не был	1	4
111	но не	2	4
112	не все	1	4
113	в общем	1	4
114	в своем	3	4
115	и как	2	4
116	что она	2	4
117	всех этих	2	4
118	их в	3	4
119	таким образом	6	4
120	и тем	1	4
121	далеко не	3	4
122	которой он	1	4
123	в этих	3	4
124	или вообще	1	4
125	но если	1	4
126	не будем	3	4
127	собой и	1	4
128	значение слова	1	4
129	для каждого	1	4
130	или другие	2	4
131	что на	4	4
132	не могут	1	4
133	и о	1	4
134	разного рода	1	4
135	если бы	1	4
136	и здесь	2	4
137	значит что	2	4
138	значение в	1	4
139	всякого рода	3	4
140	тот же	1	4
141	что он	1	4
142	есть в	1	4
143	не можем	3	4
144	то и	1	4
145	представить себе	1	4
146	случае не	1	4
147	тем что	4	4
148	и самый	1	4
149	ни о	1	4
150	и следовательно	1	4
151	если не	1	4
152	эта теория	1	4
153	подобного рода	1	4
154	или по	1	4
155	в область	1	4
156	как бы	5	4
157	все это	6	4
158	а в	9	4
159	н г	2	4
160	можно говорить	2	3
161	мы здесь	1	3
162	и должны	1	3
163	в их	4	3
164	мы уже	1	3
165	вопрос о	1	3
166	такое положение	1	3
167	что иное	2	3
168	но даже	2	3
169	большей частью	1	3
170	мы еще	1	3
171	не отличается	1	3
172	в нашем	2	3
173	только тогда	1	3
174	что они	7	3
175	в истории	1	3
176	хотя и	2	3
177	не было	2	3
178	и к	3	3
