N	4gram	Medvedev_V_1	Vladivir
1	в то же время	5	4
2	и в то же	3	2
3	с его точки зрения	1	2
4	мы имеем дело с	1	1
5	уже о том что	1	1
6	говоря уже о том	1	1
7	в силу чего он	1	1
8	в письме к а	1	1
9	одно и то же	1	1
10	в письме к н	2	1
11	не говоря уже о	1	1
12	а в том что	1	1
13	в то время как	1	1
14	и не может быть	2	1
15	и вместе с тем	1	1
16	них не может быть	1	1
17	письме к н н	1	1
18	из них не может	1	1
19	нет и не может	1	1
20	к н н страхову	1	1
21	по этому поводу с	1	1
22	о том что и	1	1
23	но в то же	1	1
