N	3gram	Potebnia_M_3	VeschiIm
1	и т д	3	20
2	не может быть	3	18
3	это значит что	1	17
4	может быть только	3	6
5	по крайней мере	5	6
6	не есть ни	4	6
7	в том что	16	6
8	на то что	1	6
9	в чем же	1	5
10	одно и то	5	5
11	и то же	5	5
12	в свою очередь	3	5
13	тем не менее	3	5
14	и то что	1	4
15	что не есть	1	4
16	не только в	4	4
17	то же время	5	4
18	от того что	5	4
19	в то же	5	4
20	имя не есть	1	3
21	более или менее	3	3
22	в самом деле	1	3
23	подобно тому как	2	3
24	сам по себе	5	3
25	из того что	1	3
26	в собственном смысле	2	3
27	то и другое	1	3
28	вместе с тем	4	3
29	оно есть не	1	3
30	только то что	1	3
31	само по себе	3	3
32	то же понятие	1	3
33	сама по себе	2	3
34	значит что я	1	3
35	есть нечто совершенно	1	2
36	можно сказать что	2	2
37	быть не только	1	2
38	как бы ни	2	2
39	и относится к	1	2
40	что только в	2	2
41	то что оно	1	2
42	в данном случае	1	2
43	в первом случае	2	2
44	только один из	1	2
45	того что она	1	2
46	что в ней	2	2
47	именно тем что	1	2
48	не есть еще	2	2
49	и таким образом	1	2
50	что оно есть	1	2
51	заключается в том	1	2
52	но что же	1	2
53	то или другое	2	2
54	к тому что	2	2
55	так что в	1	2
56	так или иначе	1	2
57	таким образом что	1	1
58	и может быть	2	1
59	все эти признаки	1	1
60	представим себе что	1	1
61	а потом уже	1	1
62	то что я	2	1
63	того что и	1	1
64	только потому что	2	1
65	себя и что	1	1
66	того что в	1	1
67	что то же	1	1
68	а не в	1	1
69	далеко не все	3	1
70	самой по себе	1	1
71	это было бы	1	1
72	мы уже сказали	1	1
73	не входить в	1	1
74	при таких условиях	1	1
75	в себе не	2	1
76	ее отличие от	1	1
77	том что он	2	1
78	потому что я	1	1
79	одной стороны и	1	1
80	что собственно говоря	1	1
81	том что это	1	1
82	до сих пор	3	1
83	и со стороны	1	1
84	сами по себе	1	1
85	что он не	3	1
86	что как бы	1	1
87	по себе и	1	1
88	что не только	1	1
89	та и другая	1	1
90	и говорить о	1	1
91	не могла бы	2	1
92	есть то что	1	1
93	потому что он	3	1
94	общем смысле этого	1	1
95	то время как	1	1
96	и заставляет нас	1	1
97	звук не есть	1	1
98	того что мы	2	1
99	в том чтобы	2	1
100	в понятии и	1	1
101	мы не знаем	2	1
102	таким образом и	1	1
103	с одной стороны	3	1
104	себе не только	1	1
105	смысле этого слова	7	1
106	не есть звук	1	1
107	и звук и	1	1
108	или по крайней	1	1
109	наука в своем	1	1
110	не в том	5	1
111	этот звук не	1	1
112	для себя и	1	1
113	между собою так	2	1
114	только в очень	1	1
115	с другой стороны	4	1
116	только не есть	1	1
117	потому что они	1	1
118	но как о	1	1
119	а в том	5	1
120	самим по себе	1	1
121	нельзя сказать что	2	1
122	с но и	1	1
123	вещь и это	1	1
124	самом общем смысле	1	1
125	сам в себе	1	1
126	и не есть	1	1
127	мы не можем	2	1
128	том смысле что	1	1
129	в то время	4	1
130	или что то	1	1
131	о том что	1	1
132	с этим последним	1	1
133	не только не	2	1
134	видно уже из	1	1
135	именно потому что	1	1
136	с этой стороны	2	1
137	для того чтобы	3	1
138	такое а не	1	1
139	что оно не	1	1
140	в том смысле	3	1
141	что оно существует	1	1
142	друг с другом	1	1
143	и та и	1	1
144	но и то	1	1
145	что и в	3	1
146	только тогда когда	7	1
