N	2gram	Vygotskiy__4	FransuaR
1	и в	20	45
2	и т.п	2	16
3	и не	8	15
4	в этом	24	14
5	но в	3	14
6	не только	15	14
7	во всех	1	13
8	и его	5	13
9	в его	11	13
10	как бы	7	12
11	эти образы	1	12
12	что в	19	12
13	то же	16	11
14	в своем	4	11
15	в то	1	11
16	в нем	2	10
17	и с	4	10
18	как и	9	10
19	в том	42	10
20	но и	9	10
21	прежде всего	2	10
22	в ней	2	8
23	таким образом	25	8
24	в самой	1	8
25	как мы	13	8
26	так же	11	8
27	также и	2	7
28	мы видели	6	7
29	том что	35	7
30	не в	4	7
31	потому что	12	7
32	что и	9	7
33	в конце	1	7
34	все это	1	7
35	здесь не	2	6
36	в этой	3	6
37	он не	1	6
38	мысли и	2	6
39	того чтобы	7	6
40	связи с	3	6
41	так и	5	6
42	что он	6	6
43	так как	10	6
44	для того	5	6
45	одним из	2	5
46	например в	1	5
47	самом деле	7	5
48	на самом	1	5
49	и на	6	5
50	в акте	1	5
51	хотя и	1	5
52	и как	9	5
53	и к	5	5
54	в себя	1	5
55	и у	2	5
56	все эти	5	5
57	на этом	3	5
58	его в	6	5
59	с ним	1	5
60	этом отношении	7	5
61	мы видим	10	5
62	одной из	3	5
63	со всеми	3	5
64	и их	1	5
65	как раз	1	5
66	в связи	3	5
67	не может	6	5
68	но это	1	5
69	же как	6	4
70	мы уже	5	4
71	той же	6	4
72	его не	1	4
73	мы не	1	4
74	в сущности	4	4
75	но не	3	4
76	перед нами	5	4
77	в самом	6	4
78	тому же	6	4
79	по своему	4	4
80	точки зрения	24	4
81	в их	12	4
82	своего рода	1	4
83	в основе	17	4
84	у него	2	4
85	очень часто	2	4
86	и это	2	4
87	можно было	6	4
88	ничего не	1	4
89	и здесь	2	4
90	о том	5	4
91	и во	3	4
92	связаны с	1	4
93	образов и	2	4
94	только в	10	4
95	в первой	1	4
96	с этим	5	4
97	и даже	1	4
98	здесь в	1	4
99	сказать что	6	4
100	а не	7	4
101	его как	1	4
102	как это	9	4
103	и от	3	4
104	бы в	3	4
105	а также	2	4
106	а в	2	4
107	по поводу	1	4
108	такой же	2	4
109	том числе	2	4
110	в приведенном	1	3
111	почти всегда	3	3
112	того же	9	3
113	и он	2	3
114	из этих	2	3
115	как в	5	3
116	как он	4	3
117	но на	1	3
118	вообще не	2	3
119	что она	1	3
120	связанные с	1	3
121	как они	4	3
122	ни в	3	3
123	до сих	1	3
124	нисколько не	2	3
125	в своей	7	3
126	в которых	1	3
127	от его	1	3
128	не менее	3	3
129	но они	2	3
130	не имеет	2	3
131	здесь же	1	3
132	что на	2	3
133	от того	3	3
134	то время	1	3
135	этот момент	1	3
136	нуждается в	1	3
137	это не	5	3
138	именно в	3	3
139	того что	10	3
140	и одновременно	1	3
141	характерно для	1	3
142	словом и	4	3
143	для него	2	3
144	в одном	1	3
145	но он	1	3
146	еще и	1	3
147	о чем	1	3
148	вместе с	8	3
149	в течение	1	3
150	но этот	1	3
151	по существу	3	3
152	сих пор	1	3
153	и для	4	3
154	с помощью	31	3
155	на этот	3	3
156	и другие	9	3
157	и наиболее	1	2
158	ту же	2	2
159	в этот	1	2
160	и есть	1	2
161	почти не	1	2
162	с точки	11	2
163	и больше	1	2
164	мы говорили	3	2
165	говорить о	1	2
166	в целом	11	2
167	в различных	1	2
168	в чем	3	2
169	в данном	2	2
170	отличие от	2	2
171	между словом	2	2
172	относится к	1	2
173	в истории	10	2
174	независимо от	1	2
175	все же	5	2
176	кто не	1	2
177	когда он	3	2
178	напомним что	2	2
179	что это	2	2
180	раз в	2	2
181	роль в	4	2
182	при этом	12	2
183	оно было	1	2
184	он должен	1	2
185	в начале	2	2
186	так например	1	2
187	том же	2	2
188	распространяется на	1	2
189	на все	3	2
190	с которой	1	2
191	всеми своими	1	2
192	было бы	8	2
193	для них	1	2
194	с тем	6	2
195	одно из	1	2
196	приближаются к	1	2
197	не столько	1	2
198	нельзя было	1	2
199	но эта	1	2
200	точку зрения	1	2
201	даже в	2	2
202	в отношении	10	2
203	вплоть до	1	2
204	что эта	3	2
205	на котором	2	2
206	если в	1	2
207	на него	1	2
208	больше чем	1	2
209	и притом	1	2
210	видим что	2	2
211	уже и	2	2
212	которая не	1	2
213	с другом	7	2
214	не могут	3	2
215	что все	3	2
216	и слова	1	2
217	числе и	2	2
218	к тому	6	2
219	в каждом	2	2
220	должен быть	1	2
221	если мы	10	2
222	данном случае	2	2
223	говорили что	1	2
224	так в	1	2
225	и что	8	2
226	на том	4	2
227	том как	1	2
228	по тому	1	2
229	же самое	7	2
230	связанная с	1	2
231	и т.д	2	2
232	и та	1	2
233	но мы	1	2
234	можно сказать	1	2
235	нас в	3	2
236	к нему	2	2
237	между тем	9	2
238	этих слов	1	2
239	происходит в	1	2
240	уже говорили	2	2
241	в качестве	21	2
242	значение и	1	2
243	мы можем	5	2
244	может быть	12	2
245	и только	4	2
246	не подлежит	3	2
247	в отличие	2	2
248	один из	3	2
249	и слово	1	2
250	эти особенности	1	2
251	со словом	2	2
252	конечно не	1	2
253	во все	1	2
254	друг с	7	2
255	слова и	5	2
256	благодаря этому	1	2
257	в условиях	3	2
258	становится возможным	4	2
259	это явление	1	2
260	в другое	1	2
261	то что	15	2
262	в период	1	2
263	одновременно и	1	2
264	это в	2	2
265	к этому	4	2
266	как существенное	1	1
267	связана с	2	1
268	эпоху в	1	1
269	выражения в	1	1
270	он может	1	1
271	то в	1	1
272	тем же	4	1
273	форм мышления	2	1
274	и внешних	1	1
275	не имеют	3	1
276	которыми он	1	1
277	а как	1	1
278	том насколько	1	1
279	нуждаются в	1	1
280	здесь о	1	1
281	которую мы	1	1
282	та же	1	1
283	образами в	1	1
284	что уже	2	1
285	нам в	2	1
286	в возможности	1	1
287	не совсем	2	1
288	их лежит	2	1
289	уже приводили	1	1
290	образов с	1	1
291	но чем	1	1
292	столь же	3	1
293	видим таким	4	1
294	тем как	3	1
295	то мы	1	1
296	не исчерпываются	1	1
297	видели что	2	1
298	характерная для	1	1
299	но как	2	1
300	одном и	1	1
301	для других	2	1
302	не все	1	1
303	по отношению	1	1
304	исследователи обычно	2	1
305	мы назвали	1	1
306	не просто	2	1
307	друг от	1	1
308	и речи	2	1
309	эта роль	1	1
310	что они	14	1
311	они действительно	2	1
312	мы обязаны	1	1
313	характер и	1	1
314	тем больше	1	1
315	если она	1	1
316	общего с	1	1
317	связывает их	1	1
318	прямой и	1	1
319	течение нескольких	1	1
320	слова нельзя	1	1
321	целый ряд	5	1
322	имеет в	1	1
323	самой природе	1	1
324	бы не	1	1
325	всей своей	1	1
326	следующей главе	2	1
327	нами в	4	1
328	в себе	10	1
329	мы обратимся	5	1
330	на то	5	1
331	в наших	2	1
332	так сказать	1	1
333	строгой и	1	1
334	явление оно	1	1
335	момента в	2	1
336	никакому сомнению	2	1
337	не как	1	1
338	он пользуется	3	1
339	котором мы	1	1
340	характер в	1	1
341	не могли	1	1
342	но вместе	2	1
343	одной и	5	1
344	смысле как	1	1
345	и по	1	1
346	в основу	2	1
347	но все	1	1
348	значение выражения	1	1
349	как оно	2	1
350	в одну	1	1
351	мы его	2	1
352	а затем	2	1
353	и характер	1	1
354	момент и	1	1
355	на этой	1	1
356	было в	1	1
357	бы нам	1	1
358	известно что	1	1
359	должен был	1	1
360	и находит	1	1
361	на свои	1	1
362	о которых	1	1
363	далеко не	2	1
364	что не	1	1
365	одна и	1	1
366	нигде не	1	1
367	и формы	1	1
368	как таковой	1	1
369	увидим как	1	1
370	обратимся к	4	1
371	и того	5	1
372	между ними	4	1
373	со всей	2	1
374	в ходе	4	1
375	и сейчас	1	1
376	моменты мы	1	1
377	оказывается для	1	1
378	бы к	1	1
379	и непрерывного	1	1
380	высокой ступени	1	1
381	это подтверждается	1	1
382	понимал что	1	1
383	слова при	1	1
384	он дает	1	1
385	не представляется	1	1
386	признать что	1	1
387	перечисления тех	1	1
388	должны были	1	1
389	всей истории	1	1
390	в памяти	2	1
391	и той	4	1
392	которые в	4	1
393	тем не	1	1
394	и более	7	1
395	их в	2	1
396	на его	3	1
397	что этот	2	1
398	мере и	1	1
399	для нее	1	1
400	нас к	3	1
401	и вся	1	1
402	тому что	4	1
403	раз и	1	1
404	что с	4	1
405	же самую	3	1
406	эти формы	1	1
407	наконец и	1	1
408	мышления и	14	1
409	тогда когда	8	1
410	того как	2	1
411	к этим	2	1
412	имеют ничего	1	1
413	в процессе	27	1
414	есть еще	1	1
415	из него	2	1
416	никогда не	5	1
417	и всегда	1	1
418	казалось бы	1	1
419	слово и	2	1
420	имена и	1	1
421	это то	1	1
422	при всем	1	1
423	этих двух	1	1
424	как она	1	1
425	три таких	1	1
426	связанное с	1	1
427	это слово	2	1
428	имеет совершенно	1	1
429	к описанию	1	1
430	свидетельствуют о	1	1
431	не по	2	1
432	возвращает нас	1	1
433	в области	4	1
434	больше того	1	1
435	у нас	1	1
436	детей в	1	1
437	встречается в	1	1
438	как только	2	1
439	бы он	1	1
440	в наши	2	1
441	классической форме	3	1
442	указывает на	2	1
443	слова с	1	1
444	что при	2	1
445	и потому	1	1
446	и со	1	1
447	и самое	1	1
448	значения и	1	1
449	от друга	1	1
450	свою очередь	2	1
451	и сами	2	1
452	без всякого	1	1
453	формы и	3	1
454	своего возникновения	1	1
455	из сильнейших	1	1
456	никак не	2	1
457	приводит к	3	1
458	имеет никакого	1	1
459	в дальнейшем	1	1
460	для нового	1	1
461	и когда	3	1
462	этого явления	3	1
463	и сам	1	1
464	то как	2	1
465	те же	6	1
466	раз он	1	1
467	еще не	2	1
468	мы приводили	1	1
469	понятно что	2	1
470	поэтому в	1	1
471	если бы	5	1
472	собой и	2	1
473	для этого	1	1
474	после того	1	1
475	в игре	1	1
476	смысле и	2	1
477	образом в	1	1
478	находится в	1	1
479	говорят что	1	1
480	о нем	1	1
481	на вопрос	1	1
482	и поэтому	3	1
483	другими словами	2	1
484	говорит об	1	1
485	или на	1	1
486	других языках	1	1
487	все его	1	1
488	смысле оно	1	1
489	подлежит сомнению	1	1
490	связь между	2	1
491	по двум	3	1
492	я думаю	1	1
493	и каждого	1	1
494	в языке	2	1
495	во всей	4	1
496	в форме	1	1
497	тем более	1	1
498	слов и	1	1
499	содержание но	1	1
500	и история	3	1
501	образом как	2	1
502	тот же	9	1
503	с ними	1	1
504	и является	3	1
505	положение в	1	1
506	не идет	1	1
507	которое мы	2	1
508	верно и	1	1
509	между этими	2	1
510	и ее	1	1
511	книге и	1	1
512	по этому	1	1
513	причем в	1	1
514	себя в	3	1
515	это ни	1	1
516	оказывается в	1	1
517	которому он	1	1
518	он начинает	1	1
519	и они	1	1
520	к правильному	3	1
521	только тогда	1	1
522	является не	4	1
523	он пьет	1	1
524	из них	4	1
525	мы знаем	1	1
526	можно с	1	1
527	друг друга	4	1
