N	2gram	Propp_Isto_4	Hudozhes
1	том что	3	16
2	и в	26	14
3	так и	10	13
4	не только	15	12
5	при этом	3	12
6	о том	4	12
7	в том	3	12
8	а не	6	12
9	и т	27	11
10	в себе	2	11
11	в этом	7	11
12	прежде всего	1	11
13	в своей	4	10
14	то же	8	9
15	как и	7	9
16	что он	10	9
17	в качестве	7	9
18	у него	5	9
19	в этой	2	8
20	как в	7	8
21	то что	16	8
22	ничего не	5	8
23	в его	5	8
24	в то	1	8
25	еще не	6	7
26	тогда как	4	7
27	это не	5	7
28	своего рода	1	7
29	не в	5	7
30	к тому	1	7
31	уже не	5	7
32	не случайно	2	7
33	именно в	1	7
34	не может	6	7
35	как бы	3	7
36	а в	8	7
37	как правило	1	6
38	человека в	1	6
39	было бы	2	6
40	никогда не	2	6
41	что в	14	6
42	перед нами	3	5
43	но в	5	5
44	об этом	7	5
45	ни в	2	5
46	точки зрения	1	5
47	не менее	2	5
48	и его	10	5
49	потому что	6	5
50	к себе	3	5
51	и он	3	5
52	во второй	1	5
53	только в	3	5
54	по мнению	1	5
55	друг друга	1	5
56	может быть	14	5
57	но и	12	5
58	в частности	2	5
59	к жизни	1	5
60	в этих	7	5
61	одновременно и	1	5
62	жизни и	1	5
63	к другому	1	4
64	мы уже	5	4
65	он уже	2	4
66	в ней	1	4
67	а только	1	4
68	в центре	1	4
69	в своем	2	4
70	и к	1	4
71	та же	1	4
72	на то	3	4
73	что она	3	4
74	он не	7	4
75	и с	5	4
76	этой связи	1	4
77	тем не	2	4
78	тому что	1	4
79	с ним	1	4
80	она не	3	4
81	в русской	3	4
82	по своей	2	4
83	связи с	3	4
84	как будто	1	4
85	и это	1	4
86	можно сказать	1	4
87	того что	2	4
88	один из	1	4
89	себя в	2	4
90	из них	2	4
91	как раз	1	4
92	не было	1	4
93	и все	2	4
94	человеческой жизни	1	4
95	только что	3	4
96	т е	18	4
97	не имеют	1	3
98	на тех	1	3
99	и на	2	3
100	как к	1	3
101	все же	9	3
102	но он	4	3
103	в нем	2	3
104	т д	24	3
105	и по	5	3
106	на этом	2	3
107	лишь в	2	3
108	его в	9	3
109	с этим	2	3
110	даже в	4	3
111	в своих	1	3
112	ничем не	1	3
113	такой же	1	3
114	все эти	3	3
115	о природе	3	3
116	или иная	1	3
117	в тексте	2	3
118	тем что	5	3
119	что при	1	3
120	как мы	5	3
121	в пределах	1	3
122	приводит к	1	3
123	что у	3	3
124	том как	2	3
125	если бы	2	3
126	о нем	1	3
127	а также	3	3
128	это в	1	3
129	в лице	2	3
130	же в	3	3
131	но не	5	3
132	будто бы	1	3
133	и даже	4	3
134	со стороны	1	3
135	превращается в	7	3
136	то и	1	3
137	в связи	2	3
138	такого рода	2	3
139	от него	2	3
140	или не	1	3
141	к этой	3	3
142	говоря о	1	2
143	например в	3	2
144	же как	13	2
145	начинается с	2	2
146	той же	1	2
147	мы не	1	2
148	вопрос о	4	2
149	не была	1	2
150	к своему	3	2
151	мы читаем	2	2
152	но как	1	2
153	если в	1	2
154	себе и	1	2
155	тебе и	1	2
156	в одной	3	2
157	хотя и	2	2
158	сострадания к	1	2
159	вот тебе	1	2
160	в целом	2	2
161	жизни так	1	2
162	в ответ	1	2
163	так в	4	2
164	только на	1	2
165	как он	6	2
166	жизнью и	1	2
167	на его	3	2
168	не следует	1	2
169	уже говорилось	1	2
170	однако в	2	2
171	в героя	1	2
172	в другом	5	2
173	а его	1	2
174	ясно что	1	2
175	особенно в	1	2
176	живет в	2	2
177	уже знаем	1	2
178	героя от	1	2
179	по себе	2	2
