N	2gram	Propp_Russ_1	Problema
1	то что	6	42
2	то есть	3	33
3	и в	36	32
4	и не	6	31
5	не просто	2	23
6	в этом	12	19
7	не менее	3	19
8	тем не	3	18
9	не только	22	17
10	потому что	10	16
11	в себе	1	15
12	в виде	6	15
13	а не	2	15
14	но в	2	14
15	у нас	8	14
16	может быть	8	14
17	как бы	5	14
18	что мы	1	13
19	в нем	2	13
20	и тем	1	13
21	сказать что	1	13
22	том что	19	12
23	что в	19	12
24	так и	7	12
25	и т	10	11
26	также и	1	11
27	так как	15	11
28	о том	8	11
29	ничего общего	2	11
30	то же	3	10
31	отнюдь не	2	10
32	в этой	1	10
33	т д	9	10
34	об этом	9	10
35	ничего не	3	10
36	еще не	4	9
37	но не	2	9
38	и это	1	9
39	и что	4	9
40	но и	16	9
41	по своему	1	9
42	в данном	1	9
43	в том	17	9
44	так же	3	9
45	в таком	1	9
46	и о	1	8
47	и ее	1	8
48	и на	10	8
49	общего с	1	8
50	все эти	2	8
51	на то	1	8
52	было бы	1	8
53	он и	1	8
54	данном случае	1	8
55	не может	4	8
56	но это	4	8
57	во всех	4	7
58	всех этих	2	7
59	ни в	1	7
60	в них	6	7
61	как мы	10	7
62	того что	4	7
63	что он	1	7
64	только в	4	7
65	тем что	4	7
66	все это	6	7
67	и все	1	7
68	во всяком	1	7
69	таком случае	1	6
70	самом деле	1	6
71	на самом	2	6
72	говорить о	1	6
73	и как	2	6
74	при этом	6	6
75	его в	1	6
76	это не	10	6
77	как символ	2	6
78	в то	1	6
79	таким образом	6	6
80	в виду	1	6
81	разного рода	1	6
82	и здесь	2	6
83	в его	2	6
84	так что	2	6
85	то и	1	6
86	о чем	3	6
87	как это	8	6
88	хотя и	2	6
89	не имеют	1	5
90	мы уже	1	5
91	а только	1	5
92	в своем	3	5
93	перед нами	1	5
94	что она	2	5
95	далеко не	3	5
96	с тем	8	5
97	связи с	4	5
98	ни о	1	5
99	можно сказать	1	5
100	для нас	6	5
101	есть в	1	5
102	в других	11	5
103	еще и	1	5
104	подобного рода	1	5
105	не является	1	5
106	мы должны	2	5
107	в их	4	4
108	совсем не	1	4
109	с которыми	1	4
110	в истории	1	4
111	как в	5	4
112	как он	2	4
113	после этого	4	4
114	их в	3	4
115	входит в	4	4
116	в отдельности	2	4
117	тому что	4	4
118	иметь в	1	4
119	а в	9	4
120	точно так	1	4
121	в дальнейшем	2	4
122	на том	1	4
123	если бы	1	4
124	никак не	1	4
125	с целью	2	4
126	а также	3	4
127	один из	8	4
128	д и	1	4
129	даже если	1	4
130	только на	3	4
131	мы можем	2	4
132	и пр	2	4
133	не было	2	4
134	в одно	1	4
135	если не	1	4
136	и вообще	1	4
137	для обозначения	2	4
138	и для	2	4
139	в связи	4	4
140	или в	2	4
141	же в	1	4
142	по поводу	1	4
143	только потому	1	3
144	но она	2	3
145	того же	1	3
146	в чем	1	3
147	не имеющий	1	3
148	что они	7	3
149	которые не	3	3
150	с этим	2	3
151	однако не	1	3
152	что это	3	3
153	сливаются в	1	3
154	в случае	1	3
155	он не	1	3
156	у древних	1	3
157	его от	2	3
158	но все	3	3
159	что все	1	3
160	или на	3	3
161	в жизни	2	3
162	как и	10	3
163	несмотря на	3	3
164	на этот	3	3
165	смысл и	1	3
166	что значит	1	3
167	в этих	3	3
168	точки зрения	3	3
169	с точки	3	3
170	в которых	5	3
171	дело в	1	3
172	того как	5	3
173	или как	1	3
174	прежде чем	1	3
175	и его	1	3
176	как будто	5	3
177	к тому	4	3
178	для себя	1	3
179	можно было	1	3
180	для этого	2	3
181	не на	2	3
182	настоящее время	3	3
183	к нему	1	3
184	этому поводу	2	3
185	и во	1	3
186	во всей	1	3
187	и следовательно	1	3
188	значит что	2	3
189	что здесь	1	3
190	мы увидим	8	3
191	очень много	1	3
192	по этому	3	3
193	уже не	6	3
194	уже в	1	3
195	свидетельствует о	1	3
196	из них	8	3
197	говорит о	1	3
198	всяком случае	1	3
199	случае не	1	3
200	оно не	1	3
201	что не	1	3
202	однако и	1	3
203	этих случаях	1	3
204	и менее	1	3
205	быть и	2	3
206	только для	2	3
207	но для	1	3
208	необходимо чтобы	1	3
209	в настоящее	3	3
210	поэтический образ	1	3
211	с ним	2	3
212	или не	1	3
213	есть и	1	3
214	то на	3	2
215	например в	2	2
216	же как	1	2
217	увидим ниже	3	2
218	мы здесь	1	2
219	и потому	2	2
220	в первом	1	2
221	по преимуществу	1	2
222	и до	2	2
223	по его	1	2
224	мы имеем	4	2
225	мы не	6	2
226	что если	1	2
227	что иное	2	2
228	на себя	2	2
229	много разных	1	2
230	большей частью	1	2
231	и этого	1	2
232	иное как	2	2
233	с его	1	2
234	кроме того	1	2
235	в которой	1	2
236	из этих	4	2
237	говорят о	1	2
238	во многих	5	2
239	все другие	1	2
240	брать ли	1	2
241	одно целое	1	2
242	не значит	2	2
243	он должен	1	2
244	с такими	1	2
245	как они	2	2
246	и с	2	2
247	разница между	2	2
248	для них	3	2
249	и того	1	2
250	одного и	1	2
251	но если	1	2
252	имеет ничего	1	2
253	и при	1	2
254	просто в	1	2
255	нас не	2	2
256	не как	1	2
257	которые в	1	2
258	что этот	4	2
259	она не	2	2
260	не имеет	6	2
261	что их	1	2
262	менее здесь	1	2
263	следовательно и	1	2
264	не о	1	2
265	или когда	1	2
266	и сама	1	2
267	в области	3	2
268	не потому	1	2
269	других случаях	3	2
270	не могут	1	2
271	могут быть	2	2
272	для такого	1	2
273	и другим	2	2
274	например на	1	2
275	уже на	1	2
276	подобно тому	1	2
277	как знак	1	2
278	мы наблюдаем	2	2
279	с собой	4	2
280	и всегда	1	2
281	на что	2	2
282	из других	1	2
283	и который	1	2
284	нас в	1	2
285	между тем	7	2
286	стоит и	1	2
287	или может	1	2
288	сразу же	1	2
289	мы видим	2	2
290	и так	1	2
291	поэтому и	1	2
292	или его	1	2
293	в качестве	3	2
294	на этой	2	2
295	не можем	3	2
296	одно из	5	2
297	с этими	1	2
298	но что	2	2
299	в целях	3	2
300	и поэтический	1	2
301	что пишет	1	2
302	но есть	2	2
303	что для	1	2
304	от другого	1	2
305	которых мы	1	2
306	его как	2	2
307	уже давно	1	2
308	вместе с	10	2
309	можно будет	1	2
310	но такое	1	2
311	направление в	1	2
312	который мы	1	2
313	тому как	1	2
314	по существу	4	2
315	в это	3	2
316	этом случае	5	2
317	не будем	3	2
318	между прочим	2	2
319	становится ясным	1	2
320	тем и	2	2
321	тот кто	1	2
322	или вообще	1	2
323	петра i	4	2
324	не что	2	2
325	ниже мы	1	2
326	указывают на	1	2
327	ту же	1	1
328	не думает	1	1
329	о каких	1	1
330	чтобы не	1	1
331	в разные	2	1
332	символ а	1	1
333	необходимо изучить	1	1
334	из самых	1	1
335	что эти	1	1
336	оно было	1	1
337	чем именно	1	1
338	в году	2	1
339	из всех	1	1
340	г в	4	1
341	что изучение	1	1
342	которую мы	1	1
343	в семье	1	1
344	этом не	1	1
345	не символ	1	1
346	однако еще	1	1
347	еще до	2	1
348	но даже	2	1
349	которое в	1	1
350	кто же	1	1
351	это время	2	1
352	бы судить	1	1
353	а следовательно	1	1
354	особенно если	1	1
355	только тогда	1	1
356	в общем	1	1
357	в расцвете	1	1
358	переход от	2	1
359	тут же	2	1
360	входили в	1	1
361	мы сейчас	1	1
362	верили в	1	1
363	и свои	1	1
364	земля и	1	1
365	что текст	1	1
366	относится к	1	1
367	в течение	5	1
368	исторически и	1	1
369	и поэтому	2	1
370	то чем	1	1
371	показать что	1	1
372	все же	5	1
373	с понятием	1	1
374	его к	2	1
375	тем же	1	1
376	к числу	1	1
377	от этого	1	1
378	не связаны	1	1
379	это показывает	2	1
380	не приходится	1	1
381	не знает	1	1
382	есть весь	1	1
383	два обстоятельства	1	1
384	действительно когда-то	1	1
385	за это	1	1
386	один от	1	1
387	думать что	3	1
388	может считаться	1	1
