N	2gram	Losev_Vlad_3	Psycholo
1	в том	18	37
2	и в	40	32
3	и что	8	22
4	то есть	24	21
5	том что	18	21
6	потому что	11	21
7	таким образом	11	21
8	то что	28	21
9	что в	17	20
10	может быть	8	18
11	так же	8	18
12	точки зрения	13	17
13	что и	7	17
14	не может	14	17
15	самом деле	1	16
16	что она	2	16
17	того чтобы	3	14
18	то же	4	13
19	в этом	16	13
20	при этом	3	13
21	для того	2	13
22	что он	5	13
23	в самом	4	12
24	заключается в	1	12
25	не только	25	12
26	по себе	6	12
27	если мы	4	12
28	так как	7	12
29	на то	4	11
30	было бы	4	11
31	с тем	7	11
32	в основе	1	11
33	когда он	1	10
34	с точки	6	10
35	при помощи	4	10
36	но и	18	10
37	как и	7	10
38	и не	25	10
39	как в	1	9
40	никогда не	11	9
41	что при	1	9
42	тем что	5	9
43	что все	7	9
44	в своих	7	9
45	с таким	2	8
46	что это	9	8
47	не в	3	8
48	не менее	9	8
49	того что	7	8
50	в сущности	2	7
51	что они	1	7
52	и как	7	7
53	говорит что	1	7
54	все эти	5	7
55	ясно что	1	7
56	такой же	4	7
57	и его	10	7
58	как будто	1	7
59	к тому	7	7
60	можно было	5	7
61	только в	13	7
62	мы знаем	3	7
63	что для	1	7
64	а не	8	7
65	сказать что	12	7
66	что если	4	6
67	в этой	8	6
68	он не	8	6
69	если бы	3	6
70	те же	1	6
71	о том	11	6
72	и мы	1	6
73	и из	1	6
74	как бы	3	6
75	же самое	3	6
76	на самом	3	5
77	и на	6	5
78	что его	2	5
79	только на	5	5
80	на все	1	5
81	далеко не	3	5
82	все это	1	5
83	в то	7	5
84	только из	1	5
85	есть только	9	5
86	в ней	5	5
87	утверждает что	4	5
88	и даже	6	5
89	до сих	1	5
90	вслед за	1	5
91	отнюдь не	5	5
92	он говорит	1	5
93	сих пор	1	5
94	как раз	10	5
95	этом отношении	2	5
96	как на	3	5
97	же как	3	4
98	сам по	2	4
99	едва ли	11	4
100	есть не	2	4
101	мы имеем	3	4
102	в чем	3	4
103	с этим	2	4
104	все же	4	4
105	в действительности	1	4
106	с той	1	4
107	в целом	2	4
108	в нем	3	4
109	к одному	1	4
110	и по	2	4
111	том случае	3	4
112	и с	9	4
113	и тем	3	4
114	в жизни	2	4
115	несмотря на	7	4
116	в данном	5	4
117	знаем что	2	4
118	образом и	1	4
119	которые в	1	4
120	и более	2	4
121	тому что	4	4
122	не имеет	4	4
123	того как	1	4
124	но только	2	4
125	ничего не	5	4
126	что на	2	4
127	и для	3	4
128	тем не	10	4
