N	3gram	Losev_Prob_2	formyVre
1	как мы уже	1	8
2	в то же	4	6
3	и в то	1	5
4	в связи с	5	5
5	для того чтобы	2	5
6	в том числе	2	4
7	нашей точки зрения	1	3
8	до сих пор	4	3
9	в этом отношении	1	3
10	с самим собою	1	3
11	может быть только	2	3
12	с нашей точки	1	3
13	не может быть	3	3
14	в то время	1	3
15	и то же	1	3
16	но все же	1	2
17	прямо сказать что	1	2
18	то есть не	3	2
19	также и в	1	2
20	одной стороны и	3	2
21	же как и	1	2
22	и все другие	1	2
23	как раз и	4	2
24	и не только	1	2
25	но и в	3	2
26	том числе и	2	2
27	вместе с тем	1	2
28	и в частности	3	2
29	то время как	1	2
30	так же как	1	2
31	не только в	2	2
32	с одной стороны	5	2
33	может быть и	2	2
34	в буквальном смысле	1	2
35	друг к другу	2	2
36	в точном смысле	1	2
37	можно прямо сказать	1	2
38	связи с этим	2	2
39	с самого начала	2	2
40	и прежде всего	2	2
41	той или иной	1	2
42	это то есть	1	2
43	в том что	4	2
44	на том что	1	1
45	и до наших	1	1
46	или хотя бы	2	1
47	в той или	1	1
48	том что в	2	1
49	а вовсе не	1	1
50	имеем в виду	2	1
51	в самом деле	2	1
52	не было этого	2	1
53	наше внимание на	1	1
54	потому что не	1	1
55	на первый план	3	1
56	мы говорили в	1	1
57	в зависимости от	1	1
58	сами по себе	2	1
59	здесь то что	1	1
60	вовсе ничего не	3	1
61	что в нем	1	1
62	совершенно ясно что	1	1
63	и это очень	1	1
64	не о чем	3	1
65	и совсем не	1	1
66	и ничего не	1	1
67	в значительной мере	3	1
68	по самому своему	2	1
69	в данном месте	1	1
70	в данном случае	5	1
71	в основе этих	1	1
72	вовсе не может	1	1
73	так и в	1	1
74	в пространстве и	1	1
75	буквальном смысле слова	1	1
76	и в этом	3	1
77	в нашем случае	1	1
78	но вместе с	1	1
79	все более и	1	1
80	вовсе не является	3	1
81	во всяком случае	10	1
82	вовсе не являются	1	1
83	когда мы говорим	2	1
84	было и не	1	1
85	то есть только	2	1
86	узком смысле слова	1	1
87	та или иная	2	1
88	в этом случае	7	1
89	о том что	14	1
90	то что не	2	1
91	то есть в	2	1
92	к выводу что	1	1
93	ничего нового не	2	1
94	но отнюдь не	1	1
95	ни с чем	1	1
96	не только на	1	1
97	более и более	1	1
98	в этих условиях	1	1
99	мы имеем в	1	1
100	никаких сомнений и	1	1
101	с которой он	1	1
102	и не имеют	1	1
103	в нашем обзоре	1	1
104	с этим мы	1	1
105	сама по себе	4	1
106	для нас не	1	1
107	повторяем в этом	1	1
108	мы еще не	2	1
109	уже не столь	1	1
