N	2gram	Medvedev_V_1	Formalny
1	и в	26	38
2	в этом	26	27
3	т е	18	26
4	может быть	22	23
5	и его	6	21
6	таким образом	31	20
7	и не	19	20
8	в самом	4	16
9	не в	6	15
10	прежде всего	13	15
11	и т	23	14
12	не может	17	14
13	в шкловский	1	14
14	в нем	6	13
15	связи с	4	13
16	но и	10	13
17	в пределах	5	12
18	в поэзии	1	12
19	с его	3	11
20	с тем	3	11
21	в том	15	11
22	вовсе не	3	11
23	с другими	2	10
24	в его	14	10
25	в связи	3	10
26	не только	25	9
27	как и	7	9
28	т п	9	9
29	на почве	1	9
30	в процессе	16	9
31	самом деле	1	8
32	отнюдь не	3	8
33	все же	5	8
34	точки зрения	3	8
35	так и	5	8
36	что и	3	8
37	тем что	1	8
38	как мы	1	7
39	лишь в	2	7
40	по себе	2	7
41	для него	8	7
42	в своей	4	7
43	уже не	1	7
44	этом отношении	13	7
45	не могут	7	7
46	по существу	3	7
47	слова и	1	7
48	что в	10	7
49	художественного произведения	6	6
50	и ее	4	6
51	в ней	2	6
52	в истории	1	6
53	все эти	6	6
54	в этой	4	6
55	то же	10	6
56	было бы	7	6
57	он не	2	6
58	в их	5	6
59	могут быть	5	6
60	только в	7	6
61	то что	6	6
62	не было	7	6
63	вместе с	7	6
64	а не	7	6
65	как раз	3	6
66	в результате	5	6
67	хотя бы	19	6
68	а в	3	6
69	это и	6	5
70	говорить о	2	5
71	всего этого	1	5
72	во всех	6	5
73	в общем	2	5
74	т д	14	5
75	в слове	3	5
76	в то	6	5
77	в основе	1	5
78	же время	5	5
79	если бы	3	5
80	сводится к	3	5
81	говорит он	1	5
82	говорит в	3	5
83	что он	4	5
84	всяком случае	1	5
85	и речи	1	5
86	именно в	2	5
87	с этим	3	5
88	и для	2	5
89	бы в	3	5
90	еще более	1	5
91	или иного	1	5
92	во всяком	1	5
93	что оно	3	4
94	что они	3	4
95	как в	1	4
96	и наконец	2	4
97	и к	3	4
98	не следует	8	4
99	в статье	4	4
100	не как	1	4
101	его от	2	4
102	материала и	1	4
103	входит в	1	4
104	мы видели	3	4
105	восприятия и	2	4
106	не столько	2	4
107	как о	2	4
108	к тому	4	4
109	здесь не	1	4
110	в дальнейшем	1	4
111	того или	2	4
112	в теории	1	4
113	но в	2	4
114	чем он	1	4
115	что не	3	4
116	из них	9	4
117	не о	2	4
118	даже и	3	4
119	в особенности	2	4
120	и даже	2	4
121	другой стороны	8	4
122	мы говорим	1	4
123	вот как	4	4
124	как бы	5	4
125	совершенно не	1	4
126	к этому	9	4
127	они не	2	4
128	например в	3	3
129	же как	2	3
130	сам по	1	3
131	в зависимости	6	3
132	а как	2	3
133	между этими	1	3
134	то это	2	3
135	зависимости от	5	3
136	значение и	1	3
137	если в	2	3
138	чем же	4	3
139	хотя и	2	3
140	и как	3	3
141	не приходится	2	3
142	в целом	4	3
143	из этих	7	3
144	но ведь	1	3
145	роль в	4	3
146	только на	1	3
147	так сказать	2	3
148	время и	1	3
149	всех этих	2	3
150	понятий и	1	3
151	искусство как	2	3
152	смысла в	1	3
153	главным образом	7	3
154	и может	2	3
155	его в	3	3
156	это было	1	3
157	без нее	1	3
158	в художественную	1	3
159	в ином	1	3
160	для них	1	3
161	он и	2	3
162	следует что	1	3
163	произведения и	7	3
164	задачи и	1	3
165	произведения а	1	3
166	следует отметить	1	3
167	не является	5	3
168	в области	2	3
169	можно и	1	3
170	своего развития	1	3
171	того чтобы	3	3
172	произведения не	2	3
173	к действительности	1	3
174	в значительной	3	3
175	того что	3	3
176	в какой	1	3
177	мы знаем	3	3
178	и их	3	3
179	каждый из	1	3
180	для того	3	3
181	с другой	11	3
182	а о	2	3
183	и др	9	3
184	а наоборот	1	3
185	без всякой	1	3
186	их к	1	3
187	том смысле	1	3
188	быть и	1	3
189	все это	10	3
190	сюжета и	2	3
191	или в	3	3
192	по принципу	1	3
193	и все	1	3
194	всей полноты	1	3
195	жизни и	3	3
196	формы и	2	2
197	вряд ли	1	2
198	можно говорить	1	2
199	и то	1	2
200	дело обстоит	1	2
201	его не	3	2
202	эти определения	1	2
203	предмета в	1	2
204	по аналогии	1	2
205	это время	1	2
206	от всей	1	2
207	он был	1	2
208	в последних	1	2
209	с реальной	2	2
210	но не	2	2
211	но как	3	2
212	а только	1	2
213	от характера	2	2
214	очевидно что	7	2
215	и приемы	1	2
216	отношение к	1	2
217	он пишет	7	2
