N	3gram	Vygotskiy__2	Tvorches
1	и т д	2	11
2	то же время	2	7
3	в то же	2	7
4	до сих пор	5	3
5	не может быть	8	3
6	трагического и комического	1	2
7	в самом деле	11	2
8	и не может	2	2
9	в таком случае	1	2
10	в отличие от	1	2
11	на этот вопрос	2	2
12	по крайней мере	1	2
13	едва ли не	1	2
14	так же как	4	2
15	все же не	1	2
16	во всяком случае	2	2
17	с другой стороны	2	2
18	и т п	8	2
19	о том что	4	2
20	в том что	17	2
21	то все же	1	1
22	том что в	2	1
23	они имеют дело	1	1
24	приводит его к	1	1
25	в психологическом отношении	1	1
26	же как в	1	1
27	потому что в	1	1
28	раза в день	1	1
29	о том как	1	1
30	может и не	1	1
31	есть по преимуществу	1	1
32	же как и	1	1
33	имеет в виду	1	1
34	сами по себе	3	1
35	нужно сказать что	1	1
36	знаем что она	1	1
37	можно было бы	4	1
38	в романе в	1	1
39	точно так же	3	1
40	то или иное	1	1
41	не то что	1	1
42	психологии действующих лиц	2	1
43	только потому что	2	1
44	в том смысле	1	1
45	и что в	2	1
46	только то что	1	1
47	как будто бы	1	1
48	что он сам	1	1
49	в первый раз	2	1
50	и в процессе	2	1
51	не зависит от	1	1
52	в чем же	1	1
53	но при этом	1	1
54	и это совершенно	1	1
55	приблизительно так же	1	1
56	не могут быть	1	1
57	а с другой	1	1
58	он говорит что	1	1
59	в свою очередь	2	1
60	в связи с	1	1
61	и мы знаем	1	1
62	ответ на этот	1	1
63	по себе не	1	1
64	в то время	3	1
65	того или иного	2	1
66	должен сознаться что	1	1
67	том смысле что	1	1
68	к сознанию необходимости	1	1
69	нет ничего кроме	1	1
70	на него с	1	1
71	искусство в целом	1	1
72	ничего общего с	1	1
73	и никогда не	2	1
74	при этом что	1	1
75	с самого начала	1	1
76	знать об этом	1	1
77	в конечном счете	3	1
78	даже не в	1	1
79	именно потому что	1	1
80	не знать об	1	1
81	мы знаем что	4	1
82	нам хотелось бы	1	1
83	на всем протяжении	1	1
84	не значит что	1	1
85	таким образом сюжет	2	1
86	и в том	2	1
87	что в них	1	1
88	на то чтобы	1	1
89	в высшей степени	1	1
90	того факта что	1	1
91	как и в	2	1
92	же время резко	1	1
93	не так как	1	1
