N	3gram	Ircho_Kome_3	Analitik
1	в том что	9	7
2	по отношению к	3	7
3	так и не	1	5
4	с другой стороны	2	5
5	о том что	4	5
6	по крайней мере	1	4
7	в свою очередь	6	4
8	то же время	4	3
9	в то же	4	3
10	к тому же	4	3
11	в этом отношении	2	3
12	подобно тому как	1	2
13	в ответ на	1	2
14	с точки зрения	3	2
15	в отличие от	1	2
16	к женскому полу	1	2
17	едва ли не	1	2
18	который в свою	1	2
19	с одной стороны	3	2
20	тем не менее	3	2
21	во всяком случае	3	2
22	в свое время	1	2
23	в конечном счете	2	2
24	можно сказать что	1	2
25	если бы он	3	1
26	однако и в	1	1
27	хотя и не	2	1
28	не позволяет ему	1	1
29	не могла не	1	1
30	к этому же	1	1
31	между отцом и	2	1
32	все еще был	1	1
33	не говоря уже	1	1
34	в самом деле	6	1
35	в этом случае	2	1
36	до сих пор	9	1
37	о своей любви	1	1
38	говоря уже о	1	1
39	в зависимости от	1	1
40	что он не	2	1
41	своей любви к	2	1
42	себе в оправдание	1	1
43	во сне не	1	1
44	молодого человека в	2	1
45	а в качестве	1	1
46	в основе своей	1	1
47	как раз в	1	1
48	как уже говорилось	1	1
49	в самом начале	1	1
50	в том чтобы	1	1
51	к этому что	1	1
52	и обращается к	1	1
53	в современном литературоведении	1	1
54	далеко не всегда	1	1
55	если говорить о	1	1
56	уже в доме	1	1
57	по своему происхождению	1	1
58	так и в	1	1
59	они принадлежат к	1	1
60	так или иначе	2	1
61	таким же образом	1	1
62	в связи с	3	1
63	и еще больше	1	1
64	к лицу с	1	1
65	со стороны его	1	1
66	и не могла	1	1
67	как бы в	1	1
68	лицом к лицу	1	1
69	для того чтобы	6	1
70	хотя он и	1	1
71	отнюдь не является	1	1
72	в первом случае	1	1
73	не нуждается в	1	1
74	вопрос о том	1	1
75	именно потому что	2	1
76	речь идет о	3	1
77	до тех пор	3	1
78	друг от друга	1	1
79	не сводится к	1	1
80	того же автора	2	1
81	при известии о	1	1
82	в каждом из	1	1
83	но едва ли	1	1
84	человека и его	1	1
85	здесь не только	1	1
86	что и в	2	1
