N	2gram	Berdyaev_N_1	FransuaR
1	и в	16	29
2	и не	11	16
3	в эпоху	9	15
4	в этой	1	13
5	и все	4	13
6	но в	2	12
7	как и	7	12
8	и т.п	2	12
9	и на	2	11
10	в этом	7	11
11	так и	2	11
12	мы уже	1	10
13	не только	5	10
14	во время	1	10
15	в то	2	10
16	все эти	2	9
17	и с	2	9
18	в конце	1	9
19	но и	3	9
20	и его	1	8
21	в его	1	8
22	прежде всего	4	8
23	в них	4	7
24	в том	8	7
25	так как	1	7
26	так же	2	7
27	в сущности	1	6
28	своего рода	1	6
29	но он	1	6
30	в атмосфере	1	6
31	в большинстве	1	6
32	из них	1	6
33	это и	2	5
34	и до	1	5
35	в нем	5	5
36	большинстве случаев	1	5
37	весь мир	1	5
38	он и	1	5
39	в своей	3	5
40	это не	4	5
41	все они	2	5
42	у него	2	5
43	сказать что	3	5
44	во франции	1	5
45	того же	1	5
46	связана с	2	4
47	и есть	10	4
48	в которой	1	4
49	еще не	3	4
50	с его	6	4
51	в образе	1	4
52	что он	1	4
53	конечно не	3	4
54	тем что	1	4
55	с другой	3	4
56	по своему	4	4
57	только для	1	4
58	но это	6	4
59	все это	5	4
60	мира и	2	4
61	этой системы	1	4
62	то что	4	4
63	есть и	1	4
64	старый мир	2	4
65	жизни и	8	4
66	по преимуществу	1	3
67	что образ	1	3
68	в ней	5	3
69	в чем	1	3
70	в своем	1	3
71	в себе	2	3
72	он не	8	3
73	для того	1	3
74	подобно тому	3	3
75	такой же	2	3
76	том что	2	3
77	в эту	1	3
78	того чтобы	2	3
79	по своей	1	3
80	женщины в	1	3
81	и вполне	1	3
82	с ее	5	3
83	в ее	3	3
84	роль в	2	3
85	к нему	1	3
86	старого мира	3	3
87	все время	2	3
88	этой системе	1	3
89	же и	1	3
90	и их	1	3
91	том числе	1	3
92	не случайно	1	3
93	средних веков	1	3
94	и даже	2	3
95	превращается в	1	3
96	тому как	3	3
97	другой стороны	2	3
98	перед лицом	1	2
