N	3gram	Bakhtin_Pr_1	Problemy
1	к себе самому	1	14
2	человека из подполья	1	13
3	то же время	3	12
4	в то же	3	12
5	на самом деле	3	10
6	с самим собою	1	7
7	и т п	13	6
8	не может быть	11	6
9	по отношению к	19	5
10	и в то	2	5
11	к нему и	2	5
12	в этом смысле	3	4
13	с точки зрения	6	4
14	бы то ни	3	4
15	то ни было	2	4
16	его отношение к	1	4
17	и прежде всего	5	4
18	на протяжении всего	1	4
19	а между тем	1	3
20	в самом деле	3	3
21	и не в	1	3
22	в творчестве достоевского	1	3
23	но в то	1	3
24	в высшей степени	5	3
25	самим собою и	1	3
26	и в самом	1	3
27	с другой стороны	4	3
28	и в нем	3	3
29	может войти в	1	2
30	смысле этого слова	1	2
31	чего бы то	1	2
32	в чем не	2	2
33	а вовсе не	1	2
34	подобно тому как	1	2
35	ибо в нем	1	2
36	протяжении всего романа	1	2
37	и не может	2	2
38	хотя бы и	1	2
39	не входит в	4	2
40	в отличие от	5	2
41	в другом направлении	1	2
42	как бы уже	1	2
43	и в этом	1	2
44	в его целом	5	2
45	ни в чем	2	2
46	так и в	2	2
47	выходит за пределы	1	2
48	той или иной	2	2
49	о мире и	1	2
50	тем не менее	3	2
51	в большинстве случаев	5	2
52	и т д	1	2
53	внутреннего и внешнего	1	2
54	хотя и не	1	1
55	или хотя бы	1	1
56	в нашу задачу	1	1
57	здесь же мы	1	1
58	в том и	1	1
59	внутреннего человека как	1	1
60	в том же	2	1
61	может и не	2	1
62	в нем и	1	1
63	как можно скорее	1	1
64	именно как слово	1	1
65	до сих пор	1	1
66	и в других	1	1
67	должно отметить что	5	1
68	в целом в	1	1
69	в строгом смысле	2	1
70	на самом же	1	1
71	в этом отношении	2	1
72	в этом произведении	1	1
73	то что в	1	1
74	всего то что	1	1
75	резко отличается от	1	1
76	в нем он	1	1
77	как мы уже	1	1
78	что с ним	1	1
79	себе самому к	1	1
80	с ними в	1	1
81	от него он	1	1
82	что дело идет	1	1
83	его же собственным	1	1
84	не может но	1	1
85	со всех сторон	2	1
86	несмотря на то	1	1
87	и пр в	1	1
88	к тому что	1	1
89	в значительной степени	1	1
90	мы уже указывали	1	1
91	в данном случае	4	1
92	в ней в	1	1
93	вне себя как	1	1
94	и с которым	1	1
95	во всем последующем	1	1
96	самом деле и	1	1
97	и как бы	1	1
98	и ничего не	1	1
99	художественное произведение в	3	1
100	во всех отношениях	1	1
101	может быть и	1	1
102	к своему предмету	1	1
103	мы можем сказать	2	1
104	в нем не	1	1
105	в этом направлении	1	1
106	в себе все	1	1
107	не может и	2	1
108	том и в	1	1
109	и в том	1	1
110	строгом смысле этого	1	1
111	независимо от их	1	1
112	в нем нет	1	1
113	чем иным как	1	1
114	раз и навсегда	1	1
115	как и в	1	1
116	в свою очередь	1	1
117	себе и не	1	1
118	не чем иным	1	1
119	дело идет о	1	1
120	и понять его	1	1
121	и со всею	1	1
122	самом же деле	1	1
123	можно сказать что	2	1
124	к нему с	1	1
125	бы они ни	1	1
126	они ни были	1	1
127	на то что	1	1
128	но именно поэтому	1	1
129	не может обойтись	1	1
130	вопрос о том	1	1
131	это как бы	1	1
132	в узком смысле	1	1
133	конечно отнюдь не	1	1
134	для того чтобы	2	1
135	лицом к лицу	1	1
136	в том что	3	1
137	можем сказать что	1	1
138	мы еще не	1	1
139	с первого же	1	1
140	и в другом	1	1
