N	3gram	Tiupa_Lite_1	Mirosoze
1	не может быть	1	17
2	а не в	1	4
3	прежде всего в	3	2
4	по отношению к	2	2
5	до сих пор	1	2
6	к тому чтобы	1	2
7	человеческого духа и	1	2
8	не только в	4	2
9	а не только	1	2
10	может быть постигнут	1	2
11	но и от	1	1
12	на том что	1	1
13	начале xix века	1	1
14	в частности может	1	1
15	может быть названа	1	1
16	в русской поэзии	1	1
17	в самом деле	1	1
18	в начале xix	1	1
19	означает не только	1	1
20	так и не	1	1
21	может быть назван	1	1
22	в зависимости от	1	1
23	процесса в этой	1	1
24	в отличие от	5	1
25	в наше время	1	1
26	и никто не	1	1
27	жизни и в	1	1
28	не несет в	1	1
29	имел в виду	1	1
30	сознание уже не	1	1
31	в значительной степени	1	1
32	каждый человек в	1	1
33	все более и	1	1
34	несет в себе	2	1
35	во всяком случае	2	1
36	в отношении к	1	1
37	тем что в	1	1
38	между тем как	1	1
39	не мог бы	1	1
40	толстого и достоевского	1	1
41	нет ничего кроме	1	1
42	преступления и наказания	1	1
43	и не должно	1	1
44	себя в них	1	1
45	о том что	2	1
46	но не менее	1	1
47	во имя свободы	1	1
48	более и более	1	1
49	можно было бы	1	1
50	что есть свобода	1	1
51	то что открывается	1	1
52	в том что	11	1
53	в иной в	1	1
54	может быть он	1	1
55	не только от	1	1
