N	3gram	Tiupa_Narr_2	Problema
1	по отношению к	5	19
2	и т п	2	13
3	не может быть	2	11
4	с точки зрения	2	6
5	в отличие от	5	5
6	в большинстве случаев	1	5
7	только по отношению	1	4
8	не входит в	1	4
9	позицию по отношению	1	4
10	в данном случае	6	4
11	в конечном счете	3	4
12	в противном случае	1	3
13	на самом деле	2	3
14	в самом деле	1	3
15	в этом смысле	1	3
16	можно было бы	1	3
17	в основе своей	1	3
18	может быть только	1	3
19	далеко не всегда	1	3
20	все то что	2	3
21	с одной стороны	5	3
22	то же время	3	3
23	в том что	8	3
24	в то же	3	3
25	тем не менее	4	3
26	в чем не	1	2
27	можно сказать что	3	2
28	имеет место в	1	2
29	то же самое	1	2
30	в строгом смысле	1	2
31	но и в	2	2
32	ни в чем	1	2
33	и не может	2	2
34	и в то	1	2
35	не только в	6	2
36	мы имеем дело	2	2
37	того или иного	3	2
38	так и в	1	2
39	начало и конец	1	2
40	и тем самым	2	2
41	той или иной	3	2
42	для того чтобы	1	2
43	в этом отношении	3	2
44	а между тем	1	1
45	что иное как	1	1
46	хотя и не	2	1
47	что с ним	1	1
48	к себе самому	3	1
49	прежде всего следует	1	1
50	иметь в виду	1	1
51	да и не	1	1
52	в этом последнем	1	1
53	подобно тому как	2	1
54	одной стороны и	1	1
55	до сих пор	1	1
56	именно то что	2	1
57	и в других	1	1
58	которое может быть	1	1
59	не может иметь	1	1
60	что все эти	1	1
61	вследствие того что	1	1
62	по аналогии с	1	1
63	или хотя бы	1	1
64	на себя самого	1	1
65	то время как	1	1
66	или о чем	1	1
67	не что иное	1	1
68	не в его	1	1
69	как говорится в	1	1
70	а также и	1	1
71	в равной степени	2	1
72	отношению к которому	1	1
73	по сравнению с	1	1
74	имеем дело с	2	1
75	это было сделано	1	1
76	не в том	1	1
77	в связи с	1	1
78	в нем не	1	1
79	в том смысле	1	1
80	в этом направлении	1	1
81	не для того	1	1
82	в том как	2	1
83	уже не к	1	1
84	в своем роде	1	1
85	а в том	2	1
86	есть не что	1	1
87	в то время	1	1
88	или иной области	1	1
89	нам в нашем	1	1
90	то есть в	1	1
91	данном случае о	1	1
92	и с точки	1	1
93	может быть воспринята	1	1
94	она не могла	1	1
95	к тому что	3	1
96	на этот вопрос	1	1
97	дано нам в	1	1
98	должен обратиться к	1	1
99	и в другом	1	1
