N	2gram	Bakhtin_Pr_1	SlovoVZh
1	не может	11	16
2	может быть	21	14
3	точки зрения	21	14
4	как бы	28	13
5	и его	13	13
6	таким образом	11	12
7	и в	23	12
8	по отношению	11	11
9	в нашем	1	11
10	отношению к	11	11
11	и не	34	10
12	если бы	10	9
13	так как	7	9
14	прежде всего	7	8
15	сказать что	5	7
16	для нас	3	7
17	в ней	1	6
18	в том	11	6
19	только в	8	6
20	при этом	3	6
21	к содержанию	1	6
22	в нем	20	6
23	слова и	1	6
24	все время	1	6
25	в процессе	4	6
26	художественную форму	1	6
27	должна быть	2	5
28	то же	10	5
29	можно сказать	2	5
30	как в	6	5
31	но в	4	5
32	в жизни	6	5
33	героя и	5	5
34	а не	20	5
35	художественной формы	5	5
36	как и	8	5
37	что мы	1	5
38	и следовательно	1	5
39	том что	9	5
40	никогда не	5	5
41	хотя бы	2	5
42	то что	18	5
43	на самом	4	4
44	зависимости от	3	4
45	как если	1	4
46	к нему	3	4
47	за пределы	6	4
48	к автору	1	4
49	в литературе	3	4
50	в этом	25	4
51	все же	5	4
52	в самом	8	4
53	уже не	8	4
54	не только	13	4
55	ни было	4	4
56	отношение к	1	4
57	свое выражение	1	4
58	от того	2	4
59	так и	10	4
60	с другой	2	4
61	что не	1	4
62	не в	6	4
63	его в	4	4
64	дело в	1	4
65	и является	1	4
66	и к	4	4
67	жизни и	6	4
68	и на	10	4
69	художественном произведении	1	3
70	здесь не	1	3
71	самом деле	5	3
72	формы и	1	3
73	в котором	2	3
74	в пределах	9	3
75	еще не	5	3
76	мы не	2	3
77	с героем	1	3
78	о том	2	3
79	и герой	1	3
80	бы то	3	3
81	но и	11	3
82	между тем	5	3
83	точка зрения	7	3
84	того что	2	3
85	в художественном	2	3
86	быть и	1	3
87	и наконец	5	3
88	все эти	8	3
89	конечно не	1	3
90	в себе	5	3
91	слово в	2	3
92	да и	2	3
93	к герою	1	3
94	в творчестве	5	3
95	для него	15	3
96	он должен	1	3
97	не к	1	3
98	и по	2	3
99	то ни	3	3
100	и с	4	3
101	точек зрения	3	3
102	до сих	2	3
103	ни в	3	3
104	в некоторых	1	3
105	и пр	1	3
106	в них	3	3
107	и уже	3	3
108	в своей	11	3
109	художественного творчества	2	3
110	так же	6	3
111	этой точки	1	3
112	как к	1	3
113	и более	1	3
114	из этого	1	3
115	по себе	7	3
116	произведения и	1	3
117	сих пор	2	3
118	не менее	1	3
119	все это	7	3
120	но для	2	3
121	с автором	1	3
122	и для	3	3
123	ее и	1	3
124	находит свое	1	3
125	с ним	6	3
126	отношении к	2	3
127	в каком	1	3
128	от этой	1	2
129	как не	4	2
130	и то	1	2
131	они ни	1	2
132	в себя	3	2
133	и самое	2	2
134	едва ли	1	2
135	те же	1	2
136	со всех	1	2
137	по природе	1	2
138	и значение	1	2
139	на материале	3	2
140	совпадает с	2	2
141	и здесь	3	2
142	искусства и	1	2
143	с его	6	2
144	и что	1	2
145	в чем	1	2
146	тем как	4	2
147	но конечно	2	2
148	данном случае	2	2
149	в данном	2	2
150	для других	2	2
151	к слову	1	2
152	в его	24	2
153	не довлеет	1	2
154	что и	5	2
155	подчеркнуть что	1	2
156	в форме	6	2
157	их живого	1	2
158	в своем	8	2
159	кроме того	3	2
160	как уже	1	2
161	его к	4	2
162	в какой	1	2
163	словом и	1	2
164	и потому	3	2
165	несколько подробнее	1	2
166	сливается с	2	2
167	лежит на	1	2
168	выражение в	4	2
169	уже в	5	2
170	он не	4	2
171	перестает быть	1	2
172	не так	1	2
173	извне как	1	2
174	в зависимости	3	2
175	из него	1	2
176	и оценки	1	2
177	одно и	1	2
178	но все	4	2
179	выражение и	1	2
180	с другими	7	2
181	это не	10	2
182	может стать	1	2
183	до известной	1	2
184	форму и	1	2
185	как же	3	2
186	оно не	2	2
187	делает его	1	2
188	себя и	2	2
189	социальной жизни	2	2
190	более того	3	2
191	до конца	5	2
192	самое слово	1	2
193	другой стороны	2	2
194	его как	5	2
195	была бы	2	2
196	там где	6	2
197	оценки и	1	2
198	автора и	5	2
199	я ты	1	2
200	и слово	1	2
201	смысл и	2	2
202	в момент	1	2
203	довлеет себе	1	2
204	ни на	2	2
205	вместе с	2	2
206	можно найти	1	2
207	в отношении	2	2
208	к его	1	2
209	но не	8	2
210	место в	1	2
211	точку зрения	4	2
212	свое своеобразие	2	2
213	быть только	1	2
214	с этой	1	2
215	она не	5	2
216	с точки	15	2
217	является для	2	2
218	в условиях	2	2
219	такой же	1	2
220	в основном	2	2
221	тогда когда	1	2
222	слова так	1	2
223	в то	10	2
224	и притом	2	2
225	на него	2	2
226	известной степени	1	2
227	героев и	6	2
228	слова но	2	2
229	ничего не	6	2
230	и все	3	2
231	все они	1	2
232	в этих	2	2
233	но это	5	2
234	бы оно	1	2
235	между ними	2	2
236	от всех	1	2
237	могут быть	1	2
238	и вполне	2	2
239	как только	1	2
240	же самое	1	2
241	на это	1	2
242	что в	8	2
243	как на	2	2
244	и другие	2	2
245	не есть	1	2
246	к этому	2	2
247	если же	2	2
248	же нам	1	1
249	и это	5	1
250	например в	3	1
251	же как	1	1
252	как мы	5	1
253	и о	3	1
254	с ее	2	1
255	но чтобы	1	1
256	как воплощенную	1	1
257	позицию по	1	1
258	ее до	1	1
259	суждений и	1	1
260	это и	9	1
261	характер и	1	1
262	на события	1	1
263	бы действительно	1	1
264	нам кажется	4	1
265	тем же	1	1
266	из трех	1	1
267	только то	3	1
