N	3gram	Medvedev_F_2	Istorich
1	и т д	5	16
2	с другой стороны	3	8
3	во всех этих	1	6
4	с одной стороны	1	4
5	мы имеем в	1	4
6	тем не менее	1	4
7	в том что	2	4
8	не может быть	10	3
9	в данном случае	1	3
10	в одной из	1	2
11	и в других	1	2
12	имеют отношение к	1	2
13	но и в	3	2
14	на этот вопрос	1	2
15	до сих пор	1	2
16	может быть понят	1	2
17	но тем не	1	2
18	в том чтобы	1	2
19	лежит в основе	1	2
20	так и в	3	2
21	т е в	1	2
22	мы не можем	1	2
23	таким образом мы	1	2
24	но все же	2	2
25	на то чтобы	1	2
26	как и в	1	2
27	что и в	1	2
28	и в конце	1	1
29	мы знаем что	1	1
30	там где оно	1	1
31	с точки зрения	7	1
32	все дело в	1	1
33	сам он не	1	1
34	что они не	1	1
35	а не в	1	1
36	в самом деле	5	1
37	и в особенности	1	1
38	новые и новые	1	1
39	нам кажется что	1	1
40	в этом случае	1	1
41	он не может	1	1
42	большинстве случаев очень	1	1
43	только в том	1	1
44	и то и	2	1
45	в зависимости от	3	1
46	сама по себе	1	1
47	что он не	1	1
48	не входит в	2	1
49	бы то ни	1	1
50	как мы увидим	1	1
51	но он не	1	1
52	и т п	9	1
53	в большинстве случаев	3	1
54	и не в	2	1
55	то и другое	2	1
56	вместе с тем	4	1
57	все сводится к	1	1
58	и тот же	1	1
59	это не так	1	1
60	в различных формах	1	1
61	все же не	1	1
62	в связи с	10	1
63	то что он	1	1
64	пока только в	1	1
65	один и тот	1	1
66	более или менее	1	1
67	все новые и	1	1
68	но все эти	1	1
69	с тем и	2	1
70	не по существу	1	1
71	совершенно очевидно что	1	1
72	к тому что	2	1
73	по этому вопросу	1	1
74	она не может	1	1
75	ее так и	1	1
76	как мы видели	4	1
